timestamp,posx,posy,posz,ox,oy,oz, ow
1581140264.251279512,0.71992,0.00048203,0.686308,-0.000221687,0.706991,0.000219004,0.707222
1581140264.258137895,0.719919,0.000481983,0.686305,-0.00022522,0.70699,0.000214641,0.707223
1581140264.264377792,0.719919,0.00048187,0.686302,-0.000226715,0.706989,0.000212058,0.707224
1581140264.271180228,0.719919,0.000481613,0.6863,-0.000227337,0.706989,0.000210318,0.707225
1581140264.279191724,0.719919,0.000481502,0.686297,-0.000227724,0.706988,0.000208553,0.707226
1581140264.318427540,0.719898,0.000468512,0.686245,-0.000206056,0.706993,0.000220835,0.707221
1581140264.325011845,0.719867,0.000457683,0.686229,-0.000192419,0.706995,0.000228202,0.707218
1581140264.333173834,0.719819,0.00044841,0.686208,-0.000176822,0.707003,0.000239723,0.707211
1581140264.338215293,0.719765,0.000444166,0.686184,-0.00016778,0.707012,0.000249012,0.707201
1581140264.381347631,0.719014,0.000454317,0.686078,-0.000204923,0.707095,0.000265182,0.707118
1581140264.388292976,0.718836,0.000457237,0.686093,-0.000204841,0.707086,0.000265017,0.707127
1581140264.395217754,0.718651,0.000458374,0.686109,-0.000209331,0.707073,0.000254837,0.70714
1581140264.401955240,0.718486,0.000460934,0.686126,-0.0002204,0.707063,0.000242881,0.707151
1581140264.408409985,0.718289,0.000462272,0.686158,-0.000226503,0.707043,0.00022967,0.707171
1581140264.415066779,0.71809,0.000465522,0.686186,-0.000231432,0.707024,0.000215863,0.70719
1581140264.422340259,0.717866,0.000467803,0.686217,-0.000236395,0.706997,0.000194571,0.707217
1581140264.461400647,0.716793,0.000500758,0.686341,-0.00027548,0.706942,0.000175505,0.707271
1581140264.468206770,0.71661,0.000501436,0.686346,-0.000278388,0.706949,0.000182717,0.707265
1581140264.474363854,0.716457,0.000500721,0.686341,-0.000273682,0.70696,0.000196774,0.707253
1581140264.480987495,0.716282,0.000499742,0.686332,-0.000274207,0.706973,0.000204706,0.70724
1581140264.488905648,0.716081,0.000496545,0.686342,-0.000283392,0.706973,0.000200635,0.70724
1581140264.532362854,0.715056,0.000440235,0.686335,-0.000227815,0.706965,0.000189317,0.707249
1581140264.539128580,0.71489,0.000433167,0.686323,-0.000215143,0.706971,0.000197203,0.707243
1581140264.545431102,0.714747,0.000427844,0.686314,-0.000221098,0.706979,0.000191976,0.707235
1581140264.552290584,0.714578,0.000423777,0.686307,-0.000219864,0.706986,0.000195734,0.707227
1581140264.559072596,0.714406,0.00042032,0.686307,-0.000221162,0.706994,0.000201505,0.70722
1581140264.566108192,0.714231,0.000419301,0.686303,-0.00022806,0.707004,0.000204023,0.70721
1581140264.573028050,0.714061,0.00041374,0.6863,-0.000231176,0.707003,0.000194199,0.707211
1581140264.579356234,0.713916,0.000404911,0.686301,-0.000226478,0.706991,0.000177951,0.707223
1581140264.587294881,0.713746,0.000395378,0.686306,-0.000217341,0.706969,0.000156794,0.707245
1581140264.594104009,0.713548,0.000382397,0.686322,-0.000210801,0.706935,0.000123192,0.707278
1581140264.600435166,0.713375,0.000373012,0.686327,-0.000196728,0.706921,0.000113428,0.707292
1581140264.678422362,0.711465,0.000364685,0.68627,-0.000179859,0.707003,0.000185419,0.70721
1581140264.685201917,0.71129,0.000361617,0.686277,-0.000169401,0.706994,0.000183765,0.70722
1581140264.693027267,0.711089,0.000357423,0.686276,-0.000181744,0.70699,0.000161181,0.707224
1581140264.699339823,0.710915,0.000351061,0.686275,-0.000183599,0.70699,0.000153922,0.707224
1581140264.706283373,0.710766,0.000345014,0.686275,-0.000188923,0.706992,0.000145415,0.707221
1581140264.712937275,0.710592,0.000341425,0.686271,-0.000184249,0.706998,0.000149652,0.707216
1581140264.719376126,0.710415,0.000342116,0.686268,-0.000195997,0.707006,0.000144807,0.707207
1581140264.726288437,0.710266,0.000343874,0.686267,-0.0002063,0.707011,0.000141377,0.707202
1581140264.732948559,0.710092,0.000346679,0.686262,-0.000208528,0.707016,0.000145401,0.707197
1581140264.740038328,0.709918,0.000350755,0.686261,-0.000219156,0.707017,0.000137718,0.707197
1581140264.746259889,0.709767,0.000352606,0.686265,-0.000219037,0.707011,0.000135771,0.707203
1581140264.753045247,0.709591,0.000355616,0.686267,-0.000228866,0.707003,0.000122114,0.707211
1581140264.795350503,0.708545,0.000352981,0.686263,-0.000208843,0.706988,0.000120737,0.707226
