timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581141397.665585039,0.259772,50.1334,-1.97067,-22.742,1.30295,0.871426,-0.311724
1581141397.672274749,0.105452,49.4338,-2.01906,-22.8939,1.28359,0.90647,-0.304048
1581141397.678735079,-0.14146,49.2358,-2.12526,-22.82,1.28975,0.867754,-0.297706
1581141397.685358774,-0.234052,49.1483,-2.21398,-22.9033,1.27742,0.881772,-0.294035
1581141397.727792463,0.65586,49.1046,-1.7408,-22.9248,1.30295,0.904133,-0.314728
1581141397.734455002,0.55298,49.0172,-1.83356,-22.8751,1.30295,0.920153,-0.317732
1581141397.741795663,0.357508,49.0043,-1.95588,-23.0109,1.36634,0.921488,-0.27935
1581141397.748823607,0.061728,48.7137,-2.05401,-23.0337,1.29943,0.9038,-0.302713
1581141397.755586775,-0.105452,48.279,-2.11182,-22.6775,1.33465,0.895456,-0.28736
1581141397.762292231,-0.136316,48.6262,-2.14542,-23.0216,1.34697,0.937508,-0.30338
1581141397.768795975,-0.169752,48.8474,-2.18037,-23.1426,1.37162,0.947187,-0.294703
1581141397.775553636,0.0874479,48.8062,-2.04326,-22.8912,1.3144,0.938843,-0.314728
1581141397.781826504,0.362652,48.6313,-1.85506,-22.734,1.33465,0.939177,-0.291699
1581141397.788564669,0.619852,48.7394,-1.73543,-22.7407,1.33201,0.937508,-0.30605
1581141397.827654548,0.046296,48.8911,-2.10644,-22.9262,1.32937,0.940178,-0.306384
1581141397.873768529,0.23148,49.0249,-2.03385,-23.2031,1.3593,0.939177,-0.306718
1581141397.880605979,0.02572,48.7137,-2.1387,-22.91,1.33993,0.936507,-0.280351
1581141397.887340217,-0.007716,48.7085,-2.11854,-22.8065,1.31616,0.92516,-0.296038
1581141397.893644679,-0.046296,48.6776,-2.10778,-22.8939,1.31616,0.936841,-0.270005
1581141397.900499076,-0.056584,48.6674,-2.15214,-22.7918,1.29151,0.903466,-0.293368
1581141397.906787737,-0.108024,48.5413,-2.20995,-23.0149,1.3144,0.93317,-0.281686
1581141397.913587539,0.02572,48.531,-2.14139,-23.2152,1.31704,0.947855,-0.299375
1581141397.920427755,0.084876,48.4976,-2.05267,-22.6627,1.28711,0.90113,-0.2927
1581141397.927337984,0.24434,48.6674,-2.00293,-22.6869,1.29679,0.897458,-0.309722
1581141397.933651219,0.416664,48.8268,-1.95588,-23.1493,1.28799,0.94652,-0.298708
1581141397.941647469,0.60442,48.9117,-1.85641,-23.0848,1.31704,0.934505,-0.299375
1581141397.948661169,0.666148,48.9786,-1.8349,-22.91,1.29855,0.921822,-0.2927
1581141397.991765768,0.174896,48.2636,-2.03654,-22.8388,1.32849,0.920821,-0.332417
1581141397.998660435,0.059156,47.9755,-2.10644,-22.8966,1.33025,0.921488,-0.331082
1581141398.005229260,0.216048,48.0089,-2.06746,-22.7756,1.3188,0.902798,-0.342095
1581141398.011663089,0.264916,48.0527,-2.00831,-22.6788,1.33729,0.945852,-0.309388
1581141398.018440408,0.354936,48.5876,-1.96126,-23.0283,1.32849,0.933503,-0.320068
1581141398.025300794,0.447528,48.6828,-1.9411,-23.1439,1.33553,0.931501,-0.290698
1581141398.031531630,0.522116,48.6674,-1.8712,-22.9907,1.32056,0.942515,-0.300377
1581141398.039472168,0.491252,48.4256,-1.89942,-22.9127,1.34873,0.940178,-0.281686
