timestamp,fx,fy,fz,tx,ty,tz
1581141271.642930486,-1.71429,2.68508,0.226282,1.83935,1.52484,0.232303
1581141271.649692466,-1.46391,2.80471,0.715568,1.86432,1.48941,0.23172
1581141271.656524116,-1.62992,2.9425,0.722721,1.90962,1.50692,0.22825
1581141271.662947030,-1.56516,2.8117,0.841176,1.85274,1.4513,0.231091
1581141271.707658170,-1.56676,2.50359,1.12523,1.78647,1.39545,0.231065
1581141271.714717648,-2.09724,3.04277,0.742779,2.0278,1.47558,0.214664
1581141271.722442400,-2.02509,3.33694,0.816198,2.14451,1.51249,0.209474
1581141271.728956491,-2.04157,3.47596,1.2243,2.1892,1.52567,0.203876
1581141271.736906349,-2.08282,3.71488,1.47136,2.2496,1.54727,0.200367
1581141271.744486530,-1.76991,3.81749,1.72286,2.26039,1.51331,0.202395
1581141271.750943828,-1.83409,3.79398,1.9359,2.25793,1.51756,0.202488
1581141271.757798037,-1.61029,3.7686,2.14577,2.2564,1.49373,0.205422
1581141271.764540191,-1.61901,3.65983,1.96302,2.23848,1.49369,0.208007
1581141271.770953128,-2.13847,3.61295,1.4914,2.2494,1.55809,0.207489
1581141271.826869524,-1.48612,3.74301,2.20203,2.33901,1.53441,0.216098
1581141271.834643126,-1.70836,3.84267,2.15719,2.37418,1.56613,0.214188
1581141271.844849649,-1.94468,3.9551,1.83569,2.41515,1.59829,0.211158
1581141271.851833646,-1.58826,3.89671,2.05319,2.39309,1.54847,0.212121
1581141271.857987575,-1.61401,3.94329,2.20219,2.41944,1.55853,0.207395
1581141271.864974893,-1.71473,4.02806,2.22527,2.44936,1.57592,0.202038
1581141271.871879808,-1.85675,4.0052,2.18544,2.42863,1.57796,0.19968
1581141271.878633453,-2.1179,3.99856,2.21794,2.43281,1.60388,0.194104
1581141271.885005517,-1.84558,3.85442,2.36597,2.38286,1.55251,0.195374
1581141271.891671805,-1.83359,3.88305,2.3994,2.41247,1.56748,0.191639
1581141271.898529417,-2.07348,3.78324,2.10675,2.39126,1.5859,0.192829
1581141271.904727898,-1.96097,3.7613,2.02533,2.37479,1.56391,0.193815
1581141271.911613386,-2.12017,3.79918,2.07424,2.39927,1.59033,0.192612
1581141271.928381098,-1.95736,4.04986,1.93415,2.49274,1.60668,0.186767
1581141271.935947635,-2.034,3.99147,1.99287,2.46754,1.59655,0.18622
1581141271.942801457,-2.0358,4.03398,2.1666,2.48004,1.59585,0.184957
1581141271.949573190,-1.97585,4.09997,2.08367,2.51582,1.60088,0.180442
1581141271.955972668,-1.91841,4.17408,2.2821,2.5442,1.60313,0.179858
