timestamp,x,y,z,a,b,c
1581233269.452902117,0.000448522,-7.58043e-05,-1.50104e-15,-nan,-nan,-nan
1581233269.459125657,0.000487325,-8.91081e-05,-1.97265e-15,-nan,-nan,-nan
1581233269.465807204,0.000398666,-7.37772e-05,-1.71008e-15,-nan,-nan,-nan
1581233269.472046818,0.000492157,-8.56366e-05,-1.73209e-15,-nan,-nan,-nan
1581233269.478752984,0.000402741,-5.65481e-05,-5.93503e-16,-nan,-nan,-nan
1581233269.485153935,0.000449107,-6.82762e-05,-9.64407e-16,-nan,-nan,-nan
1581233269.491873770,0.000399668,-6.07757e-05,-8.30933e-16,-nan,-nan,-nan
1581233269.498357846,0.000507752,-0.000160947,-6.18102e-15,-nan,-nan,-nan
1581233269.543216476,0.0004387,-0.00018723,-8.10574e-15,-nan,-nan,-nan
1581233269.550136539,0.0007634,-0.000470521,-1.55362e-14,-nan,-nan,-nan
1581233269.556836102,-0.00109601,-0.00166109,-5.78878e-14,-nan,-nan,-nan
1581233269.563758497,-0.00201671,-0.00140583,-3.79702e-14,-nan,-nan,-nan
1581233269.570093473,-0.00353477,-0.00142902,-3.15369e-14,-nan,-nan,-nan
1581233269.576855003,-0.00463052,-0.00147661,-3.5823e-14,-nan,-nan,-nan
1581233269.583774369,-0.00712125,-0.00158398,-3.72398e-14,-nan,-nan,-nan
1581233269.590035130,-0.0108566,-0.00183038,-4.7569e-14,-nan,-nan,-nan
1581233269.630315157,-0.00180737,-0.00029388,-8.74146e-15,-nan,-nan,-nan
1581233269.636762516,-0.104057,-0.0203517,-8.2747e-13,-nan,-nan,-nan
1581233269.643422550,-0.0212508,-0.00268201,-9.27685e-14,-nan,-nan,-nan
1581233269.690316552,-0.0192991,-0.00231434,-7.62576e-14,-nan,-nan,-nan
1581233269.693333334,-0.0202299,-0.00264405,-9.29584e-14,-nan,-nan,-nan
1581233269.700034504,-0.0160976,-0.00294749,-1.07201e-13,-nan,-nan,-nan
1581233269.706785651,-0.0162344,-0.00316789,-1.11573e-13,-nan,-nan,-nan
1581233269.713037782,-0.0152841,-0.00305418,-1.13002e-13,-nan,-nan,-nan
1581233269.719680261,-0.0171893,-0.00335398,-1.27379e-13,-nan,-nan,-nan
1581233269.727115878,-0.0178553,-0.00275697,-9.71982e-14,-nan,-nan,-nan
1581233269.733708829,-0.0150418,-0.00231625,-7.13207e-14,-nan,-nan,-nan
1581233269.740134703,-0.0157238,-0.00257195,-7.69447e-14,-nan,-nan,-nan
1581233269.746725906,-0.0149527,-0.00234634,-7.40736e-14,-nan,-nan,-nan
1581233269.786756624,-0.0160328,-0.00282484,-9.73318e-14,-nan,-nan,-nan
1581233269.792943878,-0.0152037,-0.00285661,-1.08104e-13,-nan,-nan,-nan
1581233269.835705937,-0.0161464,-0.00271472,-9.35406e-14,-nan,-nan,-nan
1581233269.842236152,-0.0168065,-0.00267858,-9.15696e-14,-nan,-nan,-nan
1581233269.849002311,-0.0161651,-0.00263413,-9.20988e-14,-nan,-nan,-nan
1581233269.855673596,-0.0170631,-0.00306307,-1.13644e-13,-nan,-nan,-nan
1581233269.862092679,-0.015891,-0.00289616,-1.09119e-13,-nan,-nan,-nan
1581233269.868200425,-0.0176481,-0.00324286,-1.20459e-13,-nan,-nan,-nan
1581233269.874913045,-0.0154031,-0.00288715,-1.06351e-13,-nan,-nan,-nan
1581233269.881709613,-0.0176013,-0.00319593,-1.20846e-13,-nan,-nan,-nan
1581233269.887836273,-0.0157173,-0.00295379,-1.10027e-13,-nan,-nan,-nan
1581233269.894680416,-0.0162102,-0.00287487,-9.86206e-14,-nan,-nan,-nan
1581233269.901222419,-0.0168907,-0.00275956,-9.36249e-14,-nan,-nan,-nan
1581233269.907670111,-0.0159944,-0.00250122,-8.36478e-14,-nan,-nan,-nan
1581233269.984183863,-0.0166487,-0.00281983,-9.92683e-14,-nan,-nan,-nan
1581233269.990848900,-0.0137722,-0.00223193,-7.02736e-14,-nan,-nan,-nan
1581233269.997183883,-0.0167259,-0.00259077,-8.19859e-14,-nan,-nan,-nan
1581233270.003949066,-0.0166106,-0.00243144,-8.26861e-14,-nan,-nan,-nan
1581233270.010235715,-0.017733,-0.00271076,-9.23749e-14,-nan,-nan,-nan
1581233270.016845519,-0.0160789,-0.00267628,-9.417e-14,-nan,-nan,-nan
1581233270.025831103,-0.014244,-0.00275724,-1.01769e-13,-nan,-nan,-nan
1581233270.032335304,-0.0181192,-0.00355116,-1.37071e-13,-nan,-nan,-nan
1581233270.038846319,-0.0163852,-0.00310202,-1.19611e-13,-nan,-nan,-nan
1581233270.045240966,-0.0171143,-0.00321483,-1.20049e-13,-nan,-nan,-nan
1581233270.051843699,-0.0156078,-0.00281349,-1.03777e-13,-nan,-nan,-nan
1581233270.094351104,-0.00386922,-0.000654206,-2.29259e-14,-nan,-nan,-nan
1581233270.101346100,-0.0888215,-0.0128685,-4.19006e-13,-nan,-nan,-nan
1581233270.107881394,-0.0157965,-0.00266202,-9.37717e-14,-nan,-nan,-nan
1581233270.114797943,-0.0165749,-0.00312347,-1.16088e-13,-nan,-nan,-nan
1581233270.121044306,-0.0153226,-0.00311273,-1.19524e-13,-nan,-nan,-nan
1581233270.127626447,-0.0170132,-0.00330958,-1.26836e-13,-nan,-nan,-nan
1581233270.133816005,-0.0160346,-0.00301969,-1.14856e-13,-nan,-nan,-nan
1581233270.140316719,-0.0172972,-0.00316111,-1.19261e-13,-nan,-nan,-nan
1581233270.180422310,-0.016601,-0.00247238,-8.16262e-14,-nan,-nan,-nan
1581233270.187059520,-0.0180199,-0.00314702,-1.13343e-13,-nan,-nan,-nan
1581233270.193186996,-0.0152153,-0.00279772,-1.04526e-13,-nan,-nan,-nan
1581233270.199880518,-0.0151154,-0.00293224,-1.10348e-13,-nan,-nan,-nan
1581233270.243372645,-0.0165142,-0.00265473,-9.12799e-14,-nan,-nan,-nan
1581233270.250052104,-0.0158748,-0.00177181,-4.75704e-14,-nan,-nan,-nan
1581233270.256117745,-0.0182376,-0.00200869,-5.04129e-14,-nan,-nan,-nan
1581233270.262904781,-0.0156831,-0.00198662,-5.75056e-14,-nan,-nan,-nan
1581233270.270112942,-0.015718,-0.00248628,-8.46896e-14,-nan,-nan,-nan
1581233270.276314743,-0.0169745,-0.00337913,-1.28734e-13,-nan,-nan,-nan
1581233270.283093358,-0.0184055,-0.00405534,-1.69927e-13,-nan,-nan,-nan
1581233270.334579146,-0.00196165,-0.000453093,-1.91381e-14,-nan,-nan,-nan
1581233270.339677373,-0.133157,-0.0207649,-7.10439e-13,-nan,-nan,-nan
1581233270.346036941,-0.0157567,-0.00164473,-4.30815e-14,-nan,-nan,-nan
1581233270.352271801,-0.020044,-0.00212711,-6.05389e-14,-nan,-nan,-nan
1581233270.397191471,-0.00225977,-0.000353734,-1.21286e-14,-nan,-nan,-nan
1581233270.403965398,-0.103667,-0.0210739,-8.48831e-13,-nan,-nan,-nan
1581233270.410989408,-0.017475,-0.00206975,-6.0711e-14,-nan,-nan,-nan
1581233270.417225621,-0.0183701,-0.00190303,-5.38175e-14,-nan,-nan,-nan
1581233270.425106642,-0.0158518,-0.0018379,-4.86159e-14,-nan,-nan,-nan
1581233270.431806876,-0.0167422,-0.00185266,-4.64936e-14,-nan,-nan,-nan
1581233270.438935338,-0.0162055,-0.00182498,-4.68038e-14,-nan,-nan,-nan
1581233270.445327825,-0.0173267,-0.00226564,-6.91912e-14,-nan,-nan,-nan
1581233270.451937252,-0.015459,-0.00270175,-1.00359e-13,-nan,-nan,-nan
1581233270.458748410,-0.0165044,-0.003642,-1.48198e-13,-nan,-nan,-nan
1581233270.465120945,-0.0151885,-0.00345293,-1.42932e-13,-nan,-nan,-nan
1581233270.471693683,-0.0165004,-0.00380809,-1.57138e-13,-nan,-nan,-nan
1581233270.514169580,-0.0166185,-0.00255201,-8.91787e-14,-nan,-nan,-nan
1581233270.520268044,-0.0183163,-0.00214608,-5.70661e-14,-nan,-nan,-nan
1581233270.528186638,-0.0169567,-0.00203364,-6.02844e-14,-nan,-nan,-nan
1581233270.534849027,-0.0155053,-0.00192116,-6.06439e-14,-nan,-nan,-nan
1581233270.541169342,-0.0160266,-0.00234793,-7.95133e-14,-nan,-nan,-nan
1581233270.547810324,-0.0166346,-0.00319608,-1.21138e-13,-nan,-nan,-nan
1581233270.563523669,-0.0148476,-0.00319068,-1.31069e-13,-nan,-nan,-nan
1581233270.643837936,-0.00358862,-0.000700599,-2.86772e-14,-nan,-nan,-nan
1581233270.650248238,-0.175748,-0.0239894,-8.13312e-13,-nan,-nan,-nan
1581233270.656886217,-0.0155284,-0.00269599,-1.00519e-13,-nan,-nan,-nan
1581233270.663067825,-0.0199137,-0.00319512,-1.24205e-13,-nan,-nan,-nan
1581233270.673425978,-0.0148395,-0.00243749,-9.14784e-14,-nan,-nan,-nan
1581233270.714192276,-0.0170819,-0.00239118,-8.32344e-14,-nan,-nan,-nan
1581233270.720275259,-0.0178377,-0.0025957,-9.05794e-14,-nan,-nan,-nan
1581233270.728023891,-0.0164367,-0.00249437,-9.35402e-14,-nan,-nan,-nan
1581233270.734767408,-0.0183022,-0.00289644,-1.12632e-13,-nan,-nan,-nan
1581233270.741144632,-0.0169487,-0.00296769,-1.09895e-13,-nan,-nan,-nan
1581233270.748002607,-0.0153001,-0.00249203,-9.13221e-14,-nan,-nan,-nan
1581233270.754312328,-0.0180378,-0.00291259,-1.12465e-13,-nan,-nan,-nan
1581233270.761311300,-0.0188516,-0.00305543,-1.18766e-13,-nan,-nan,-nan
1581233270.767934429,-0.0148482,-0.00241012,-8.96559e-14,-nan,-nan,-nan
1581233270.774236623,-0.0176429,-0.00259568,-9.13984e-14,-nan,-nan,-nan
1581233270.780965947,-0.0155429,-0.00226169,-7.55926e-14,-nan,-nan,-nan
1581233270.826323044,-0.0176319,-0.00258136,-9.74919e-14,-nan,-nan,-nan
1581233270.833064317,-0.0158476,-0.00311868,-1.29776e-13,-nan,-nan,-nan
1581233270.839161703,-0.0183304,-0.00336904,-1.41685e-13,-nan,-nan,-nan
1581233270.845929391,-0.01577,-0.00279321,-1.11745e-13,-nan,-nan,-nan
1581233270.852244166,-0.0182143,-0.00324622,-1.31852e-13,-nan,-nan,-nan
1581233270.859004525,-0.0166075,-0.00248898,-9.46944e-14,-nan,-nan,-nan
1581233270.865666005,-0.0183514,-0.00212545,-6.65811e-14,-nan,-nan,-nan
1581233270.871915662,-0.0158051,-0.00190977,-5.89492e-14,-nan,-nan,-nan
1581233270.878261059,-0.018697,-0.00216692,-7.06065e-14,-nan,-nan,-nan
1581233270.884854233,-0.0167943,-0.00195013,-6.35062e-14,-nan,-nan,-nan
1581233270.891276961,-0.018124,-0.00212422,-6.68748e-14,-nan,-nan,-nan
1581233270.898092584,-0.0155222,-0.00201453,-6.51575e-14,-nan,-nan,-nan
1581233270.912298844,-0.0171001,-0.00240263,-8.66244e-14,-nan,-nan,-nan
1581233270.918849132,-0.0179826,-0.00288279,-1.11747e-13,-nan,-nan,-nan
1581233270.926231928,-0.0176709,-0.0028822,-1.10813e-13,-nan,-nan,-nan
1581233270.932895620,-0.0157291,-0.00264812,-1.01963e-13,-nan,-nan,-nan
1581233270.939289859,-0.0175861,-0.00283432,-1.08846e-13,-nan,-nan,-nan
1581233270.945933942,-0.0169589,-0.00245308,-9.21385e-14,-nan,-nan,-nan
1581233270.952287579,-0.0192318,-0.00267019,-1.01809e-13,-nan,-nan,-nan
1581233270.995337413,-0.00247485,-0.000328023,-1.15674e-14,-nan,-nan,-nan
1581233271.002073227,-0.105141,-0.0140408,-4.77256e-13,-nan,-nan,-nan
1581233271.008061883,-0.0153527,-0.00294089,-1.16055e-13,-nan,-nan,-nan
1581233271.014315539,-0.0179581,-0.00343472,-1.41692e-13,-nan,-nan,-nan
1581233271.059202059,-0.00376564,-0.000754584,-3.13974e-14,-nan,-nan,-nan
1581233271.065767328,-0.0975517,-0.0129912,-4.31837e-13,-nan,-nan,-nan
1581233271.072147249,-0.0185561,-0.00198348,-5.43949e-14,-nan,-nan,-nan
1581233271.079075352,-0.0146906,-0.00156519,-4.26921e-14,-nan,-nan,-nan
1581233271.085687678,-0.0175697,-0.002073,-6.40936e-14,-nan,-nan,-nan
1581233271.091916104,-0.0166157,-0.00265349,-1.01295e-13,-nan,-nan,-nan
1581233271.098272194,-0.0138834,-0.00277148,-1.10627e-13,-nan,-nan,-nan
1581233271.104852580,-0.0186799,-0.00378105,-1.57732e-13,-nan,-nan,-nan
1581233271.111276903,-0.0171935,-0.00341841,-1.41217e-13,-nan,-nan,-nan
1581233271.117921499,-0.0152345,-0.003102,-1.2909e-13,-nan,-nan,-nan
1581233271.129188556,-0.0103769,-0.00208708,-8.62586e-14,-nan,-nan,-nan
1581233271.135870000,-0.0262827,-0.00398339,-1.44948e-13,-nan,-nan,-nan
1581233271.181454677,-0.0174304,-0.00182675,-5.23016e-14,-nan,-nan,-nan
1581233271.187971742,-0.0142869,-0.00255353,-1.00182e-13,-nan,-nan,-nan
