timestamp,x,y,z,a,b,c
1581075057.202158161,-0.00720413,-0.00179675,-4.918e-14,-nan,-nan,-nan
1581075057.208248800,-0.00958184,-0.00219251,-6.77162e-14,-nan,-nan,-nan
1581075057.214435126,-0.0141636,-0.00272799,-9.22126e-14,-nan,-nan,-nan
1581075057.221051176,-0.0134125,-0.00249673,-9.16401e-14,-nan,-nan,-nan
1581075057.298381496,-0.0108257,-0.00162639,-5.99699e-14,-nan,-nan,-nan
1581075057.304464370,-0.117964,-0.021144,-8.78181e-13,-nan,-nan,-nan
1581075057.311112047,-0.0163662,-0.00356662,-1.42852e-13,-nan,-nan,-nan
1581075057.317520531,-0.0172268,-0.00310468,-1.12209e-13,-nan,-nan,-nan
1581075057.324177382,-0.0152442,-0.00245756,-8.06901e-14,-nan,-nan,-nan
1581075057.337947422,-0.0183174,-0.00243219,-7.46706e-14,-nan,-nan,-nan
1581075057.338239348,-0.0172562,-0.00209988,-6.32635e-14,-nan,-nan,-nan
1581075057.344309309,-0.0179588,-0.00232297,-6.51978e-14,-nan,-nan,-nan
1581075057.351186068,-0.0132099,-0.00195648,-5.41712e-14,-nan,-nan,-nan
1581075057.357839595,-0.0156576,-0.00243662,-7.11259e-14,-nan,-nan,-nan
1581075057.364383405,-0.0168969,-0.00253229,-8.36028e-14,-nan,-nan,-nan
1581075057.371107033,-0.0155458,-0.00275361,-9.9646e-14,-nan,-nan,-nan
1581075057.414300908,-0.0151181,-0.00350626,-1.36704e-13,-nan,-nan,-nan
1581075057.421154703,-0.016025,-0.00276372,-9.20803e-14,-nan,-nan,-nan
1581075057.427255711,-0.015768,-0.00236464,-7.62166e-14,-nan,-nan,-nan
1581075057.434214630,-0.0172401,-0.00251459,-8.35193e-14,-nan,-nan,-nan
1581075057.441881231,-0.0149525,-0.00238063,-8.26613e-14,-nan,-nan,-nan
1581075057.448226913,-0.0176192,-0.00327268,-1.18935e-13,-nan,-nan,-nan
1581075057.455101949,-0.0159269,-0.00333309,-1.23673e-13,-nan,-nan,-nan
1581075057.461395685,-0.0177479,-0.00381606,-1.48307e-13,-nan,-nan,-nan
1581075057.501211620,-0.0160293,-0.0027549,-9.64379e-14,-nan,-nan,-nan
