timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581073275.519754667,0.457816,49.3695,-1.84834,-22.7797,1.29767,0.94385,-0.297039
1581073275.525937760,0.375512,49.1792,-1.9048,-22.7676,1.28535,0.932168,-0.290698
1581073275.532494291,0.136316,48.832,-2.00024,-23.027,1.32408,0.971885,-0.275011
1581073275.575153845,0.60442,48.6159,-1.75559,-22.9141,1.32056,1.01461,-0.323072
1581073275.581685485,0.632712,48.8062,-1.76634,-23.3402,1.31,1.07101,-0.308387
1581073275.587863961,0.50154,49.1663,-1.88195,-23.277,1.32496,1.03663,-0.297706
1581073275.594611119,0.42438,48.8834,-1.94916,-23.2918,1.30472,1.06767,-0.285024
1581073275.600841270,0.216048,48.5259,-1.99621,-23.152,1.29943,1.062,-0.27668
1581073275.607622966,0.0925919,48.5285,-2.00965,-22.7729,1.28447,1.02161,-0.277348
1581073275.613808036,-0.03858,48.531,-2.09703,-23.2098,1.33201,1.07835,-0.262663
1581073275.620001976,-0.061728,48.7342,-2.13332,-23.3093,1.33025,1.07668,-0.287694
1581073275.626904376,0.028292,48.7111,-2.0688,-23.0485,1.34081,1.06467,-0.276013
1581073275.680015341,0.277776,48.9966,-2.00965,-23.2596,1.37338,1.05132,-0.287026
1581073275.686813439,0.2572,49.0403,-2.04998,-23.6037,1.36722,1.10438,-0.305049
1581073275.730117129,0.136316,48.3381,-2.04864,-23.0915,1.30472,1.08903,-0.301378
1581073275.736864528,0.174896,48.4513,-2.00562,-23.0404,1.32937,1.09337,-0.273676
1581073275.742989120,0.187756,48.5465,-2.03519,-23.2434,1.32849,1.08803,-0.282688
1581073275.749755827,0.210904,48.5619,-2.05267,-23.2864,1.30472,1.09571,-0.26333
1581073275.756100500,0.187756,48.549,-2.06208,-23.0902,1.27214,1.07602,-0.293701
1581073275.763707619,0.236624,48.5542,-2.02444,-23.2958,1.30119,1.09504,-0.275011
1581073275.770767870,0.262344,48.5671,-1.98411,-23.1829,1.29943,1.10405,-0.307052
1581073275.776726175,0.162036,48.5902,-2.05133,-23.0324,1.29239,1.07501,-0.30071
1581073275.783197934,0.164608,48.7265,-2.09972,-23.3389,1.32232,1.09204,-0.312725
1581073275.789698740,0.27006,48.7188,-2.05805,-23.5808,1.3232,1.13576,-0.302045
1581073275.795965746,0.401232,48.7497,-1.93303,-23.2394,1.34609,1.09704,-0.30605
1581073275.802197235,0.47582,48.5696,-1.88598,-23.2219,1.31352,1.11239,-0.302713
1581073275.844993724,0.169752,48.2095,-2.07955,-23.2085,1.33817,1.10238,-0.326075
1581073275.851848284,0.108024,47.9601,-2.12123,-23.0687,1.33553,1.08503,-0.309054
1581073275.859048122,0.169752,47.9523,-2.03788,-23.1292,1.32144,1.08102,-0.327744
1581073275.865754757,0.264916,48.1658,-1.9989,-23.0001,1.34609,1.08736,-0.296705
1581073275.872538031,0.300924,48.2893,-2.00428,-23.269,1.3549,1.0927,-0.307052
1581073275.879016669,0.383228,48.3561,-1.97605,-23.3308,1.36634,1.07735,-0.280018
1581073275.927676947,0.254628,47.8495,-1.96933,-22.906,1.34873,1.0937,-0.293701
1581073275.933851555,0.254628,47.9086,-2.011,-23.152,1.3637,1.12207,-0.296038
1581073275.940069354,0.342076,47.6026,-2.00024,-23.0902,1.34609,1.12908,-0.293701
1581073275.946703553,0.344648,47.2991,-1.95319,-22.9638,1.35402,1.10739,-0.289696
1581073275.952906604,0.313784,47.3531,-1.93975,-23.0243,1.33905,1.09537,-0.2927
1581073275.996049024,0.198044,47.7209,-2.02982,-23.2219,1.31968,1.12174,-0.298708
1581073276.002902584,0.478392,48.477,-1.93169,-23.4773,1.34257,1.10472,-0.31139
1581073276.009554148,0.601848,48.1272,-1.87388,-23.3778,1.33201,1.10272,-0.319734
1581073276.015774246,0.709872,47.8855,-1.78651,-23.0324,1.32408,1.07301,-0.313059
1581073276.022704928,0.730448,47.7389,-1.73005,-22.9867,1.30119,1.08937,-0.30338
1581073276.028829381,0.640428,47.5382,-1.80533,-23.234,1.30736,1.11239,-0.29804
1581073276.042057571,0.447528,47.0959,-1.95857,-23.1453,1.30648,1.10372,-0.28202
1581073276.081556281,0.491252,47.6154,-1.84028,-23.0539,1.31528,1.08302,-0.293368
1581073276.087727097,0.529832,47.744,-1.83625,-23.3174,1.33817,1.1194,-0.28202
1581073276.093954968,0.473248,47.8983,-1.90211,-23.23,1.35226,1.10972,-0.29804
1581073276.099980749,0.3858,47.8006,-1.98142,-23.2864,1.35314,1.10739,-0.283021
1581073276.106327274,0.3215,47.618,-1.9747,-23.2152,1.37603,1.09537,-0.28469
1581073276.151164497,0.390944,47.0419,-1.93169,-23.0445,1.36722,1.13509,-0.301378
1581073276.158723928,0.349792,46.9441,-1.96798,-23.1103,1.3549,1.14377,-0.322404
1581073276.165175543,0.264916,46.8721,-1.97739,-22.9195,1.37427,1.13642,-0.318399
1581073276.171837866,0.277776,46.9287,-1.97874,-23.1655,1.36634,1.16112,-0.314394
1581073276.178124215,0.252056,47.3942,-1.99218,-23.2622,1.37074,1.14544,-0.313059
1581073276.187619298,0.293208,47.2502,-1.98008,-23.1816,1.33817,1.13509,-0.301378
1581073276.194066586,0.375512,47.3171,-1.95454,-23.3765,1.37515,1.15144,-0.291365
1581073276.197045473,0.522116,47.2219,-1.86582,-23.5096,1.39363,1.17914,-0.288361
1581073276.203972867,0.624996,47.2322,-1.76634,-23.066,1.37779,1.1194,-0.275345
1581073276.210545222,0.697012,47.4431,-1.72467,-23.066,1.34785,1.1441,-0.28202
1581073276.216839513,0.676436,47.2245,-1.79457,-23.5109,1.35138,1.18849,-0.283689
1581073276.258994594,0.689296,47.4688,-1.79054,-23.5472,1.37603,1.16579,-0.282688
1581073276.265243261,0.432096,46.5506,-1.87523,-23.191,1.35578,1.1451,-0.294703
1581073276.271686011,0.4501,46.9184,-1.80533,-23.1762,1.36018,1.15078,-0.288028
1581073276.277774459,0.429524,47.083,-1.89405,-23.394,1.35226,1.1678,-0.287694
1581073276.284636165,0.326644,46.8284,-1.99083,-23.3456,1.34961,1.16246,-0.286359
1581073276.290711056,0.318928,46.5995,-1.95454,-23.2945,1.32937,1.14343,-0.277681
1581073276.296989255,0.342076,46.6638,-1.89539,-22.9531,1.3232,1.10839,-0.280351
1581073276.303285612,0.277776,46.7075,-1.91152,-22.9974,1.33465,1.13509,-0.282688
1581073276.309722825,0.234052,47.0161,-2.01637,-23.3738,1.35666,1.18148,-0.277014
1581073276.316133129,0.24434,47.1242,-2.02982,-23.4612,1.35402,1.15411,-0.293034
1581073276.322860747,0.213476,46.831,-2.03923,-23.4518,1.33465,1.12975,-0.293034
1581073276.329075231,0.36008,47.0444,-1.95454,-23.3537,1.32408,1.12741,-0.299709
1581073276.372610411,0.498968,46.3911,-1.80936,-23.0109,1.3144,1.11506,-0.294035
1581073276.379846194,0.509256,46.1108,-1.85238,-23.1655,1.32408,1.13642,-0.27401
1581073276.386113292,0.50154,45.959,-1.85506,-23.0566,1.32408,1.10806,-0.275345
1581073276.392820379,0.511828,46.1082,-1.81608,-22.9867,1.34873,1.11306,-0.273343
1581073276.399005030,0.545264,46.0491,-1.765,-22.9746,1.33465,1.09204,-0.270673
1581073276.405643649,0.596704,46.1108,-1.75693,-22.9679,1.34961,1.07268,-0.275679
1581073276.445885288,0.537548,46.6175,-1.86313,-23.3429,1.36282,1.09637,-0.301044
1581073276.452196439,0.457816,46.4117,-1.91152,-23.2327,1.37515,1.08169,-0.286359
1581073276.459805108,0.43724,46.278,-1.88733,-22.9894,1.36722,1.07635,-0.285691
1581073276.466070889,0.378084,46.1134,-1.86716,-23.0633,1.3505,1.09604,-0.282354
1581073276.472733980,0.378084,45.8922,-1.90077,-22.9262,1.35138,1.07768,-0.277681
1581073276.482127781,0.393516,45.7096,-1.89942,-23.1883,1.36106,1.09471,-0.282688
1581073276.522284458,0.408948,46.1494,-1.87523,-22.9463,1.38043,1.063,-0.309054
1581073276.528790913,0.43724,46.3603,-1.847,-23.1009,1.38131,1.07468,-0.317732
1581073276.535655188,0.452672,46.1468,-1.84431,-23.195,1.39099,1.07068,-0.321069
1581073276.541821462,0.46296,46.0362,-1.89136,-23.0499,1.3725,1.07268,-0.32207
1581073276.548136479,0.452672,45.5681,-1.87926,-23.0593,1.35666,1.07335,-0.309722
1581073276.554657192,0.486108,46.0079,-1.81205,-23.1332,1.38307,1.07168,-0.302379
1581073276.561961998,0.506684,46.0671,-1.7771,-23.0593,1.38747,1.07735,-0.297039
1581073276.568658557,0.468104,45.8767,-1.86447,-23.2367,1.37162,1.10806,-0.290698
1581073276.575069447,0.470676,45.5707,-1.87792,-23.1399,1.37338,1.08736,-0.277681
1581073276.581133846,0.498968,45.6221,-1.79592,-22.8778,1.3637,1.06033,-0.284356
1581073276.587815870,0.542692,45.7044,-1.75693,-22.8106,1.36282,1.066,-0.274344
1581073276.632739652,0.39866,45.5604,-1.88329,-23.2622,1.35314,1.12574,-0.26867
1581073276.639008713,0.298352,45.8227,-1.97201,-23.7475,1.37427,1.13442,-0.280685
1581073276.646782348,0.303496,45.7507,-1.96395,-23.0324,1.33993,1.08503,-0.263998
1581073276.652757101,0.390944,45.6838,-1.86044,-22.9114,1.34961,1.08536,-0.268003
1581073276.659710243,0.434668,45.8562,-1.80264,-23.1507,1.35578,1.10605,-0.259993
1581073276.666045935,0.558124,46.0722,-1.78785,-23.4961,1.3725,1.1431,-0.261328
1581073276.672746979,0.594132,45.9822,-1.81339,-23.3039,1.35666,1.12107,-0.259659
1581073276.678978262,0.588988,45.7893,-1.77575,-23.0633,1.33553,1.10939,-0.269004
1581073276.685468716,0.542692,45.4909,-1.77441,-22.9799,1.32584,1.12641,-0.266668
1581073276.734725451,0.614708,45.0537,-1.75156,-23.1574,1.35314,1.15879,-0.301378
1581073276.740876140,0.704728,45.3212,-1.70316,-23.2891,1.36546,1.16513,-0.29537
1581073276.750673957,0.671292,45.5861,-1.73274,-23.2017,1.36194,1.16646,-0.280018
1581073276.790830125,0.568412,45.3752,-1.73946,-23.3026,1.38307,1.16279,-0.249313
1581073276.796902213,0.612136,45.1617,-1.74887,-23.2085,1.36458,1.15044,-0.261661
1581073276.803192005,0.671292,44.974,-1.70316,-23.1695,1.36634,1.14977,-0.262329
1581073276.809707125,0.725304,45.1386,-1.67225,-23.0122,1.3593,1.14443,-0.264331
1581073276.816089559,0.725304,45.2749,-1.66956,-23.0821,1.37691,1.15879,-0.270005
1581073276.822711284,0.663576,45.1077,-1.70854,-23.316,1.38395,1.18715,-0.274678
1581073276.828927940,0.619852,45.0331,-1.74887,-23.0915,1.37603,1.16413,-0.270673
1581073276.835773794,0.509256,44.7399,-1.78785,-22.9275,1.36898,1.1698,-0.271006
1581073276.841995711,0.41152,44.9585,-1.82818,-23.1655,1.37603,1.17514,-0.274678
1581073276.881172975,0.555552,45.5167,-1.75021,-23.0902,1.37779,1.16379,-0.270673
1581073276.888028344,0.478392,45.1823,-1.82011,-23.3187,1.37779,1.17013,-0.278349
1581073276.931739885,0.432096,44.295,-1.8228,-22.9692,1.38307,1.18248,-0.29537
1581073276.938377767,0.491252,44.3567,-1.75693,-23.2327,1.39363,1.19116,-0.293368
1581073276.944189754,0.532404,44.8351,-1.72198,-23.3577,1.42004,1.18715,-0.292033
1581073276.950715682,0.50154,44.9431,-1.77844,-23.4719,1.4086,1.19049,-0.294035
1581073276.958089618,0.46296,44.938,-1.81608,-23.3792,1.40684,1.19216,-0.27401
1581073276.964662657,0.534976,44.601,-1.74618,-23.1211,1.40596,1.18081,-0.265333
1581073276.971192292,0.601848,44.6267,-1.66956,-23.0512,1.39715,1.17447,-0.256655
1581073276.977177765,0.59156,44.7991,-1.65746,-23.0606,1.38571,1.17481,-0.254986
1581073276.983984503,0.48868,44.8016,-1.74484,-23.4639,1.38395,1.21252,-0.252984
1581073276.990128019,0.48868,44.8505,-1.77979,-23.355,1.40244,1.18816,-0.248311
1581073276.996734967,0.498968,44.601,-1.76231,-23.1171,1.38571,1.17848,-0.251649
1581073277.002885705,0.50154,44.3773,-1.70048,-23.0996,1.38043,1.18615,-0.247644
1581073277.046950819,0.313784,44.3644,-1.847,-23.0606,1.37427,1.19817,-0.276013
1581073277.053750028,0.29578,44.4338,-1.88061,-23.2972,1.37427,1.20551,-0.278015
1581073277.061036550,0.37294,44.3644,-1.80264,-23.1426,1.3549,1.1995,-0.269338
1581073277.067927356,0.396088,44.3233,-1.73811,-23.1144,1.35578,1.18782,-0.263664
1581073277.074193827,0.470676,44.4544,-1.70989,-23.32,1.36898,1.19183,-0.259993
1581073277.080967013,0.483536,44.1098,-1.72736,-23.2071,1.36194,1.21819,-0.263998
1581073277.122148905,0.506684,44.3618,-1.73811,-23.2985,1.37427,1.18749,-0.271006
1581073277.128828408,0.596704,44.3901,-1.64536,-23.2663,1.38747,1.19617,-0.272008
1581073277.134994552,0.609564,44.3978,-1.61713,-23.2152,1.38395,1.20084,-0.27134
1581073277.141577715,0.619852,44.3155,-1.65477,-23.3469,1.38307,1.21953,-0.274344
1581073277.148196479,0.56584,44.0815,-1.68569,-23.2004,1.39187,1.19283,-0.284356
1581073277.191171926,0.365224,43.9657,-1.74215,-23.031,1.38571,1.19149,-0.261661
1581073277.197764066,0.52726,44.1201,-1.62789,-23.1318,1.40068,1.19917,-0.264999
1581073277.203852867,0.550408,44.4158,-1.62251,-23.1937,1.3998,1.17881,-0.254653
1581073277.210708651,0.558124,44.0969,-1.69107,-23.4155,1.39099,1.21986,-0.25532
1581073277.216786521,0.576128,43.9812,-1.69644,-23.4693,1.41388,1.21586,-0.250314
1581073277.223159496,0.624996,44.012,-1.60503,-23.1762,1.42181,1.19683,-0.251315
1581073277.229619325,0.493824,44.1766,-1.64939,-23.0472,1.39892,1.1995,-0.251649
