timestamp,va1,va2,va3,va4,va5,va6,va7
1581303246.664881676,-0.00236699,-0.00574208,3.5077e-05,-0.017362,-0.0311491,-0.00472787,0.0385352
1581303246.707045608,-0.00132158,-0.00483261,-1.83747e-05,-0.00989703,-0.016188,-0.00275341,0.0192202
1581303246.714086898,-0.0457771,-0.240622,-3.31498e-05,-0.385438,-0.660463,-0.0992376,0.702678
1581303246.720584424,-0.0111958,-0.0614908,0.000105432,-0.0859817,-0.1505,-0.0245772,0.15978
1581303246.727553123,-0.0126406,-0.0696516,-9.72958e-05,-0.0990992,-0.16647,-0.0292441,0.179472
1581303246.733806589,-0.0135516,-0.0705698,2.6196e-05,-0.100939,-0.169996,-0.0314429,0.179839
1581303246.740586827,-0.0130561,-0.0678317,-3.73956e-05,-0.0925793,-0.158235,-0.0291215,0.160701
1581303246.747010713,-0.0147747,-0.0770872,-6.28295e-05,-0.105685,-0.175416,-0.0321346,0.184047
1581303246.754784351,-0.0130293,-0.0690497,-0.000153857,-0.0960314,-0.160776,-0.0267226,0.163105
1581303246.761451333,-0.0140784,-0.0749684,-3.58186e-05,-0.103484,-0.175317,-0.0220401,0.181542
1581303246.767596781,-0.0121856,-0.0700602,0.000298624,-0.0961654,-0.155498,-0.0176571,0.169626
1581303246.807042902,-0.0126001,-0.071931,3.14799e-05,-0.099368,-0.158751,-0.0209713,0.17594
1581303246.813003145,-0.0123981,-0.0636509,-0.00017895,-0.0939452,-0.150869,-0.0225592,0.169696
1581303246.856589875,-0.0122999,-0.0616171,-2.1007e-05,-0.0902754,-0.148046,-0.0229319,0.160443
1581303246.862665744,-0.0110843,-0.0605721,9.66342e-05,-0.0886838,-0.143363,-0.0191535,0.158185
1581303246.868930499,-0.0112521,-0.0667899,-3.56884e-05,-0.0972982,-0.153635,-0.0199433,0.166024
1581303246.875649221,-0.0104045,-0.0603187,-7.77261e-05,-0.0909006,-0.144462,-0.0242285,0.158943
1581303246.881798340,-0.0108684,-0.0638363,-7.13767e-05,-0.0971644,-0.154021,-0.0306778,0.168657
1581303246.888551639,-0.0102224,-0.0590981,0.0001936,-0.0896394,-0.139675,-0.0300282,0.159647
1581303246.894800027,-0.0113717,-0.0683339,0.000217408,-0.102628,-0.158746,-0.0358637,0.179536
1581303246.901478294,-0.00976258,-0.0567726,-5.4088e-05,-0.0837977,-0.131033,-0.0286567,0.147214
