timestamp,posx,posy,posz,ox,oy,oz, ow
1581224619.031585475,0.71989,0.000329434,0.687369,-0.000172632,0.706976,0.000153749,0.707237
1581224619.040789044,0.719889,0.00032927,0.687367,-0.000174155,0.706975,0.000151125,0.707239
1581224619.079716048,0.71986,0.000334929,0.687327,-0.000141356,0.706971,0.000193873,0.707242
1581224619.085758913,0.719832,0.000342057,0.687315,-0.000125422,0.706973,0.000219366,0.70724
1581224619.091987467,0.719783,0.000353524,0.687294,-0.000121702,0.70698,0.000237466,0.707233
1581224619.098513572,0.719728,0.000366611,0.687272,-0.000140537,0.706988,0.000233646,0.707225
1581224619.104761765,0.71966,0.000382493,0.687251,-0.000161471,0.706998,0.000229874,0.707215
1581224619.110875542,0.719565,0.00040215,0.687226,-0.000166521,0.70701,0.000244619,0.707203
1581224619.118654304,0.719472,0.000412768,0.687203,-0.000168631,0.707024,0.000255526,0.70719
1581224619.124840557,0.719348,0.000419394,0.687186,-0.000184216,0.707034,0.000249122,0.707179
1581224619.131612433,0.719207,0.000422465,0.687181,-0.000186023,0.70704,0.000254168,0.707174
1581224619.137677411,0.719074,0.000424065,0.68718,-0.000192582,0.707044,0.000253518,0.707169
1581224619.143866836,0.718933,0.000423503,0.687178,-0.000199071,0.707051,0.00025224,0.707162
1581224619.150505164,0.718755,0.000420451,0.687185,-0.000195662,0.707056,0.000260935,0.707158
1581224619.189963767,0.717646,0.000356143,0.687313,-0.000256381,0.706986,0.000121328,0.707227
1581224619.196013071,0.717477,0.00034508,0.687339,-0.000248547,0.706964,0.000102849,0.707249
1581224619.202632665,0.717284,0.000331877,0.687366,-0.000237473,0.70694,8.25307e-05,0.707273
1581224619.208864971,0.71712,0.000322553,0.687386,-0.000219738,0.706926,8.11429e-05,0.707288
1581224619.214829479,0.716955,0.00031822,0.687407,-0.000212997,0.706917,8.15522e-05,0.707297
1581224619.222056011,0.716768,0.000315249,0.687425,-0.000207328,0.706915,9.06014e-05,0.707299
