timestamp,tdc,tac,pdc,pac1,pac2,pac3,pac4,pac5,pac6,pac7,pac8,pac9,pac10,pac11,pac12,pac13,pac14,pac15,pac16,pac17,pac18,pac19,pac20,pac21,pac22,ele1,ele2,ele3,ele4,ele5,ele6,ele7,ele8,ele9,ele10,ele11,ele12,ele13,ele14,ele15,ele16,ele17,ele18,ele19
1581074246.687275775,7,65,83,355,345,307,283,278,269,226,217,189,169,135,130,98,72,36,21,13,7,50,83,101,124,77,12,15,31,11,30,8,0,6,0,55,5,10,22,19,23,1,14,18,
1581074246.697286178,7,64,78,143,164,171,206,226,222,222,241,258,258,259,280,300,309,303,307,340,356,365,382,427,437,74,10,15,27,8,25,4,0,5,0,59,5,9,19,17,19,2,13,18,
1581074246.707292528,7,64,68,444,470,504,503,505,529,542,531,549,558,565,587,604,617,626,641,651,673,671,673,698,701,67,8,13,23,8,23,2,0,4,0,54,4,9,18,16,18,1,10,17,
1581074246.717245946,7,63,59,685,708,709,702,667,658,674,679,690,696,690,670,678,716,753,779,788,767,767,776,783,790,56,8,12,18,6,18,1,1,0,0,56,8,10,20,17,19,0,9,14,
1581074246.727255821,7,65,55,783,783,775,771,774,763,741,733,728,741,753,733,711,679,633,610,609,595,583,577,567,560,49,7,11,16,6,16,0,2,0,0,55,8,10,19,17,18,0,9,13,
1581074246.737275443,8,69,53,554,515,499,506,499,479,489,472,451,446,452,442,407,383,377,373,373,392,389,372,358,356,45,6,11,15,6,15,1,1,0,2,50,8,8,18,15,16,0,10,15,
1581074246.747330414,8,69,51,343,340,325,307,311,300,280,242,225,234,216,238,262,258,243,260,269,288,271,286,292,282,47,7,11,17,7,17,0,1,0,1,42,5,8,15,13,16,0,10,12,
1581074246.757352347,8,69,50,285,290,291,303,308,300,303,303,304,309,310,292,234,205,193,192,157,138,130,127,111,133,47,8,9,15,6,16,1,3,0,2,40,5,7,14,13,15,0,9,13,
1581074246.767276602,7,69,48,146,141,129,128,149,153,157,167,194,217,227,230,238,214,196,208,226,207,187,194,196,198,47,8,8,14,6,16,2,2,0,0,39,4,6,13,13,15,0,9,13,
1581074246.777344811,7,69,47,170,165,158,153,139,134,140,125,104,104,109,105,132,131,139,119,111,115,123,113,130,131,46,8,9,15,5,15,0,2,0,1,44,7,8,15,14,16,1,10,12,
1581074246.787287180,7,67,47,123,152,178,194,163,158,173,179,160,142,139,118,83,76,87,54,22,8,5,7,3,6,43,7,7,15,6,14,1,1,0,2,41,5,8,13,13,14,2,10,13,
1581074246.797264934,7,67,46,23,29,30,76,97,95,100,117,131,130,130,144,145,121,118,105,93,66,72,76,52,38,40,6,9,14,6,13,0,3,1,3,43,6,8,16,13,16,1,8,11,
1581074246.807330888,7,67,46,24,1,14,14,10,38,33,7,13,35,59,74,71,44,27,37,70,90,84,55,52,43,42,7,8,13,7,14,1,2,1,1,43,7,10,15,13,15,1,8,11,
1581074246.817239445,7,68,47,44,33,18,3,19,29,12,9,29,53,39,24,25,32,37,52,82,78,75,66,63,57,42,8,10,13,7,14,2,2,1,1,46,8,9,16,14,17,1,10,13,
1581074246.827277260,7,69,50,69,67,73,69,59,48,56,74,77,89,75,75,104,114,131,144,171,172,176,174,144,128,42,5,9,14,6,14,0,2,0,2,39,5,8,14,13,14,1,9,12,
1581074246.837264482,8,69,49,138,123,101,95,114,112,106,95,104,80,79,99,124,102,74,94,104,89,86,90,81,71,42,6,11,14,6,14,0,2,0,1,46,8,10,16,14,16,0,10,13,
