timestamp,pa1,pa2,pa3,pa4,pa5,pa6,pa7
1581221071.690834808,-0.145377,0.495017,0.234277,-1.19774,0.476816,-0.132078,-0.584089
1581221071.697026527,-0.145438,0.494951,0.234279,-1.198,0.47627,-0.132127,-0.583226
1581221071.708760779,-0.145462,0.494858,0.234278,-1.19819,0.475935,-0.132181,-0.582832
1581221071.709786627,-0.14549,0.494747,0.234277,-1.19841,0.475581,-0.13226,-0.582447
1581221071.716513471,-0.145534,0.494578,0.234276,-1.19873,0.4751,-0.132375,-0.581922
1581221071.722609292,-0.145576,0.494401,0.234276,-1.19905,0.47463,-0.132486,-0.581394
1581221071.728957965,-0.145625,0.494157,0.234276,-1.19947,0.474007,-0.132607,-0.580739
1581221071.735599184,-0.145669,0.493907,0.234276,-1.19987,0.473428,-0.132717,-0.580161
1581221071.741821647,-0.145713,0.493625,0.234276,-1.20031,0.472815,-0.132838,-0.579504
1581221071.749711940,-0.145779,0.493261,0.234277,-1.20085,0.472061,-0.13299,-0.57866
1581221071.756353070,-0.145857,0.492849,0.234277,-1.20145,0.471241,-0.133173,-0.577769
1581221071.762745039,-0.14594,0.492397,0.234277,-1.20208,0.47034,-0.133372,-0.576758
1581221071.802590436,-0.146025,0.491928,0.234277,-1.20275,0.469396,-0.133581,-0.575737
1581221071.809383897,-0.146534,0.488978,0.234278,-1.20682,0.463685,-0.134572,-0.569732
1581221071.815350808,-0.146607,0.488546,0.234279,-1.20741,0.462884,-0.134696,-0.568839
1581221071.821592476,-0.146678,0.488121,0.234279,-1.208,0.462094,-0.134827,-0.567968
1581221071.827877805,-0.146749,0.487709,0.234278,-1.20859,0.4613,-0.134963,-0.567086
1581221071.834473424,-0.146827,0.487229,0.234278,-1.20927,0.460386,-0.135135,-0.566071
1581221071.840760627,-0.146893,0.486821,0.234278,-1.20985,0.459623,-0.135295,-0.565198
1581221071.847038630,-0.146968,0.486357,0.234278,-1.21053,0.458745,-0.135486,-0.564193
1581221071.855806003,-0.147053,0.485847,0.234276,-1.21129,0.457729,-0.135694,-0.563037
1581221071.861908290,-0.147126,0.485409,0.234275,-1.21194,0.45685,-0.135876,-0.562035
1581221071.868673117,-0.14719,0.485023,0.234276,-1.21249,0.456096,-0.136034,-0.561162
1581221071.874816653,-0.147253,0.484638,0.234276,-1.21304,0.455342,-0.136172,-0.56031
1581221071.916981036,-0.147743,0.481996,0.234277,-1.217,0.44996,-0.137176,-0.554343
1581221071.923060731,-0.14781,0.481635,0.234277,-1.21755,0.449205,-0.137382,-0.553515
1581221071.929764674,-0.147877,0.481269,0.234277,-1.21811,0.448436,-0.137595,-0.552701
1581221071.935954138,-0.147942,0.480893,0.234278,-1.21866,0.447689,-0.137793,-0.551894
1581221071.942574963,-0.14802,0.48045,0.234277,-1.2193,0.446835,-0.137994,-0.550935
1581221071.949786885,-0.148085,0.480081,0.234277,-1.21985,0.446112,-0.13813,-0.550125
1581221071.956452220,-0.148174,0.479594,0.234277,-1.22059,0.445133,-0.138286,-0.549015
1581221071.962749516,-0.148243,0.479225,0.234277,-1.22114,0.444401,-0.138407,-0.548207
1581221071.968888926,-0.14833,0.478791,0.234279,-1.22179,0.443543,-0.138538,-0.547246
1581221071.975590382,-0.148403,0.478412,0.234278,-1.22235,0.442814,-0.138651,-0.546438
1581221071.981658031,-0.148478,0.478043,0.234277,-1.22291,0.442083,-0.138766,-0.545621
1581221071.988542003,-0.148567,0.477614,0.234276,-1.22356,0.441254,-0.138906,-0.544686
1581221072.028540501,-0.149061,0.475122,0.234277,-1.22727,0.436598,-0.139903,-0.539283
1581221072.035457499,-0.149139,0.474683,0.234277,-1.22792,0.435767,-0.140063,-0.538389
1581221072.042391320,-0.149214,0.474247,0.234277,-1.22857,0.434945,-0.14021,-0.537459
1581221072.050371673,-0.149301,0.473745,0.234276,-1.2293,0.434031,-0.140381,-0.536431
1581221072.056557635,-0.149367,0.473368,0.234277,-1.22986,0.433344,-0.140534,-0.535643
1581221072.062913551,-0.149445,0.472923,0.234278,-1.23051,0.432537,-0.14074,-0.534755
1581221072.069559192,-0.149512,0.472547,0.234278,-1.23106,0.431848,-0.140923,-0.533978
1581221072.075764886,-0.149584,0.472176,0.234277,-1.23162,0.431164,-0.14112,-0.533205
1581221072.082513317,-0.149669,0.471743,0.234278,-1.23227,0.430364,-0.141361,-0.532318
1581221072.088639196,-0.149745,0.471369,0.234277,-1.23282,0.429645,-0.141562,-0.531534
1581221072.094878263,-0.149821,0.47099,0.234277,-1.23337,0.428934,-0.141733,-0.530774
1581221072.135779248,-0.150329,0.468427,0.234277,-1.23715,0.424214,-0.142557,-0.525499
1581221072.142095865,-0.150416,0.467996,0.234277,-1.2378,0.42341,-0.142699,-0.524613
1581221072.149655913,-0.150491,0.467623,0.234278,-1.23835,0.422726,-0.142826,-0.523842
1581221072.156267460,-0.15059,0.467117,0.234278,-1.23908,0.421824,-0.143005,-0.522828
1581221072.162424392,-0.150664,0.466736,0.234277,-1.23963,0.421151,-0.143145,-0.522052
1581221072.168749975,-0.150739,0.466359,0.234277,-1.24018,0.420473,-0.143285,-0.521311
1581221072.175842965,-0.150826,0.465929,0.234277,-1.24082,0.419674,-0.143458,-0.520442
1581221072.182670224,-0.150912,0.465492,0.234277,-1.24146,0.418872,-0.143629,-0.519585
1581221072.188782040,-0.150984,0.465109,0.234277,-1.24202,0.418184,-0.143775,-0.518873
1581221072.195946183,-0.151078,0.464601,0.234276,-1.24275,0.41728,-0.143967,-0.517886
1581221072.202633400,-0.151146,0.464226,0.234277,-1.24331,0.416624,-0.144098,-0.51717
1581221072.252745047,-0.15121,0.463855,0.234277,-1.24386,0.415983,-0.144224,-0.516438
1581221072.258983791,-0.151692,0.460709,0.234277,-1.24843,0.410595,-0.145691,-0.510425
1581221072.265751105,-0.151762,0.460271,0.234277,-1.24907,0.409841,-0.145847,-0.509569
1581221072.271975338,-0.151827,0.459898,0.234277,-1.24963,0.409207,-0.145963,-0.508855
1581221072.278669271,-0.151905,0.45946,0.234279,-1.25026,0.408466,-0.146097,-0.508005
1581221072.284973378,-0.151986,0.459018,0.234279,-1.2509,0.407712,-0.146233,-0.507173
1581221072.291718242,-0.152054,0.458638,0.234278,-1.25145,0.407075,-0.146342,-0.506449
1581221072.297850660,-0.152123,0.458266,0.234277,-1.252,0.40645,-0.146451,-0.505736
1581221072.304673833,-0.152204,0.457832,0.234276,-1.25264,0.40573,-0.146578,-0.504904
1581221072.310853254,-0.152284,0.457393,0.234277,-1.25327,0.404999,-0.146719,-0.50406
1581221072.317482401,-0.152352,0.457016,0.234277,-1.25382,0.404356,-0.146851,-0.503349
1581221072.323922189,-0.152434,0.456577,0.234276,-1.25446,0.403617,-0.147013,-0.502496
1581221072.364623263,-0.152922,0.454088,0.234276,-1.25809,0.399528,-0.147944,-0.497752
1581221072.370878361,-0.153006,0.453651,0.234276,-1.25871,0.398805,-0.148112,-0.496938
1581221072.377427838,-0.153081,0.453276,0.234276,-1.25925,0.398173,-0.148275,-0.496233
1581221072.383873509,-0.153153,0.452902,0.234277,-1.25978,0.397552,-0.148436,-0.495561
1581221072.389895935,-0.153238,0.452469,0.234277,-1.26041,0.396835,-0.148621,-0.494749
1581221072.396658245,-0.153307,0.452097,0.234277,-1.26095,0.39623,-0.148783,-0.494055
1581221072.402825542,-0.153385,0.451659,0.234278,-1.26158,0.395522,-0.149,-0.493271
1581221072.409624351,-0.153447,0.451278,0.234278,-1.26212,0.39491,-0.149186,-0.492572
1581221072.460117547,-0.153617,0.450216,0.234276,-1.26365,0.39322,-0.149656,-0.490624
1581221072.468370528,-0.154029,0.44772,0.234278,-1.26724,0.389292,-0.150371,-0.486096
1581221072.474605360,-0.154113,0.447277,0.234278,-1.26787,0.388604,-0.150501,-0.485316
1581221072.481444999,-0.154187,0.4469,0.234278,-1.2684,0.388007,-0.150642,-0.484637
1581221072.487696734,-0.154272,0.446469,0.234277,-1.26904,0.387321,-0.150837,-0.483861
1581221072.493951404,-0.154357,0.446037,0.234276,-1.26966,0.386633,-0.151045,-0.483067
1581221072.500800545,-0.15443,0.445656,0.234277,-1.2702,0.386038,-0.151229,-0.482404
1581221072.507531743,-0.154512,0.44521,0.234277,-1.27083,0.38534,-0.151439,-0.48165
1581221072.513818450,-0.154583,0.444834,0.234277,-1.27137,0.384746,-0.151609,-0.480989
1581221072.520551642,-0.154666,0.444402,0.234277,-1.272,0.384074,-0.151796,-0.480236
1581221072.526876310,-0.154738,0.444034,0.234277,-1.27253,0.383507,-0.151922,-0.479595
1581221072.533500300,-0.154822,0.443592,0.234278,-1.27316,0.382839,-0.152059,-0.478818
1581221072.539934764,-0.154894,0.443208,0.234277,-1.2737,0.382265,-0.152179,-0.47817
1581221072.580102578,-0.155356,0.440644,0.234276,-1.27737,0.378381,-0.153134,-0.473798
1581221072.586709587,-0.155417,0.440276,0.234276,-1.2779,0.377849,-0.153299,-0.473151
1581221072.592812671,-0.155478,0.439905,0.234277,-1.27842,0.377312,-0.153462,-0.472499
1581221072.599629726,-0.155544,0.439467,0.234278,-1.27903,0.376675,-0.153633,-0.471761
1581221072.605764694,-0.155599,0.439086,0.234277,-1.27955,0.376125,-0.153757,-0.471105
1581221072.612526683,-0.155661,0.438652,0.234276,-1.28017,0.375488,-0.153877,-0.470347
