timestamp,va1,va2,va3,va4,va5,va6,va7
1581221209.258728450,-0.00566815,-0.026548,-0.000219212,-0.0515771,-0.0775003,-0.0162607,0.088334
1581221209.265403158,-0.00728479,-0.0300137,9.612e-05,-0.0544052,-0.080098,-0.0159343,0.0860719
1581221209.271578051,-0.00870855,-0.039831,0.000188719,-0.0670261,-0.0937251,-0.0191426,0.103909
1581221209.278476823,-0.00760812,-0.0410895,-6.52621e-05,-0.0661982,-0.0902383,-0.0188059,0.102924
1581221209.285269672,-0.0086383,-0.0507811,0,-0.0793265,-0.108281,-0.0243863,0.115888
1581221209.291342357,-0.00802591,-0.0529807,-2.86649e-05,-0.0785585,-0.109672,-0.0250906,0.114694
1581221209.297646564,-0.0109351,-0.0643663,2.70455e-05,-0.092015,-0.130593,-0.0285412,0.145059
1581221209.304420676,-0.0119962,-0.0628387,0.000105474,-0.0893436,-0.124646,-0.027972,0.135967
1581221209.344905095,-0.0135629,-0.0731927,-1.0196e-05,-0.100707,-0.141289,-0.0229686,0.152949
1581221209.351340925,-0.0118846,-0.0654329,4.49903e-05,-0.0883925,-0.120844,-0.0184342,0.13549
1581221209.407955056,-0.0115179,-0.067128,-1.28481e-05,-0.0961402,-0.128833,-0.0249555,0.142473
1581221209.414898392,-0.0114162,-0.0639817,1.70448e-05,-0.0908268,-0.125953,-0.0212818,0.140913
1581221209.421544265,-0.0112193,-0.0600413,3.84834e-05,-0.0882915,-0.120221,-0.0206873,0.135593
1581221209.427680816,-0.0128691,-0.0634159,6.25545e-05,-0.0959818,-0.129148,-0.0202509,0.144545
1581221209.434498480,-0.0115092,-0.0570799,-2.85361e-05,-0.086823,-0.118098,-0.0199556,0.135314
1581221209.440765543,-0.0127216,-0.06434,9.82102e-05,-0.095836,-0.130426,-0.0292195,0.142919
1581221209.447478692,-0.0129759,-0.0677774,3.71491e-05,-0.101513,-0.135908,-0.0353609,0.151512
1581221209.454457722,-0.0103251,-0.0541935,-0.00010737,-0.0836299,-0.111705,-0.0319238,0.120815
1581221209.460628563,-0.0118942,-0.0622877,-5.29824e-05,-0.0945794,-0.130234,-0.0379519,0.143198
1581221209.467445670,-0.0103537,-0.0562072,9.28556e-05,-0.0862376,-0.11718,-0.0305876,0.125693
1581221209.473743250,-0.0121746,-0.0663695,3.66552e-05,-0.098542,-0.132061,-0.0284349,0.147424
1581221209.481787034,-0.0110692,-0.0630178,-4.46052e-05,-0.0908506,-0.120228,-0.021224,0.135306
1581221209.489419245,-0.0094591,-0.0512059,-2.46981e-05,-0.0763725,-0.101239,-0.0147855,0.114184
1581221209.496193317,-0.0137303,-0.0717456,4.36901e-05,-0.106775,-0.142257,-0.022881,0.160018
1581221209.502822638,-0.0120608,-0.063627,1.75873e-05,-0.094667,-0.125053,-0.018856,0.140238
1581221209.509299987,-0.01126,-0.0596774,1.89786e-05,-0.0888378,-0.115382,-0.0174071,0.129116
1581221209.516105048,-0.0122764,-0.0651086,-6.13944e-05,-0.0954576,-0.126608,-0.0189319,0.138863
1581221209.557326949,-0.0118143,-0.0610061,-1.7533e-05,-0.0907412,-0.11449,-0.0262676,0.130159
1581221209.563648709,-0.0124942,-0.0737417,0.000131046,-0.106751,-0.136384,-0.0312441,0.154997
1581221209.569646651,-0.0106601,-0.0623618,8.88373e-05,-0.0915588,-0.117799,-0.0234424,0.12501
1581221209.576580833,-0.0104953,-0.0637986,-0.000104434,-0.0940401,-0.11958,-0.0240191,0.133654
