timestamp,pa1,pa2,pa3,pa4,pa5,pa6,pa7
1581319371.655537822,-0.144417,0.491327,0.23426,-1.17885,0.578173,-0.113388,-0.684979
1581319371.661962430,-0.144462,0.49108,0.23426,-1.17925,0.577418,-0.113522,-0.684175
1581319371.668809265,-0.144518,0.490747,0.234261,-1.17976,0.576453,-0.11369,-0.683153
1581319371.674857599,-0.14457,0.490429,0.23426,-1.18023,0.57556,-0.113835,-0.682209
1581319371.681512739,-0.144643,0.490031,0.23426,-1.18083,0.574438,-0.114007,-0.681009
1581319371.687761734,-0.144714,0.489658,0.23426,-1.18135,0.573407,-0.114142,-0.679926
1581319371.762686451,-0.145702,0.484327,0.234262,-1.18881,0.559744,-0.115695,-0.665392
1581319371.768861500,-0.145779,0.483923,0.234262,-1.18939,0.558722,-0.115848,-0.664267
1581319371.775530524,-0.145867,0.483467,0.234261,-1.19005,0.557518,-0.11602,-0.662965
1581319371.781783969,-0.145944,0.483073,0.234261,-1.19063,0.5565,-0.11617,-0.661855
1581319371.788063513,-0.146035,0.482603,0.234261,-1.19128,0.555296,-0.116346,-0.660555
1581319371.794799292,-0.146113,0.48222,0.234261,-1.19185,0.554272,-0.116484,-0.659437
1581319371.800998506,-0.146192,0.481843,0.234261,-1.19241,0.553267,-0.116612,-0.658337
1581319371.807750538,-0.146283,0.481403,0.234261,-1.19306,0.552089,-0.116751,-0.65705
1581319371.814633967,-0.146374,0.48096,0.234261,-1.19369,0.550914,-0.11688,-0.655793
1581319371.820986866,-0.146451,0.480574,0.234261,-1.19425,0.549912,-0.116984,-0.654704
1581319371.827504060,-0.146543,0.480142,0.234261,-1.1949,0.548734,-0.117108,-0.65344
1581319371.880914656,-0.146622,0.479776,0.23426,-1.19546,0.54774,-0.117242,-0.652375
1581319371.887564026,-0.147238,0.476424,0.234262,-1.20047,0.538779,-0.118664,-0.642684
1581319371.893811118,-0.147304,0.476046,0.234261,-1.20102,0.537807,-0.118768,-0.641605
1581319371.900552618,-0.147384,0.475608,0.234261,-1.20167,0.536677,-0.118888,-0.64035
1581319371.906916095,-0.147456,0.475228,0.234261,-1.20224,0.535713,-0.118991,-0.639276
1581319371.913604454,-0.147541,0.474784,0.234262,-1.20289,0.534607,-0.119114,-0.638025
1581319371.920069723,-0.147627,0.474343,0.234262,-1.20355,0.533499,-0.11924,-0.636811
1581319371.926638245,-0.1477,0.473963,0.234261,-1.20411,0.532544,-0.119378,-0.635763
1581319371.933040520,-0.147772,0.473586,0.23426,-1.20468,0.531602,-0.11955,-0.634745
1581319371.940663556,-0.147866,0.473081,0.23426,-1.20543,0.530338,-0.119782,-0.63338
1581319371.946988446,-0.147936,0.472701,0.23426,-1.20599,0.529379,-0.119964,-0.632369
1581319371.953702490,-0.148018,0.472267,0.23426,-1.20664,0.52829,-0.12017,-0.631184
1581319371.997793926,-0.148524,0.469555,0.234261,-1.21064,0.521573,-0.121093,-0.623875
1581319372.004023262,-0.148622,0.469042,0.23426,-1.21138,0.520328,-0.121262,-0.622524
1581319372.010988385,-0.148696,0.46866,0.234261,-1.21194,0.519398,-0.121394,-0.621504
1581319372.017778805,-0.148783,0.468219,0.234261,-1.21259,0.518322,-0.121567,-0.620308
1581319372.023886029,-0.148857,0.467846,0.234261,-1.21315,0.517396,-0.121721,-0.619298
1581319372.030529967,-0.148937,0.4674,0.234261,-1.21379,0.516327,-0.121901,-0.618106
1581319372.036949956,-0.149,0.467015,0.234261,-1.21435,0.515413,-0.122052,-0.61711
1581319372.043537459,-0.149071,0.466568,0.23426,-1.21501,0.514344,-0.122236,-0.615928
1581319372.050165558,-0.149141,0.46613,0.23426,-1.21566,0.513267,-0.122403,-0.614789
1581319372.056621180,-0.149199,0.465755,0.234261,-1.21622,0.512349,-0.122528,-0.61381
1581319372.063009643,-0.149257,0.465372,0.234261,-1.21677,0.511424,-0.122656,-0.61285
1581319372.108595647,-0.149336,0.464857,0.23426,-1.21751,0.510219,-0.122818,-0.611557
1581319372.114676811,-0.149822,0.462065,0.234261,-1.22158,0.50375,-0.123813,-0.60442
1581319372.120863514,-0.149894,0.461688,0.234261,-1.22213,0.502898,-0.123964,-0.603458
1581319372.127553583,-0.149977,0.461242,0.234261,-1.22278,0.501896,-0.124138,-0.602321
1581319372.134793629,-0.150047,0.460852,0.23426,-1.22334,0.501031,-0.124285,-0.601357
1581319372.141089279,-0.150129,0.460406,0.23426,-1.22399,0.500035,-0.124429,-0.600234
1581319372.147790647,-0.150208,0.459967,0.23426,-1.22464,0.49903,-0.124556,-0.599146
1581319372.154089283,-0.150278,0.459589,0.234261,-1.2252,0.498164,-0.124663,-0.598205
1581319372.194181027,-0.150752,0.457058,0.234261,-1.22888,0.4925,-0.125476,-0.592045
