timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581225035.481909932,0.228908,48.7625,-2.01637,-22.781,1.37338,1.03296,-0.280685
1581225035.488484784,0.20576,49.2872,-2.04864,-22.7017,1.37162,1.02562,-0.279684
1581225035.494514686,0.15432,50.0588,-2.12526,-22.8536,1.37955,1.01127,-0.27668
1581225035.500715879,0.0977359,50.905,-2.21667,-23.1628,1.37955,1.02529,-0.278683
1581225035.506726431,0.0643,51.5994,-2.257,-23.2891,1.38923,1.02462,-0.273676
1581225035.512995647,0.118312,51.9158,-2.27716,-23.3227,1.38395,1.01828,-0.286359
1581225035.519397283,0.329216,52.0727,-2.16962,-23.4787,1.37867,1.02762,-0.285358
1581225035.525559512,0.663576,52.0135,-1.96664,-23.4451,1.38835,1.01527,-0.288361
1581225035.531590023,0.902772,51.7846,-1.8228,-23.5956,1.40156,1.01928,-0.300377
1581225035.538822759,1.02366,51.6869,-1.7771,-23.6386,1.42181,0.99725,-0.294035
1581225035.545373134,0.985075,51.2985,-1.79457,-23.5875,1.41124,1.00493,-0.280018
1581225035.584707611,0.362652,48.4976,-2.04192,-23.0472,1.32849,0.9839,-0.252316
1581225035.590901853,0.27006,48.3639,-2.05805,-23.1601,1.34697,0.983566,-0.262996
1581225035.597610357,0.311212,48.5208,-2.04864,-23.1708,1.3637,0.995915,-0.256655
1581225035.603698990,0.29578,48.0938,-1.98949,-23.0458,1.33729,0.997918,-0.258991
1581225035.610538451,0.264916,48.0244,-1.98949,-22.867,1.34785,0.94919,-0.258991
1581225035.616608533,0.298352,48.0887,-2.03923,-22.9221,1.31,0.959202,-0.248979
1581225035.622825469,0.164608,48.261,-2.1051,-22.9894,1.3549,0.963875,-0.2393
1581225035.628928080,0.105452,48.7857,-2.14542,-23.1655,1.34257,0.979227,-0.252316
1581225035.635151057,0.079732,48.8371,-2.15618,-23.5297,1.35842,1.02362,-0.262663
1581225035.641658863,0.0900199,48.6442,-2.11719,-23.2999,1.33201,0.987905,-0.272341
1581225035.647768257,0.149176,48.7239,-2.10241,-23.0162,1.34785,0.971885,-0.270339
1581225035.700789021,0.316356,48.976,-2.08762,-23.4518,1.33553,1.02629,-0.254653
1581225035.706834389,0.172324,48.6185,-2.10644,-23.1964,1.36106,1.01427,-0.245641
1581225035.712939443,0.120884,48.6082,-2.12391,-23.0472,1.36546,0.995247,-0.262996
1581225035.719567325,0.10288,48.7342,-2.12526,-23.1587,1.41916,0.998251,-0.250314
