timestamp,fx,fy,fz,tx,ty,tz
1581225212.877614238,-2.60776,4.67998,0.881813,2.83413,2.14466,0.211462
1581225212.883987764,-2.51746,4.80377,0.823886,2.87102,2.14188,0.210874
1581225212.890174087,-2.38867,4.73404,0.928368,2.84667,2.10816,0.214167
1581225212.896379018,-2.56421,4.74251,0.731753,2.87342,2.13112,0.214829
1581225212.902473757,-2.50219,4.68098,0.751663,2.86458,2.11448,0.215799
1581225212.909320613,-2.81793,4.80021,0.784913,2.92337,2.16637,0.214832
1581225212.915478051,-2.81489,4.82351,0.946641,2.93614,2.16262,0.215134
1581225212.921894798,-2.68386,4.71223,0.99484,2.89401,2.12308,0.217928
1581225212.928028632,-2.87828,4.80455,0.678382,2.92497,2.15241,0.214425
1581225212.968323091,-2.64483,4.61875,0.599147,2.81394,2.03987,0.211181
1581225212.974225924,-2.25921,4.46457,0.829304,2.75051,1.96718,0.215465
1581225212.980318381,-2.0759,4.45219,0.833789,2.75899,1.95279,0.213879
1581225212.986465252,-2.12988,4.45986,0.584769,2.77945,1.96912,0.211084
1581225212.993055082,-2.46708,4.50785,0.519916,2.79696,2.00769,0.207227
1581225212.999487364,-2.33648,4.37791,0.807957,2.72967,1.95679,0.208683
1581225213.006060115,-2.0984,4.40215,0.958897,2.72905,1.93014,0.205601
1581225213.012086143,-2.11904,4.43582,1.0813,2.75186,1.94436,0.203835
1581225213.018222828,-2.39979,4.66585,0.925555,2.83633,2.01035,0.195068
1581225213.024349115,-2.50105,4.83465,0.521776,2.88606,2.04271,0.194168
1581225213.030317962,-2.08461,4.80285,0.733045,2.83289,1.96624,0.201263
1581225213.037051160,-2.01259,4.87713,0.997091,2.86976,1.97588,0.202522
1581225213.162500322,-2.41602,4.85174,0.654696,2.93305,2.00192,0.189359
1581225213.168963584,-2.25819,4.83343,0.506408,2.92827,1.97886,0.187383
1581225213.175133858,-2.1621,4.82554,0.564011,2.94228,1.97398,0.185635
1581225213.181479290,-2.34797,4.85278,0.692913,2.96282,1.99479,0.181128
1581225213.187542344,-2.32792,4.82454,0.880178,2.94656,1.97734,0.180822
1581225213.194129817,-2.05313,4.82487,1.20746,2.9211,1.92862,0.183016
1581225213.200343754,-2.02991,4.81446,1.24478,2.91951,1.91686,0.181314
1581225213.207176952,-2.09291,4.89832,1.36264,2.9632,1.93733,0.178548
1581225213.213264371,-2.28247,4.95227,1.35273,3.0026,1.96872,0.172883
1581225213.219322591,-2.1558,5.05709,1.27282,3.0277,1.95774,0.171779
1581225213.225491155,-2.12762,4.98827,1.32376,2.99896,1.93464,0.172057
1581225213.266130632,-2.34117,5.10471,1.05538,3.1074,1.968,0.163579
1581225213.272266014,-2.5849,5.16672,0.898695,3.14243,1.99949,0.160261
1581225213.278399282,-2.58324,5.20626,1.03491,3.15731,1.99783,0.159212
1581225213.284454100,-2.3403,5.18517,1.27812,3.13008,1.94989,0.159916
1581225213.291120015,-2.29293,5.27987,1.52988,3.16215,1.95295,0.157731
