timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581248122.152403281,0.3215,51.0567,-2.16155,-23.0821,1.31968,0.777308,-0.310723
1581248122.158699816,0.241768,50.6272,-2.14005,-23.1171,1.25013,0.77931,-0.317732
1581248122.165340434,0.252056,50.0897,-2.08493,-23.1977,1.30384,0.789323,-0.306384
1581248122.171560779,0.416664,49.4878,-2.0688,-23.1883,1.31968,0.804008,-0.304382
1581248122.178204544,0.434668,49.0712,-2.08896,-22.984,1.23076,0.824367,-0.304382
1581248122.184440515,0.473248,48.5233,-1.99487,-22.8106,1.24309,0.835714,-0.299042
1581248122.190824618,0.39866,48.2738,-1.97874,-22.7098,1.24837,0.832043,-0.291031
1581248122.197314522,0.480964,48.4513,-1.95588,-22.7689,1.30031,0.828038,-0.291365
1581248122.241418854,0.555552,48.1221,-1.94647,-23.1211,1.31352,0.911142,-0.307385
1581248122.247765898,0.36008,48.459,-2.0231,-23.1843,1.30824,0.92249,-0.296371
1581248122.254509746,0.37294,48.7805,-2.04057,-23.4854,1.33465,0.926495,-0.280685
1581248122.260676369,0.354936,48.8834,-2.07014,-23.5324,1.31352,0.923825,-0.312392
1581248122.267424021,0.30864,48.7214,-2.12795,-23.0888,1.28095,0.906136,-0.286693
1581248122.273781898,0.228908,48.6648,-2.12123,-22.9558,1.25982,0.907805,-0.292366
1581248122.280410048,0.164608,48.886,-2.09837,-23.1453,1.27918,0.901797,-0.283689
1581248122.319811754,0.331788,48.8628,-2.06611,-23.2421,1.26598,0.904133,-0.315729
1581248122.326479058,0.324072,48.7188,-2.12929,-23.3348,1.32144,0.912811,-0.307052
1581248122.334130228,0.403804,48.4745,-2.1145,-23.2501,1.30912,0.916816,-0.293368
1581248122.340429972,0.447528,48.5851,-2.02982,-23.191,1.28975,0.886778,-0.285691
1581248122.346666877,0.558124,48.6802,-1.90615,-23.2878,1.30648,0.923491,-0.293701
1581248122.389787784,0.573556,48.8783,-1.98546,-23.5015,1.31088,0.954864,-0.315395
1581248122.396736313,0.511828,48.5182,-2.07418,-23.0324,1.32496,0.940178,-0.304382
1581248122.403640895,0.468104,48.495,-2.08493,-23.148,1.31264,0.927496,-0.314728
1581248122.410377418,0.331788,48.2584,-2.0567,-23.0848,1.34521,0.925493,-0.329413
1581248122.416765473,0.195472,47.9781,-2.15483,-23.1372,1.33289,0.961539,-0.326743
1581248122.423527656,0.144032,47.7852,-2.17768,-23.2152,1.32144,0.932502,-0.331415
1581248122.429725141,0.1929,47.7517,-2.14542,-23.1171,1.33729,0.93584,-0.315062
1581248122.436462469,0.264916,47.78,-2.14946,-23.0982,1.28183,0.910141,-0.30872
1581248122.443685479,0.396088,47.9781,-2.06342,-23.4047,1.31264,0.942181,-0.296371
1581248122.450561092,0.509256,48.0372,-2.00024,-23.3254,1.33113,0.929498,-0.299375
1581248122.456614124,0.699584,48.0398,-1.929,-23.0485,1.26774,0.942515,-0.31673
1581248122.499459849,0.763884,48.2507,-1.86313,-23.1695,1.28887,0.920153,-0.317064
1581248122.505717165,0.493824,47.7749,-2.03385,-23.1305,1.29239,0.937842,-0.296705
1581248122.512510552,0.403804,47.7569,-2.09703,-23.2058,1.29503,0.908138,-0.304382
1581248122.518778147,0.429524,47.3788,-2.0809,-23.1023,1.30384,0.923825,-0.30338
1581248122.525428594,0.406376,47.7029,-2.07418,-22.941,1.28007,0.901797,-0.32474
1581248122.531730844,0.357508,47.9009,-2.0688,-23.273,1.31352,0.93317,-0.33008
1581248122.538302748,0.39866,47.888,-2.08628,-23.3671,1.31,0.936173,-0.32207
1581248122.545774334,0.37294,47.8186,-2.13736,-23.0727,1.27126,0.911476,-0.324073
1581248122.552426085,0.447528,47.7183,-2.06477,-22.9208,1.32056,0.906136,-0.30071
1581248122.558818058,0.588988,48.2327,-1.97336,-23.1614,1.33201,0.939511,-0.296705
1581248122.565343991,0.614708,48.3561,-1.95588,-23.4155,1.32056,0.962206,-0.294369
1581248122.571549617,0.614708,48.1813,-1.98008,-23.2125,1.3232,0.91982,-0.297706
1581248122.617428266,0.547836,47.2913,-2.02578,-22.9316,1.31088,0.937508,-0.284356
1581248122.623658729,0.588988,47.4894,-1.94647,-22.9826,1.33289,0.948856,-0.29537
1581248122.630472009,0.594132,47.3634,-1.96395,-23.1816,1.32144,0.972886,-0.296038
1581248122.636612121,0.61728,47.4482,-1.98815,-23.3227,1.34169,0.968547,-0.321737
1581248122.644298804,0.69444,47.2245,-1.94647,-23.0539,1.32056,0.971551,-0.310389
1581248122.650584047,0.7073,47.1987,-1.89539,-23.0808,1.31792,0.935506,-0.318399
1581248122.657285304,0.702156,47.5434,-1.88867,-23.4262,1.33641,0.965544,-0.307719
1581248122.663594100,0.558124,47.672,-2.00428,-23.2138,1.33025,0.937842,-0.29003
1581248122.670376436,0.491252,47.6128,-2.0567,-23.0969,1.33817,0.94118,-0.278015
1581248122.676546622,0.491252,47.6849,-2.09165,-23.3873,1.30119,0.953862,-0.285358
1581248122.682718327,0.465532,47.8109,-2.06477,-23.4397,1.33993,0.963541,-0.269004
1581248122.723207907,0.5787,47.1782,-2.011,-23.2017,1.28535,0.96521,-0.276013
1581248122.766564571,0.84876,47.3736,-1.87523,-23.1574,1.33553,0.957534,-0.306384
1581248122.773827824,0.84876,47.3093,-1.81743,-23.2233,1.34521,0.963207,-0.313393
1581248122.780504430,0.856476,47.3839,-1.86985,-23.234,1.37515,0.960537,-0.287694
1581248122.787392967,0.779316,47.047,-1.91421,-23.2286,1.36194,0.970884,-0.288028
1581248122.793542261,0.673864,46.8772,-1.92765,-23.2165,1.33905,0.940178,-0.272008
1581248122.800364465,0.63014,46.9956,-1.95185,-23.2475,1.33465,0.95186,-0.27668
1581248122.806698182,0.576128,47.0238,-2.01637,-23.5257,1.38131,1.00292,-0.263664
