timestamp,va1,va2,va3,va4,va5,va6,va7
1581248484.275755055,-2.6076e-06,7.82281e-06,3.47628e-06,-0.000199042,-0.00140737,-0.000449364,0.00181744
1581248484.283378150,-0.0212649,-0.0564708,-0.000178626,-0.148743,-0.349564,-0.044078,0.387622
1581248484.290150280,-0.00742572,-0.0289849,5.66866e-05,-0.0549465,-0.107081,-0.01026,0.115099
1581248484.296559387,-0.00862676,-0.039254,0.000125148,-0.065626,-0.131306,-0.0165384,0.141649
1581248484.303370805,-0.00911659,-0.0479086,-1.85946e-05,-0.0755561,-0.151819,-0.0208193,0.162787
1581248484.310283933,-0.0076508,-0.0437112,1.76795e-05,-0.0673712,-0.131569,-0.0167168,0.140465
1581248484.317075853,-0.00911579,-0.0541965,-2.57759e-05,-0.0819391,-0.160081,-0.0197523,0.173913
1581248484.323584654,-0.00898103,-0.0582561,0,-0.0834724,-0.168315,-0.0184926,0.17881
1581248484.330399591,-0.0116692,-0.0677268,4.36788e-05,-0.0934234,-0.188063,-0.0187004,0.197241
1581248484.336433273,-0.0134707,-0.0733248,-2.66579e-05,-0.101883,-0.202935,-0.0199662,0.21554
1581248484.343134353,-0.0130179,-0.0683346,4.70201e-05,-0.0938344,-0.190107,-0.0218125,0.201345
1581248484.403741154,-0.00158758,-0.00840774,9.89296e-06,-0.0115433,-0.0227994,-0.0033176,0.0243468
1581248484.410723701,-0.125695,-0.622548,-5.12605e-05,-0.862568,-1.65118,-0.20859,1.74623
1581248484.417269554,-0.0146887,-0.0718361,-7.39133e-05,-0.102618,-0.194238,-0.0184117,0.211129
1581248484.424604302,-0.0126344,-0.0603132,-1.57838e-05,-0.0878403,-0.166811,-0.0147822,0.179479
1581248484.431215243,-0.0128527,-0.061128,4.85271e-05,-0.0927938,-0.174766,-0.0159882,0.190179
1581248484.437978273,-0.012513,-0.0625823,3.48024e-05,-0.0954224,-0.183514,-0.0210928,0.198937
1581248484.444283992,-0.0113071,-0.0599962,-9.63921e-05,-0.0883267,-0.172416,-0.0257471,0.187903
1581248484.450455640,-0.0120864,-0.0668918,0,-0.0954279,-0.184323,-0.0318332,0.202494
1581248484.458248152,-0.0104851,-0.0601197,-3.77117e-05,-0.0889349,-0.16829,-0.0285512,0.17753
1581248484.464628879,-0.0116805,-0.0643479,-0.00012484,-0.0972435,-0.18509,-0.0316473,0.199083
1581248484.471667665,-0.0121621,-0.0671203,9.33365e-05,-0.101497,-0.191667,-0.0319967,0.206933
1581248484.477614026,-0.0100704,-0.0564996,0.000154364,-0.0844588,-0.159906,-0.0231374,0.169127
1581248484.522448494,-0.00973249,-0.0628529,1.35646e-05,-0.0928167,-0.172073,-0.0173126,0.187131
1581248484.528472119,-0.0101472,-0.0714234,-0.000143868,-0.105212,-0.191879,-0.0212438,0.208286
1581248484.535117805,-0.00829943,-0.0560388,7.06248e-05,-0.0822614,-0.15124,-0.0210311,0.165927
1581248484.541699659,-0.00973789,-0.0675633,8.98466e-05,-0.0988342,-0.178286,-0.0304085,0.196815
1581248484.548199663,-0.00924768,-0.0616449,-9.57517e-06,-0.0893783,-0.166248,-0.0288811,0.179675
1581248484.554459085,-0.0105065,-0.0667832,-0.000106219,-0.0962847,-0.176757,-0.0300768,0.194074
1581248484.562393711,-0.010557,-0.0620648,-3.2961e-05,-0.0901016,-0.163229,-0.027262,0.176915
1581248484.569146295,-0.0113599,-0.0653648,-2.59564e-05,-0.0937688,-0.172234,-0.0291308,0.187235
1581248484.575244603,-0.0112037,-0.0624165,4.85504e-05,-0.0907365,-0.164332,-0.0217958,0.175803
1581248484.582099013,-0.0117194,-0.0655207,0,-0.0967841,-0.17434,-0.0184136,0.184445
1581248484.588501446,-0.0108773,-0.060583,-7.67441e-05,-0.090203,-0.162051,-0.0169299,0.174008
1581248484.599068376,-0.00719309,-0.0416647,-2.81801e-05,-0.0616091,-0.109389,-0.0104288,0.116431
1581248484.643614202,-0.00266367,-0.0155856,2.65021e-06,-0.0228978,-0.0404973,-0.00386358,0.0436648
1581248484.650446922,-0.0805317,-0.412035,0.000261192,-0.611702,-1.06789,-0.166287,1.17096
1581248484.656358316,-0.0131971,-0.0607671,-0.000204086,-0.0898241,-0.158459,-0.0270065,0.168871
1581248484.664320653,-0.0136161,-0.0644259,-4.52125e-05,-0.093587,-0.163532,-0.022583,0.174349
1581248484.670415609,-0.0138492,-0.0647191,1.98622e-05,-0.0927948,-0.157192,-0.0174034,0.168087
1581248484.677248858,-0.0142447,-0.0661891,2.65437e-05,-0.0960498,-0.162683,-0.0181907,0.179324
1581248484.683396927,-0.0127375,-0.0611223,-5.82968e-05,-0.0899298,-0.154272,-0.0161963,0.165383
1581248484.689588634,-0.0142866,-0.0711617,5.81167e-05,-0.105372,-0.176964,-0.0193039,0.193048
1581248484.696205559,-0.0107906,-0.0587567,9.02457e-06,-0.0836879,-0.142064,-0.0153777,0.153488
1581248484.702428660,-0.0115108,-0.0629304,3.88832e-05,-0.0900935,-0.155256,-0.0170523,0.165468
1581248484.709095573,-0.0127994,-0.0708874,0,-0.103786,-0.173393,-0.021148,0.189236
1581248484.751430446,-0.0120857,-0.0621319,1.96942e-05,-0.0915304,-0.153396,-0.0261125,0.167709
1581248484.763119929,-0.0137123,-0.0677855,1.58345e-05,-0.0970521,-0.163728,-0.0232285,0.179431
1581248484.769354779,-0.0116503,-0.0570729,-6.24883e-05,-0.0830516,-0.13771,-0.0171674,0.153328
1581248484.775501263,-0.0122667,-0.0616747,-0.000136415,-0.0895988,-0.149033,-0.0192137,0.164651
1581248484.782638250,-0.0145166,-0.0719381,-1.71796e-05,-0.104847,-0.176543,-0.0230941,0.19223
1581248484.788974588,-0.0123086,-0.0613782,9.68387e-05,-0.0900143,-0.147432,-0.0199591,0.163149
1581248484.795305100,-0.0114276,-0.0583452,1.8143e-05,-0.0845134,-0.138184,-0.019878,0.151354
