timestamp,posx,posy,posz,ox,oy,oz, ow
1581137195.667272889,0.719729,0.000411892,0.686361,-0.000127395,0.706993,0.000270328,0.707221
1581137195.673504664,0.719653,0.000404167,0.686333,-0.000128368,0.707003,0.000262831,0.707211
1581137195.680544282,0.719572,0.000402056,0.686312,-0.000130821,0.707011,0.000258526,0.707203
1581137195.687317829,0.719462,0.000402663,0.686287,-0.000137811,0.707021,0.000250199,0.707192
1581137195.694162403,0.719339,0.000406882,0.68626,-0.000149408,0.707036,0.000243282,0.707178
1581137195.700403407,0.71922,0.000413677,0.68625,-0.000150907,0.707042,0.000248945,0.707171
1581137195.707317391,0.719065,0.00041589,0.686248,-0.000161828,0.707046,0.000242883,0.707168
1581137195.713606767,0.718896,0.000414254,0.686257,-0.000165678,0.707044,0.000241948,0.707169
1581137195.720540911,0.718715,0.000412781,0.686267,-0.000179795,0.707046,0.000235567,0.707167
1581137195.727411001,0.718554,0.000415073,0.686277,-0.000196524,0.707052,0.000233601,0.707162
1581137195.734136254,0.718359,0.000418515,0.686292,-0.000230096,0.707056,0.00021823,0.707157
1581137195.783476994,0.716991,0.000411501,0.686471,-0.000261305,0.706922,9.43242e-05,0.707291
1581137195.791404460,0.716775,0.000419474,0.686495,-0.000265119,0.706917,0.000101604,0.707296
1581137195.798350770,0.716592,0.000428531,0.686508,-0.000264697,0.706921,0.000121862,0.707292
1581137195.804532829,0.716415,0.000437782,0.686513,-0.000273127,0.70693,0.000136514,0.707284
1581137195.811296816,0.716266,0.000445239,0.686507,-0.000271999,0.706943,0.000157476,0.707271
1581137195.818128278,0.716088,0.000452804,0.686519,-0.000275724,0.706946,0.000173161,0.707267
1581137195.824573146,0.715937,0.000458395,0.686528,-0.000282553,0.706949,0.000181989,0.707265
1581137195.831247692,0.715763,0.000462343,0.686527,-0.000288948,0.706956,0.000190421,0.707257
1581137195.838257142,0.715593,0.000461673,0.686517,-0.000282971,0.706966,0.000201948,0.707247
1581137195.845243857,0.715448,0.000458144,0.686512,-0.000268898,0.706966,0.000209161,0.707247
1581137195.852154242,0.715251,0.000451096,0.686515,-0.000249005,0.706954,0.000207848,0.707259
1581137195.895141599,0.714223,0.000447317,0.686475,-0.000218177,0.706961,0.000218052,0.707252
1581137195.901481854,0.714051,0.000450737,0.686464,-0.000226705,0.706973,0.000221728,0.70724
1581137195.907598094,0.713905,0.000452311,0.686458,-0.00023551,0.70698,0.000220238,0.707233
1581137195.914338784,0.713733,0.000451545,0.686453,-0.000245081,0.706983,0.000212408,0.707231
1581137195.921103098,0.713559,0.000450072,0.686458,-0.000247841,0.706976,0.000203862,0.707238
1581137195.927595800,0.713384,0.000445865,0.686462,-0.000260551,0.706965,0.000178789,0.707249
1581137195.934317430,0.713236,0.000441662,0.686459,-0.000255424,0.706957,0.000169923,0.707256
1581137195.941179285,0.713063,0.000436724,0.686457,-0.000253584,0.70695,0.00015697,0.707264
1581137195.948578381,0.712864,0.000430813,0.686459,-0.000241392,0.70694,0.000153936,0.707273
1581137195.955319607,0.712714,0.000428065,0.686455,-0.000242057,0.706941,0.000149319,0.707272
1581137195.961969203,0.712538,0.000426473,0.68645,-0.000239013,0.706951,0.00015785,0.707263
1581137195.968457505,0.71239,0.000427023,0.686441,-0.000239061,0.706962,0.000165052,0.707252
1581137196.011475123,0.711313,0.000462401,0.686419,-0.000240787,0.70701,0.000239067,0.707203
1581137196.018340748,0.711137,0.000465948,0.686423,-0.000232654,0.707008,0.000248766,0.707206
1581137196.025128563,0.710963,0.000463649,0.686419,-0.000238841,0.707009,0.000237432,0.707205
1581137196.032157694,0.710788,0.000456387,0.686419,-0.000246398,0.707007,0.000222727,0.707206
1581137196.038632034,0.710638,0.00044749,0.686422,-0.000245637,0.707005,0.00021485,0.707209
1581137196.046287198,0.71046,0.00043873,0.686423,-0.000246917,0.707009,0.000208781,0.707205
1581137196.053152163,0.710261,0.000428175,0.686418,-0.000244248,0.707018,0.000207394,0.707195
1581137196.059420149,0.710112,0.000419812,0.686419,-0.000252746,0.707022,0.000196162,0.707192
1581137196.113618074,0.708761,0.000342791,0.686457,-0.000201234,0.706936,9.96044e-05,0.707277
1581137196.120149911,0.708588,0.000336144,0.686452,-0.000202529,0.70695,0.00010418,0.707264
1581137196.126590005,0.708415,0.000330357,0.686445,-0.000195798,0.706965,0.000117757,0.707249
1581137196.169362161,0.707356,0.000340275,0.686448,-0.000180811,0.707001,0.000179027,0.707213
1581137196.176133877,0.707179,0.000346559,0.68645,-0.000178811,0.706993,0.000179564,0.70722
1581137196.182541016,0.707029,0.000351408,0.68645,-0.000185505,0.706987,0.000170392,0.707227
1581137196.189441277,0.706856,0.000358051,0.68645,-0.000183888,0.706979,0.000171643,0.707234
1581137196.196149705,0.706681,0.00036473,0.686455,-0.000195951,0.706969,0.00015944,0.707245
1581137196.202503740,0.706528,0.000370547,0.686463,-0.000200654,0.706961,0.000156607,0.707252
1581137196.209281143,0.706352,0.000375136,0.686464,-0.000211164,0.706961,0.00015242,0.707252
1581137196.215509296,0.706178,0.000376911,0.686454,-0.000217884,0.70697,0.000150778,0.707243
1581137196.222315535,0.706029,0.000376103,0.686451,-0.00021647,0.706974,0.000154945,0.707239
1581137196.261655436,0.705023,0.000358897,0.686466,-0.000197838,0.706946,0.000130439,0.707268
1581137196.268373142,0.704847,0.000354657,0.686475,-0.000183954,0.706936,0.000132843,0.707277
1581137196.274465927,0.704696,0.000350606,0.686478,-0.000178123,0.706935,0.000134605,0.707278
1581137196.318251450,0.703622,0.000328086,0.686463,-0.000187648,0.707,0.00016851,0.707214
1581137196.324522118,0.703471,0.000327209,0.686465,-0.000194406,0.707,0.000162111,0.707214
1581137196.334428688,0.703296,0.000325422,0.686472,-0.000187147,0.706989,0.000157364,0.707225
1581137196.337359084,0.703147,0.00032573,0.686479,-0.000179319,0.706975,0.000153932,0.707239
1581137196.345347660,0.702972,0.000329622,0.686486,-0.00018844,0.70696,0.000137495,0.707253
1581137196.352110998,0.702772,0.000339361,0.686495,-0.000188224,0.706946,0.000138005,0.707267
1581137196.358474786,0.70262,0.000347862,0.686502,-0.000192619,0.706938,0.000136148,0.707276
1581137196.365402282,0.702445,0.000359782,0.686499,-0.000198253,0.706935,0.000136818,0.707279
1581137196.371444472,0.702296,0.000371213,0.686496,-0.000208865,0.706936,0.0001389,0.707277
1581137196.378394368,0.70212,0.000385539,0.686501,-0.00023783,0.706934,0.000127366,0.707279
1581137196.384528416,0.701943,0.000400881,0.686501,-0.000247987,0.706937,0.000135043,0.707277
