timestamp,va1,va2,va3,va4,va5,va6,va7
1581233399.501447676,-0.00869071,-0.0425728,-5.95454e-05,-0.0672477,-0.118444,-0.0167943,0.125809
1581233399.507832575,-0.0117116,-0.0674443,0.000107285,-0.0945597,-0.165714,-0.0263108,0.173814
1581233399.514475835,-0.0114657,-0.0646277,7.73488e-05,-0.0937174,-0.160745,-0.0261508,0.172537
1581233399.520650825,-0.0122075,-0.0717713,0.000114747,-0.101324,-0.177921,-0.0286079,0.189407
1581233399.527627006,-0.0109292,-0.0686142,-0.000113259,-0.0933606,-0.161563,-0.0253599,0.174065
1581233399.535571336,-0.0115003,-0.0743432,3.03003e-05,-0.102617,-0.171132,-0.024728,0.185937
1581233399.542230221,-0.0112907,-0.0735902,-4.36179e-05,-0.102402,-0.173168,-0.0226338,0.185974
1581233399.548592491,-0.0105938,-0.0689906,9.66918e-06,-0.0960993,-0.161592,-0.0210039,0.177299
1581233399.588236800,-0.0121929,-0.0723753,8.67064e-05,-0.100809,-0.164813,-0.0230761,0.175399
1581233399.594245570,-0.0120617,-0.0609561,-5.55005e-05,-0.0898525,-0.14702,-0.0245304,0.15856
1581233399.600602383,-0.0139991,-0.0694252,-9.35118e-05,-0.103988,-0.171259,-0.0283817,0.184205
1581233399.644002634,-0.0125977,-0.0618078,-5.90245e-05,-0.0911349,-0.151179,-0.0222427,0.167105
1581233399.650546262,-0.0105712,-0.0593262,1.8733e-05,-0.086508,-0.142083,-0.0197754,0.160085
1581233399.656541705,-0.0116979,-0.067359,-0.000109843,-0.100091,-0.162679,-0.0241555,0.180603
1581233399.664304800,-0.0107809,-0.0592662,0,-0.0895424,-0.148672,-0.0238027,0.164934
1581233399.670387813,-0.0105282,-0.0598675,0.000126609,-0.0899328,-0.148458,-0.0237055,0.159734
1581233399.676681198,-0.0118459,-0.0652287,0.000205934,-0.0969701,-0.160983,-0.0268078,0.17503
1581233399.683404363,-0.0111923,-0.0611869,-9.61807e-06,-0.0895669,-0.14708,-0.0258009,0.155527
1581233399.689656311,-0.0127951,-0.0662533,-0.000133472,-0.0962302,-0.155662,-0.0269605,0.16921
1581233399.696462321,-0.0113902,-0.0579095,-5.5836e-05,-0.0864501,-0.139511,-0.0254511,0.149831
1581233399.702722026,-0.01307,-0.066627,0.0001277,-0.0987684,-0.159883,-0.0261035,0.172209
1581233399.709330327,-0.0113268,-0.0595955,0.000188618,-0.0867289,-0.139868,-0.0207108,0.150757
1581233399.718700496,-0.0130475,-0.0718722,1.93217e-05,-0.103926,-0.16639,-0.0234295,0.182858
1581233399.758587038,-0.0115071,-0.0623069,-6.14606e-05,-0.0907771,-0.14224,-0.0227879,0.158059
1581233399.765201638,-0.0122945,-0.0649539,7.01456e-05,-0.0959708,-0.149667,-0.0260886,0.164503
1581233399.771590378,-0.013713,-0.0716568,0.000171775,-0.103701,-0.160594,-0.0289242,0.181065
1581233399.778305798,-0.0108485,-0.0572962,-3.57109e-05,-0.0828951,-0.126189,-0.0230453,0.142629
1581233399.784632221,-0.0138041,-0.0697944,-9.55273e-05,-0.104185,-0.159558,-0.0266052,0.178976
1581233399.791751122,-0.0110715,-0.0563972,-0.00016137,-0.0841431,-0.128863,-0.0198928,0.137286
1581233399.798405961,-0.012315,-0.0621498,0.000109878,-0.091006,-0.140322,-0.0215534,0.154872
1581233399.804828459,-0.012778,-0.0658787,0.000132008,-0.0956324,-0.146591,-0.0207422,0.157428
1581233399.811383025,-0.0112519,-0.0615824,7.69927e-05,-0.0904581,-0.138727,-0.0186249,0.150587
1581233399.817645246,-0.012085,-0.0669764,-9.0862e-05,-0.0981339,-0.15037,-0.0222164,0.160612
1581233399.824313267,-0.0102292,-0.0597162,-7.5833e-05,-0.088394,-0.134195,-0.0219848,0.147949
1581233399.868778942,-0.0109666,-0.0635686,2.17536e-05,-0.0922251,-0.14022,-0.0252167,0.152516
1581233399.875079336,-0.0127878,-0.0673564,-7.19504e-05,-0.0977611,-0.147123,-0.0220415,0.160423
1581233399.881237600,-0.0121139,-0.0599303,-9.5382e-05,-0.0884027,-0.134119,-0.0205173,0.143879
1581233399.887637497,-0.0142074,-0.0698947,0,-0.104338,-0.15493,-0.0234518,0.17142
1581233399.894271748,-0.0112997,-0.0571763,2.67562e-05,-0.0826118,-0.122518,-0.0192639,0.135427
1581233399.900666373,-0.0121278,-0.0622176,1.92569e-05,-0.0898036,-0.130919,-0.0207232,0.148739
1581233399.907315477,-0.0127594,-0.0658657,-9.76793e-05,-0.0964367,-0.137478,-0.0231303,0.156877
1581233399.913493085,-0.0118243,-0.0604191,-1.92329e-05,-0.0888358,-0.127264,-0.0241484,0.147092
1581233399.919780559,-0.0127276,-0.0664999,3.65858e-05,-0.0975142,-0.143471,-0.0284634,0.155063
1581233399.974910392,-0.00133838,-0.00701548,2.20121e-05,-0.0100951,-0.0148983,-0.00297173,0.0164226
1581233399.981351465,-0.0997387,-0.509918,-0.000263479,-0.745291,-1.07227,-0.178715,1.17182
1581233399.987534905,-0.0134312,-0.0691366,0.000105749,-0.101989,-0.146015,-0.0244492,0.162415
1581233400.032693178,-0.010148,-0.0609332,4.01064e-06,-0.0901632,-0.126737,-0.0248077,0.142009
1581233400.038396124,-0.00926602,-0.059948,-2.90783e-05,-0.0897136,-0.125506,-0.0211877,0.139145
1581233400.045407092,-0.00972896,-0.062203,-4.33234e-05,-0.092828,-0.13124,-0.020047,0.143145
1581233400.051690936,-0.0103992,-0.0663622,0.00014557,-0.0965227,-0.135512,-0.0222541,0.146099
1581233400.058300406,-0.00961213,-0.0593523,0.000218254,-0.0867558,-0.118754,-0.018636,0.129389
1581233400.064782760,-0.0114768,-0.0657646,2.70052e-05,-0.0952263,-0.132977,-0.0215855,0.146138
1581233400.071395025,-0.0107024,-0.0594547,-0.000141946,-0.0860546,-0.119488,-0.0207803,0.128069
1581233400.077471759,-0.0113928,-0.0604505,-4.85699e-05,-0.0891898,-0.121958,-0.0233974,0.134217
1581233400.083883358,-0.0121774,-0.0665733,9.05163e-06,-0.0972383,-0.1317,-0.0272929,0.141843
1581233400.124496642,-0.0116753,-0.0624329,-1.02231e-05,-0.0913569,-0.124339,-0.0238354,0.13676
1581233400.130788256,-0.0136374,-0.0686261,5.72617e-05,-0.101379,-0.138294,-0.0185713,0.151844
1581233400.173716313,-0.0121787,-0.0617346,-1.54451e-05,-0.0891658,-0.118668,-0.020208,0.13411
1581233400.180408608,-0.0118471,-0.0613299,-5.76517e-05,-0.0871762,-0.116176,-0.0303527,0.132239
1581233400.186616347,-0.012599,-0.0673703,6.36735e-05,-0.0969438,-0.127514,-0.0325844,0.143601
1581233400.193368781,-0.0107496,-0.0583669,-1.87657e-05,-0.0862125,-0.114943,-0.0277799,0.128694
1581233400.199746796,-0.0119982,-0.0693423,0,-0.100613,-0.135709,-0.0317731,0.14906
1581233400.206398857,-0.0091082,-0.0551025,3.48598e-05,-0.0766746,-0.10303,-0.0190009,0.118991
1581233400.212701390,-0.0104811,-0.0669172,-3.59823e-05,-0.0934483,-0.124197,-0.01883,0.139133
1581233400.219260247,-0.00976852,-0.0618544,-1.94851e-05,-0.0872837,-0.117199,-0.017112,0.129504
1581233400.225864655,-0.0100384,-0.0635795,-2.63714e-05,-0.0908116,-0.122121,-0.0178793,0.135053
1581233400.233461479,-0.00954179,-0.0579411,8.93204e-05,-0.0844308,-0.108778,-0.0157298,0.12367
1581233400.239623372,-0.0109057,-0.0668581,-5.47419e-05,-0.0947567,-0.122407,-0.0178051,0.139739
1581233400.246351036,-0.010403,-0.0610114,7.55117e-05,-0.0842717,-0.111182,-0.0177568,0.120541
1581233400.295973851,-0.0104771,-0.0540311,-2.04482e-05,-0.0767054,-0.0989501,-0.0205885,0.112903
1581233400.302614509,-0.0249846,-0.12743,6.64699e-05,-0.184844,-0.237071,-0.0484687,0.266531
1581233400.308678323,-0.0127629,-0.0671141,7.25078e-05,-0.0937911,-0.121248,-0.0207398,0.135969
1581233400.315359490,-0.0118708,-0.060797,1.9246e-05,-0.0868859,-0.108573,-0.0186624,0.122585
1581233400.321766418,-0.0126157,-0.06421,0,-0.0923853,-0.116768,-0.0185831,0.12956
1581233400.329404210,-0.01175,-0.0595675,-1.92372e-05,-0.0861252,-0.11057,-0.0173943,0.122952
1581233400.369530505,-0.011512,-0.0632221,-1.45184e-05,-0.0907469,-0.114445,-0.0265781,0.126605
1581233400.375732534,-0.00947448,-0.0567099,1.82613e-05,-0.0811445,-0.102054,-0.0252287,0.113538
1581233400.382438064,-0.00934668,-0.0592649,5.67056e-05,-0.083572,-0.106286,-0.0208103,0.113105
1581233400.388789690,-0.00994405,-0.0648062,-8.93734e-06,-0.0944416,-0.117798,-0.0186183,0.129308
1581233400.395502435,-0.0088044,-0.0607107,-2.90584e-05,-0.0864944,-0.108497,-0.0168436,0.118225
1581233400.437830967,-0.00907493,-0.0621801,5.68982e-06,-0.0888074,-0.107826,-0.0180645,0.122003
1581233400.444625319,-0.0105501,-0.0627417,-1.74729e-05,-0.0904706,-0.111412,-0.0237989,0.125326
1581233400.450645771,-0.0119384,-0.0647341,5.40218e-05,-0.0931127,-0.11471,-0.0258216,0.127578
1581233400.457547548,-0.0111532,-0.0591484,7.51768e-05,-0.0837192,-0.102214,-0.0227479,0.115187
1581233400.464574716,-0.0127889,-0.063677,0,-0.0892893,-0.108161,-0.0242756,0.121085
1581233400.470596934,-0.0121634,-0.0613021,-3.88117e-05,-0.0853476,-0.103655,-0.023386,0.119064
1581233400.477273175,-0.0132529,-0.0640943,-3.5574e-05,-0.0927437,-0.107076,-0.0245134,0.125164
1581233400.516853664,-0.0127239,-0.0636928,-1.19291e-05,-0.0901638,-0.104361,-0.0201776,0.123402
