timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581230562.787805207,0.164608,52.407,-2.18441,-23.5123,1.37603,0.959536,-0.308053
1581230562.794380061,0.131172,52.5588,-2.20995,-23.4773,1.36722,0.953862,-0.296038
1581230562.800490947,0.0900199,52.2733,-2.21398,-23.3792,1.36634,0.918485,-0.283355
1581230562.807781970,0.11574,51.6329,-2.18978,-23.1655,1.38571,0.864417,-0.27668
1581230562.814502376,0.200616,51.2239,-2.15752,-23.0861,1.37338,0.878768,-0.262996
1581230562.854550938,0.056584,48.3793,-2.14139,-22.9154,1.32232,0.830374,-0.277681
1581230562.860663446,0.460388,48.7291,-1.93438,-23.0848,1.32849,0.868422,-0.264999
1581230562.867224996,0.722732,48.459,-1.81339,-23.0404,1.32584,0.885777,-0.273009
1581230562.873280137,0.892484,48.1427,-1.73946,-22.8227,1.28359,0.914813,-0.275345
1581230562.879525784,0.897628,48.333,-1.72871,-22.9611,1.31088,0.902798,-0.285358
1581230562.885565869,0.82304,48.3844,-1.77307,-23.031,1.33113,0.920821,-0.285691
1581230562.892167065,0.65586,48.5671,-1.8591,-23.2192,1.31264,0.933503,-0.313059
1581230562.898298301,0.47582,48.477,-1.98546,-23.1722,1.34433,0.942181,-0.297039
1581230562.905803556,0.303496,48.2738,-2.08493,-23.2031,1.29855,0.939177,-0.304048
1581230562.912396407,0.221192,48.5825,-2.07687,-23.031,1.35314,0.922823,-0.281686
1581230562.918584909,0.223764,48.7934,-2.06477,-23.1036,1.33377,0.941513,-0.278683
1581230562.924741044,0.200616,48.2687,-2.05536,-23.1318,1.34081,0.952527,-0.263998
1581230562.965785173,-0.023148,48.8885,-2.25027,-23.316,1.31352,0.944851,-0.282688
1581230562.972207591,0.074588,48.8808,-2.17365,-23.0848,1.34521,0.908806,-0.273009
1581230562.978577355,0.30864,49.0789,-2.05939,-23.1735,1.34081,0.927162,-0.264999
1581230562.984588787,0.480964,49.0017,-1.91287,-23.5082,1.34257,0.951526,-0.275679
1581230562.991205322,0.612136,49.0223,-1.89002,-23.3416,1.33377,0.93851,-0.265666
1581230562.997374412,0.599276,48.6931,-1.93169,-23.0068,1.33641,0.924158,-0.27401
1581230563.004718439,0.686724,48.6082,-1.89674,-22.9598,1.33553,0.92783,-0.282688
1581230563.011324183,0.627568,48.6956,-1.86985,-23.1829,1.39011,0.929498,-0.287026
