timestamp,fx,fy,fz,tx,ty,tz
1581229931.047154889,-2.14141,2.6013,-1.7277,1.91322,1.74207,0.25219
1581229931.053958432,-2.83351,2.96512,-2.0274,2.06071,1.89108,0.239675
1581229931.060585716,-3.0721,3.1733,-2.02703,2.12607,1.94136,0.233978
1581229931.066763303,-3.04389,3.30831,-1.67646,2.16935,1.94905,0.231977
1581229931.074902064,-2.76892,3.32469,-1.19812,2.17802,1.9153,0.232979
1581229931.081255209,-2.53572,3.37585,-0.316991,2.21455,1.89171,0.234165
1581229931.087969520,-2.58199,3.21421,0.118471,2.18356,1.86904,0.238072
1581229931.094192005,-2.41133,3.32126,0.686446,2.24913,1.86817,0.236288
1581229931.100774005,-2.35068,3.51979,1.18734,2.31053,1.87317,0.236375
1581229931.107088970,-2.82168,3.8298,1.1228,2.4297,1.96208,0.23017
1581229931.113980494,-2.79921,3.94563,0.999607,2.46304,1.95282,0.229682
1581229931.120799423,-2.71891,3.73323,0.856112,2.40036,1.89155,0.232634
1581229931.127150943,-2.71687,3.58006,0.815715,2.37632,1.86775,0.232982
1581229931.133841826,-2.90542,3.64461,1.14197,2.43227,1.89988,0.226879
1581229931.140109257,-2.97398,3.72551,0.9917,2.47655,1.91893,0.223325
1581229931.146735471,-3.10481,3.88881,0.943048,2.5609,1.96627,0.21632
1581229931.153069516,-3.05721,3.91198,1.02177,2.57125,1.95892,0.215381
1581229931.159162113,-2.81982,4.09056,1.1132,2.61084,1.94816,0.212871
1581229931.165399070,-2.84912,4.24597,1.10474,2.66414,1.97763,0.208801
1581229931.206997117,-3.01467,4.72642,1.07466,2.848,2.11894,0.189998
1581229931.213224405,-2.73635,4.76028,1.39503,2.84559,2.08971,0.193057
1581229931.219851653,-2.73641,4.68786,1.37801,2.8336,2.09157,0.193954
1581229931.226219725,-2.6942,4.58743,1.4112,2.79458,2.06842,0.196737
1581229931.232813068,-2.94846,4.50118,1.00084,2.79099,2.09693,0.195288
1581229931.238927190,-2.78932,4.35475,0.768778,2.73955,2.05332,0.198506
1581229931.245247368,-2.45719,4.18557,1.14988,2.68182,1.9857,0.200489
1581229931.251921151,-2.32797,4.12534,1.272,2.66755,1.96187,0.199923
1581229931.258052416,-2.35395,4.11293,1.29038,2.67905,1.96751,0.19869
1581229931.264770478,-2.62994,4.20233,1.2497,2.71905,2.006,0.194455
1581229931.270957545,-2.83892,4.34355,1.15138,2.77295,2.04716,0.191629
1581229931.282244128,-2.28889,4.61341,1.58061,2.83608,2.00248,0.193812
1581229931.288889978,-2.29234,4.79261,1.73436,2.89853,2.0257,0.191855
1581229931.295151704,-2.73345,4.9989,1.74255,2.98385,2.1073,0.185583
1581229931.301385664,-2.97442,5.04607,1.61289,2.99568,2.13121,0.183385
1581229931.308761286,-2.89307,5.08522,1.51489,3.00454,2.12215,0.183882
1581229931.315110485,-2.72109,4.96855,1.61154,2.96853,2.08302,0.186817
1581229931.321237871,-2.70296,5.04602,1.53698,3.03258,2.11453,0.184259
1581229931.327904879,-2.83217,5.01045,1.28513,3.04108,2.13343,0.183301
1581229931.335745299,-2.8755,5.03426,1.29633,3.04162,2.13259,0.185417
1581229931.384821235,-2.5794,4.65175,1.24503,2.89905,2.01994,0.189006
1581229931.391208377,-2.58536,4.82587,1.18537,2.98635,2.0619,0.183458
1581229931.397849519,-2.68324,4.92675,1.11826,3.029,2.08906,0.180001
1581229931.404068097,-2.47768,4.93313,1.43842,3.00328,2.04655,0.181966
1581229931.410346141,-2.50653,4.93877,1.36609,3.00405,2.0459,0.181074
1581229931.416995021,-2.64672,5.04016,1.46662,3.04806,2.07825,0.176835
1581229931.423839360,-2.83399,5.06791,1.54502,3.06813,2.10337,0.171837
1581229931.429975212,-2.84782,5.15701,1.44499,3.10652,2.12002,0.166505
1581229931.436284803,-2.70474,5.07695,1.57921,3.07413,2.0877,0.166178
1581229931.442918896,-2.94803,5.17224,1.3433,3.12274,2.13485,0.160682
1581229931.449135140,-2.86976,5.07555,1.2095,3.0933,2.11134,0.159659
1581229931.455307408,-3.11735,5.14461,1.14947,3.13972,2.15724,0.157371
1581229931.462156895,-2.97921,5.10402,1.15364,3.12251,2.12909,0.15847
1581229931.501181975,-2.58031,5.28923,1.81774,3.17387,2.07047,0.165474
1581229931.508030137,-2.73762,5.34654,1.90808,3.22275,2.10836,0.163949
1581229931.514238804,-3.01327,5.46727,1.66276,3.27654,2.15698,0.1606
1581229931.520374043,-2.98636,5.50526,1.64183,3.28548,2.15453,0.163507
1581229931.526843442,-2.86987,5.43584,1.72001,3.24163,2.11692,0.167689
1581229931.533084371,-2.73816,5.56098,1.71267,3.28587,2.12052,0.169266
1581229931.539244557,-2.7271,5.55285,1.62892,3.29498,2.12279,0.171628
1581229931.545429999,-3.0561,5.7239,1.36576,3.3712,2.19124,0.168214
1581229931.552181504,-3.21514,5.57939,1.2274,3.32374,2.18273,0.170958
1581229931.558152046,-2.9218,5.54467,1.4024,3.30612,2.14147,0.172782
1581229931.564221258,-2.71397,5.46852,1.55014,3.28426,2.10865,0.174216
1581229931.570304260,-2.85234,5.49891,1.59484,3.30739,2.13094,0.170843
1581229931.614238617,-2.71229,5.43533,1.43805,3.26865,2.06952,0.172165
1581229931.620334686,-2.49441,5.36524,1.41894,3.23393,2.03018,0.173935
1581229931.626949203,-2.39768,5.27512,1.77099,3.20353,2.0066,0.173231
1581229931.633090708,-2.57249,5.32879,1.74781,3.24468,2.0465,0.16864
1581229931.639286266,-2.74116,5.40281,1.64879,3.28052,2.08085,0.161382
1581229931.645851621,-2.87177,5.39077,1.49716,3.28625,2.09988,0.157836
1581229931.651996112,-2.90027,5.45783,1.38623,3.30202,2.10874,0.155447
1581229931.658071810,-2.74834,5.46218,1.36084,3.29886,2.09066,0.15546
1581229931.664282042,-2.83693,5.67412,1.19029,3.37706,2.13309,0.149537
1581229931.670397523,-2.90525,5.67603,1.20372,3.37768,2.13554,0.149227
1581229931.678121688,-2.90623,5.67701,1.18749,3.37929,2.1328,0.150093
1581229931.684302513,-2.8154,5.74169,1.14227,3.40502,2.13307,0.148468
1581229931.725407620,-2.56669,5.76797,1.91395,3.40126,2.07585,0.14521
1581229931.732214643,-2.68791,5.89135,1.80732,3.4501,2.10847,0.142488
1581229931.738187302,-2.91719,5.83384,1.58382,3.43577,2.12502,0.143226
1581229931.744932676,-2.81206,5.79966,1.52073,3.42218,2.10553,0.147373
1581229931.750945442,-2.61843,5.62964,1.371,3.37212,2.06579,0.15396
1581229931.757137887,-2.75552,5.65292,1.14116,3.40259,2.09269,0.153313
1581229931.763238985,-2.82495,5.5785,1.10252,3.38679,2.09079,0.15633
1581229931.815178652,-2.35276,5.7892,1.70819,3.4368,2.03084,0.163812
1581229931.821390590,-2.43022,5.84562,1.54602,3.48838,2.0649,0.160268
1581229931.828302836,-2.69659,5.80245,1.33536,3.48949,2.09218,0.159446
1581229931.834864852,-2.74536,5.84431,1.32725,3.50905,2.1043,0.158426
1581229931.841243027,-2.44413,5.73388,1.52638,3.45083,2.04806,0.162829
1581229931.847978670,-2.60576,5.86201,1.67874,3.50199,2.08618,0.157536
1581229931.854925065,-2.71841,5.94281,1.72182,3.54152,2.11402,0.152159
1581229931.861128128,-2.92006,6.15415,1.33474,3.61446,2.16406,0.14523
1581229931.867872370,-2.80788,6.05686,1.35112,3.56291,2.12908,0.147018
1581229931.875175618,-2.67888,5.95956,1.44522,3.52312,2.09913,0.14791
1581229931.881836207,-2.50027,5.99108,1.58917,3.54798,2.09112,0.143297
1581229931.888219744,-2.83317,5.959,1.53218,3.5697,2.13644,0.138604
1581229931.894747962,-3.02386,6.08118,1.22391,3.6199,2.17477,0.134282
1581229931.901010568,-2.67116,5.96753,1.13747,3.55683,2.10821,0.140605
1581229931.941809191,-2.50098,5.95514,1.64142,3.5222,2.04465,0.146408
1581229931.947981058,-2.45401,5.90416,1.60747,3.52938,2.04195,0.144744
1581229931.954137335,-2.59046,6.01279,1.51317,3.57905,2.07244,0.139932
1581229931.960320277,-2.76226,5.99055,1.3625,3.57072,2.08252,0.138927
1581229931.966932294,-2.65725,6.04172,1.23089,3.57666,2.06872,0.13942
1581229931.974307137,-2.41109,6.02637,1.32598,3.55574,2.02874,0.143256
1581229931.980919045,-2.51817,6.09309,1.3117,3.59101,2.05091,0.139808
1581229931.987149506,-2.90873,6.15491,1.08527,3.64522,2.10941,0.135216
1581229931.994056012,-2.73288,6.14906,1.24725,3.63755,2.08254,0.135902
1581229932.000351407,-2.78673,6.1069,1.17501,3.61899,2.07667,0.135711
1581229932.006848351,-2.67932,6.06442,1.27233,3.61111,2.05728,0.136889
1581229932.013127154,-2.60967,6.16774,1.27287,3.66511,2.06849,0.131881
1581229932.055061158,-2.74056,6.57078,1.42311,3.82208,2.1126,0.119617
1581229932.061294199,-2.49841,6.59477,1.70213,3.81172,2.07896,0.124335
1581229932.067991567,-2.57708,6.54067,1.68434,3.79806,2.08194,0.128095
1581229932.075117970,-2.80092,6.56629,1.52884,3.82204,2.11553,0.129035
