timestamp,posx,posy,posz,ox,oy,oz, ow
1581147469.503170476,0.719734,0.000513557,0.685462,-0.000205366,0.707043,0.000316399,0.70717
1581147469.510079882,0.719652,0.00050564,0.685433,-0.000189344,0.707051,0.000317745,0.707162
1581147469.516242584,0.719554,0.000501855,0.685407,-0.000168812,0.707057,0.000324164,0.707157
1581147469.524836317,0.719439,0.000502444,0.685395,-0.000175861,0.707053,0.000304888,0.70716
1581147469.535961822,0.719206,0.000509672,0.685388,-0.000186707,0.707044,0.000285676,0.70717
1581147469.542122976,0.719071,0.000507296,0.685397,-0.000187065,0.707034,0.000275956,0.70718
1581147469.548861350,0.718901,0.000501814,0.685409,-0.000182969,0.707028,0.000273772,0.707185
1581147469.589218511,0.717806,0.000500004,0.685505,-0.000260875,0.707032,0.000250133,0.707181
1581147469.595967639,0.717611,0.000501008,0.685524,-0.000264064,0.707032,0.00025696,0.707181
1581147469.602125655,0.717444,0.000501651,0.685544,-0.000272156,0.707029,0.000256236,0.707184
1581147469.608890240,0.71725,0.000504194,0.68556,-0.000283169,0.707025,0.000250821,0.707188
1581147469.615035568,0.717087,0.000504572,0.685577,-0.000287044,0.707016,0.000243461,0.707197
1581147469.622786252,0.716873,0.000507854,0.685594,-0.000291023,0.707007,0.000236718,0.707207
1581147469.629028897,0.716713,0.000512121,0.685602,-0.000296181,0.707004,0.000232887,0.70721
1581147469.635234229,0.716556,0.000516188,0.685611,-0.000301056,0.706998,0.00022885,0.707215
1581147469.641894119,0.716379,0.000519931,0.685611,-0.00030201,0.706998,0.000228399,0.707216
1581147469.648095689,0.716231,0.000523014,0.685607,-0.000303755,0.707,0.000230991,0.707213
1581147469.654787862,0.716058,0.000527721,0.685608,-0.000310923,0.707005,0.000235236,0.707209
1581147469.694156670,0.715105,0.000512951,0.685617,-0.000294352,0.70697,0.000207069,0.707243
1581147469.701000264,0.714934,0.000505231,0.685622,-0.000279345,0.706948,0.000190408,0.707266
1581147469.707786306,0.714765,0.000502049,0.68562,-0.000278766,0.706938,0.000177058,0.707276
1581147469.714075087,0.714621,0.000500784,0.685613,-0.000274923,0.70694,0.000178234,0.707274
1581147469.720615399,0.714452,0.000502979,0.685608,-0.000272616,0.706947,0.00019065,0.707266
1581147469.727080015,0.714304,0.000506131,0.685608,-0.000281904,0.706957,0.000197057,0.707257
1581147469.733697718,0.714129,0.000509973,0.685606,-0.000286348,0.706966,0.00020877,0.707247
1581147469.740074183,0.713982,0.000512129,0.6856,-0.000293824,0.706979,0.000216379,0.707235
1581147469.746211672,0.713812,0.000513035,0.685589,-0.000296105,0.706995,0.000230058,0.707219
1581147469.752965532,0.713665,0.000514522,0.685582,-0.000304792,0.707007,0.000234766,0.707207
1581147469.792351643,0.712703,0.000486956,0.685567,-0.000222757,0.706992,0.0002572,0.707222
1581147469.799111953,0.712529,0.000482228,0.685571,-0.000202882,0.706983,0.00026223,0.70723
1581147469.805199873,0.712379,0.000481736,0.685572,-0.000195654,0.706981,0.000266736,0.707233
1581147469.811991102,0.712206,0.000484777,0.685573,-0.00021223,0.70698,0.000254622,0.707234
1581147469.818157587,0.712057,0.000489359,0.68557,-0.000213266,0.706984,0.000260784,0.70723
1581147469.825985418,0.711857,0.000494838,0.685571,-0.000216385,0.706987,0.000265758,0.707226
1581147469.832123085,0.711708,0.000498869,0.685572,-0.000214273,0.706987,0.000272541,0.707226
1581147469.838782300,0.711533,0.000503004,0.685569,-0.000220673,0.706989,0.000269979,0.707224
1581147469.845100266,0.711384,0.000504769,0.685568,-0.000224572,0.706987,0.000263713,0.707227
1581147469.851281951,0.711208,0.000505917,0.685575,-0.000218287,0.706975,0.000261727,0.707238
1581147469.858196167,0.711059,0.000505339,0.685578,-0.000220879,0.706968,0.000251064,0.707245
1581147469.898271678,0.710066,0.000487812,0.685545,-0.000224371,0.707012,0.000265523,0.707202
1581147469.905145382,0.709892,0.000487131,0.685538,-0.000228114,0.707025,0.000272512,0.707189
1581147469.911624636,0.709716,0.000487996,0.685533,-0.000228389,0.707037,0.000283698,0.707177
1581147469.918156762,0.709564,0.000487218,0.685535,-0.000234159,0.707042,0.000284595,0.707171
1581147469.925828966,0.709365,0.000485272,0.685526,-0.000229603,0.707048,0.000289203,0.707165
1581147469.932169869,0.709218,0.0004794,0.685524,-0.000220616,0.707043,0.000284509,0.707171
1581147469.938260795,0.709044,0.00047261,0.685528,-0.000206393,0.707032,0.000282956,0.707182
1581147469.944991845,0.708893,0.000467308,0.685533,-0.000209925,0.707021,0.000265602,0.707192
1581147469.951103370,0.708741,0.000461534,0.685542,-0.000212247,0.707009,0.00024965,0.707205
1581147469.957938675,0.708566,0.000454906,0.685546,-0.000210075,0.706999,0.000237013,0.707215
1581147469.964079312,0.708417,0.000449355,0.685543,-0.000221127,0.706996,0.000217199,0.707217
1581147470.005111152,0.707389,0.000452254,0.685537,-0.000253442,0.707002,0.000192308,0.707211
1581147470.011140255,0.707236,0.000457134,0.685542,-0.000258822,0.706994,0.000184827,0.707219
1581147470.017827181,0.70706,0.000463487,0.685545,-0.000264116,0.706986,0.000178587,0.707227
1581147470.025238909,0.706887,0.00047205,0.685546,-0.000265973,0.706981,0.000181536,0.707232
1581147470.032136856,0.706715,0.000482051,0.685538,-0.000278842,0.706986,0.000180778,0.707228
1581147470.038833982,0.70654,0.000492576,0.685536,-0.000272167,0.70699,0.000200606,0.707223
1581147470.044929911,0.706388,0.000501526,0.685541,-0.000270229,0.706995,0.000216734,0.707218
1581147470.051305783,0.706212,0.000511297,0.685533,-0.00026556,0.707011,0.00023966,0.707203
1581147470.057769543,0.706063,0.000515396,0.685525,-0.000261844,0.707022,0.000254058,0.707192
1581147470.063996166,0.705914,0.000518809,0.685519,-0.000266625,0.707034,0.00026284,0.707179
1581147470.070227366,0.705764,0.000519808,0.685514,-0.000264827,0.707046,0.000275148,0.707168
1581147470.111210078,0.704739,0.000506421,0.68551,-0.000202399,0.707029,0.000294102,0.707185
1581147470.117272453,0.704588,0.000503829,0.685509,-0.000185294,0.707024,0.00030159,0.707189
1581147470.124976038,0.704389,0.000498263,0.685506,-0.000181705,0.707019,0.000291858,0.707194
1581147470.131145739,0.704239,0.000493467,0.685508,-0.000186122,0.707018,0.000282537,0.707196
1581147470.137772411,0.704063,0.000488611,0.685508,-0.000177984,0.70702,0.000285969,0.707194
1581147470.143984790,0.703913,0.000483742,0.685503,-0.000179694,0.707025,0.000280876,0.707189
1581147470.150272249,0.703738,0.000479115,0.685503,-0.000183275,0.707026,0.000275256,0.707187
1581147470.157023737,0.703589,0.000474853,0.685503,-0.0001888,0.707027,0.000267885,0.707186
1581147470.163184658,0.703438,0.000470959,0.685506,-0.000198995,0.707024,0.000252894,0.707189
1581147470.169764963,0.703286,0.000465662,0.685516,-0.000192935,0.707013,0.000247526,0.7072
1581147470.175948054,0.703113,0.000459662,0.685516,-0.000186698,0.707005,0.000238907,0.707208
1581147470.264128253,0.700928,0.000508028,0.6855,-0.000234037,0.707048,0.00028101,0.707166
1581147470.270707951,0.700751,0.000499022,0.685505,-0.000222236,0.707032,0.000269721,0.707181
1581147470.277219977,0.700601,0.000492368,0.685507,-0.00021784,0.70702,0.000257271,0.707194
1581147470.283881183,0.700427,0.000484486,0.685511,-0.000226833,0.707008,0.000232534,0.707206
1581147470.290763613,0.700274,0.000481101,0.685516,-0.000231037,0.707006,0.000226212,0.707208
1581147470.296949723,0.700095,0.000480341,0.685513,-0.000244146,0.707018,0.000222434,0.707196
1581147470.303251686,0.699919,0.000478567,0.685512,-0.000264922,0.707027,0.000210953,0.707186
1581147470.310258067,0.699771,0.000477536,0.685514,-0.000273735,0.707032,0.000209222,0.707182
1581147470.316964039,0.699598,0.000474637,0.685512,-0.000280277,0.70704,0.000209198,0.707174
1581147470.324942873,0.699394,0.000471078,0.685522,-0.000281442,0.707043,0.000211152,0.70717
1581147470.337793379,0.699218,0.000467735,0.685525,-0.000274527,0.707046,0.000216922,0.707167
1581147470.338029532,0.699068,0.000464648,0.685526,-0.000277168,0.707045,0.000208658,0.707168
1581147470.377834108,0.698068,0.000460037,0.685555,-0.000243205,0.707,0.000202449,0.707214
1581147470.384053902,0.697894,0.000466639,0.685562,-0.000237084,0.706997,0.000216211,0.707217
