timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581303438.620195668,0.465532,49.6344,-1.88195,-22.7326,1.28711,1.09237,-0.371132
1581303438.626501849,0.236624,50.8767,-2.05805,-23.1224,1.30648,1.08369,-0.362121
1581303438.633185004,0.059156,51.7743,-2.18978,-23.4061,1.31968,1.08336,-0.356781
1581303438.639485799,0.15432,52.1936,-2.16021,-23.4585,1.30207,1.06934,-0.350439
1581303438.696344321,0.486108,49.6139,-1.92497,-23.1695,1.2695,0.977892,-0.333752
1581303438.702919291,0.444956,49.3026,-1.89674,-23.0109,1.28359,0.97055,-0.323072
1581303438.709240509,0.367796,49.1663,-1.9989,-22.8832,1.29063,0.943182,-0.31673
1581303438.715391776,0.213476,48.6494,-2.08896,-22.9571,1.27038,0.956532,-0.3194
1581303438.722122968,0.198044,48.4745,-2.0446,-22.9477,1.30119,0.971885,-0.316397
1581303438.764792741,0.084876,48.6494,-2.08493,-23.0982,1.31088,0.963541,-0.318399
1581303438.771527470,0.601848,48.9631,-1.86447,-23.1628,1.27302,0.999586,-0.298374
1581303438.778296714,0.3215,48.459,-2.03788,-22.9799,1.26246,0.987571,-0.307385
1581303438.785146804,0.15432,48.4179,-2.10913,-22.6452,1.29855,0.935506,-0.30338
1581303438.791980957,-0.018004,48.9323,-2.19516,-22.8912,1.25189,0.970216,-0.331415
1581303438.798178969,-0.144032,48.9786,-2.24355,-23.0794,1.30119,0.976224,-0.311724
1581303438.804425772,-0.043724,48.868,-2.25296,-23.0324,1.2739,0.987905,-0.315062
1581303438.844160473,0.005144,48.6828,-2.22339,-22.8939,1.29327,0.972552,-0.308387
1581303438.850411312,0.715016,49.2461,-1.85372,-23.1655,1.29063,0.988906,-0.294035
1581303438.857169794,0.717588,49.5007,-1.82952,-23.3805,1.31528,0.98657,-0.293034
1581303438.863353324,0.686724,49.4518,-1.92497,-23.3765,1.29943,1.00493,-0.287026
1581303438.869502636,0.573556,49.3952,-2.00024,-23.0203,1.32849,0.972552,-0.280685
1581303438.913311755,0.336932,48.3561,-2.04595,-23.0593,1.3144,0.995247,-0.291699
1581303438.920056428,0.375512,48.4102,-2.04057,-22.8764,1.34697,0.966879,-0.283689
1581303438.926401245,0.421808,48.4976,-2.05133,-22.8106,1.30119,0.939177,-0.289363
1581303438.933073302,0.406376,48.5799,-2.05267,-22.9692,1.32144,0.973887,-0.264999
1581303438.939434655,0.48868,48.814,-2.00562,-22.9826,1.31704,0.978894,-0.266668
1581303438.947239631,0.573556,49.2924,-1.97605,-23.3295,1.37691,0.994246,-0.246976
1581303438.954094199,0.573556,49.1406,-1.98815,-23.2515,1.31088,0.975222,-0.26066
1581303438.960499158,0.506684,48.8551,-2.03654,-22.9544,1.30736,0.963875,-0.258324
1581303438.967210934,0.447528,48.5388,-2.0688,-23.109,1.29767,0.97322,-0.271006
1581303438.973561991,0.511828,48.6133,-1.9868,-23.148,1.29855,0.980229,-0.263664
1581303438.980152004,0.627568,48.7522,-1.94916,-23.2663,1.28799,1.02262,-0.273343
1581303438.986538310,0.635284,48.5336,-1.9411,-23.191,1.28887,1.02996,-0.273676
1581303439.064004973,0.8359,48.4745,-1.85506,-22.9437,1.28887,0.970884,-0.278015
1581303439.070242837,0.82304,48.6288,-1.87792,-23.3295,1.29855,0.99725,-0.271006
1581303439.076302520,0.753596,48.7882,-1.92631,-23.1507,1.31264,1.01027,-0.248311
