timestamp,posx,posy,posz,ox,oy,oz, ow
1581135676.450108898,0.718715,0.000477754,0.685859,-0.000218473,0.707063,0.000288263,0.70715
1581135676.456637647,0.718551,0.000473773,0.685884,-0.000213632,0.707045,0.000281576,0.707168
1581135676.463182782,0.718353,0.000468438,0.685919,-0.000219377,0.70702,0.000259853,0.707194
1581135676.469485091,0.718181,0.000465095,0.685954,-0.00021537,0.706996,0.000249234,0.707217
1581135676.477264758,0.717952,0.000458493,0.685999,-0.000222166,0.706964,0.000219467,0.70725
1581135676.531078228,0.716501,0.000472576,0.686162,-0.000278698,0.706916,0.000197009,0.707297
1581135676.537475731,0.716348,0.000477951,0.68616,-0.000281996,0.706918,0.000197698,0.707295
1581135676.544302191,0.716172,0.000479126,0.686164,-0.000279455,0.706913,0.000195752,0.7073
1581135676.551028368,0.715994,0.000481329,0.686171,-0.000273229,0.706908,0.00019854,0.707306
1581135676.557450282,0.715818,0.000482028,0.686169,-0.000272925,0.706908,0.000197318,0.707305
1581135676.564207129,0.715672,0.000479811,0.686164,-0.000261563,0.706908,0.000203799,0.707305
1581135676.570500108,0.715504,0.000473941,0.686157,-0.00025272,0.706909,0.000204688,0.707304
1581135676.579229421,0.715312,0.000469422,0.686144,-0.000245489,0.706919,0.000213678,0.707294
1581135676.586129836,0.715138,0.000467268,0.686144,-0.000249019,0.706925,0.000214967,0.707289
1581135676.592508831,0.714968,0.000466704,0.686129,-0.000243788,0.70694,0.00023003,0.707273
1581135676.599103314,0.714824,0.00046767,0.686115,-0.00024623,0.706955,0.000238057,0.707259
1581135676.675125035,0.713844,0.000463241,0.686101,-0.000256411,0.706942,0.000210051,0.707272
1581135676.681585019,0.712773,0.00044548,0.686094,-0.000240569,0.706948,0.000211482,0.707265
1581135676.688391341,0.712622,0.000443796,0.686093,-0.000247198,0.706954,0.000209459,0.707259
1581135676.695343447,0.712447,0.000443684,0.686089,-0.000241706,0.70696,0.000216516,0.707254
1581135676.702155203,0.712273,0.000444765,0.686084,-0.000238148,0.706961,0.000218507,0.707253
1581135676.709148146,0.712099,0.000447855,0.686084,-0.000232482,0.706958,0.00022455,0.707256
1581135676.716985078,0.711899,0.000451418,0.686088,-0.000226385,0.706952,0.000229345,0.707261
1581135676.723421097,0.711749,0.000454507,0.686086,-0.000217257,0.706951,0.000237756,0.707262
