timestamp,x,y,z,a,b,c
1581319505.685771273,-5.55782e-05,-0.000310505,-3.06323e-15,-nan,-nan,-nan
1581319505.692062072,-7.06529e-05,-0.000288269,-3.98093e-15,-nan,-nan,-nan
1581319505.698796324,-8.3015e-05,-0.000352453,-4.63107e-15,-nan,-nan,-nan
1581319505.704881227,-4.93863e-05,-0.000279377,-2.67395e-15,-nan,-nan,-nan
1581319505.711255192,-5.88336e-05,-0.000299169,-3.21266e-15,-nan,-nan,-nan
1581319505.717674708,-8.48772e-05,-0.000374865,-4.70592e-15,-nan,-nan,-nan
1581319505.723972571,-7.13271e-05,-0.000261321,-3.97727e-15,-nan,-nan,-nan
1581319505.730173666,-8.02734e-05,-0.000348808,-4.44696e-15,-nan,-nan,-nan
1581319505.736673464,-6.45605e-05,-0.000311398,-3.54084e-15,-nan,-nan,-nan
1581319505.743915840,-5.00798e-05,-0.000319195,-2.69672e-15,-nan,-nan,-nan
1581319505.750796918,-6.58993e-05,-0.000352884,-3.56447e-15,-nan,-nan,-nan
1581319505.795205193,-1.27278e-05,-8.78165e-05,-6.72412e-16,-nan,-nan,-nan
1581319505.801263501,-0.00118351,-0.00147382,-2.18165e-14,-nan,-nan,-nan
1581319505.808087120,-0.00075916,0.00179709,-7.21316e-15,-nan,-nan,-nan
1581319505.814257242,-0.00145387,0.00295498,-2.73063e-14,-nan,-nan,-nan
1581319505.820921735,-0.00208991,0.003099,-5.90067e-14,-nan,-nan,-nan
1581319505.827133576,-0.00290295,0.00495107,-8.44246e-14,-nan,-nan,-nan
1581319505.833746741,-0.00297301,0.00608359,-8.49856e-14,-nan,-nan,-nan
1581319505.841202021,-0.00328862,0.00796023,-9.26574e-14,-nan,-nan,-nan
1581319505.847873315,-0.00385766,0.0116941,-1.03173e-13,-nan,-nan,-nan
1581319505.854185649,-0.00426185,0.0132546,-1.11911e-13,-nan,-nan,-nan
1581319505.860787933,-0.00413611,0.0140409,-1.05618e-13,-nan,-nan,-nan
1581319505.903868334,-0.000599669,0.0023843,-1.36375e-14,-nan,-nan,-nan
1581319505.910116823,-0.0294407,0.136587,-5.26097e-13,-nan,-nan,-nan
1581319505.916799165,-0.00392808,0.0176355,-7.49714e-14,-nan,-nan,-nan
1581319505.923174009,-0.00467685,0.0196878,-9.83068e-14,-nan,-nan,-nan
1581319505.929812111,-0.00468832,0.0191107,-1.11037e-13,-nan,-nan,-nan
1581319505.936250374,-0.00516114,0.0201735,-1.2513e-13,-nan,-nan,-nan
1581319505.943998362,-0.00459806,0.0174862,-1.07543e-13,-nan,-nan,-nan
1581319505.950191433,-0.00487732,0.0176265,-1.14927e-13,-nan,-nan,-nan
1581319505.991109224,-0.00416531,0.0165601,-8.2768e-14,-nan,-nan,-nan
1581319505.997828164,-0.00335214,0.0150892,-5.39474e-14,-nan,-nan,-nan
1581319506.004108045,-0.004241,0.0165739,-7.68377e-14,-nan,-nan,-nan
1581319506.010816792,-0.00354715,0.012756,-7.20853e-14,-nan,-nan,-nan
1581319506.058306582,-0.00420307,0.0132353,-1.08122e-13,-nan,-nan,-nan
1581319506.065011050,-0.00675244,0.0257198,-1.44709e-13,-nan,-nan,-nan
1581319506.071846744,-0.00429971,0.0175492,-8.10128e-14,-nan,-nan,-nan
1581319506.078088609,-0.00438062,0.0174774,-8.10882e-14,-nan,-nan,-nan
1581319506.084702294,-0.0034828,0.0140239,-6.35636e-14,-nan,-nan,-nan
1581319506.090833827,-0.00405239,0.0159255,-8.28786e-14,-nan,-nan,-nan
1581319506.097276074,-0.00455725,0.0163032,-1.04091e-13,-nan,-nan,-nan
1581319506.103748000,-0.00450838,0.0153994,-1.10227e-13,-nan,-nan,-nan
1581319506.152850986,-0.00425152,0.0157606,-9.22189e-14,-nan,-nan,-nan
1581319506.158993731,-0.00361663,0.0163256,-5.71057e-14,-nan,-nan,-nan
1581319506.165277740,-0.00397568,0.0168935,-6.24002e-14,-nan,-nan,-nan
