timestamp,va1,va2,va3,va4,va5,va6,va7
1581319414.423113188,-0.00694622,-0.0338724,-2.13255e-05,-0.0577421,-0.110901,-0.016251,0.117607
1581319414.429738337,-0.0091113,-0.0556956,0,-0.0841097,-0.158854,-0.0220727,0.169177
1581319414.437201561,-0.00928823,-0.0532434,-5.33777e-05,-0.0772418,-0.147806,-0.0209786,0.157824
1581319414.443863311,-0.0134883,-0.0736722,6.65819e-05,-0.102675,-0.195404,-0.0267484,0.204789
1581319414.450914588,-0.0133163,-0.0710201,0,-0.099698,-0.190807,-0.0248048,0.20004
1581319414.457782774,-0.0132699,-0.0714906,-7.66085e-05,-0.0987028,-0.189262,-0.0220711,0.196852
1581319414.464297707,-0.0133874,-0.0726462,-9.54311e-05,-0.102805,-0.192904,-0.0202503,0.198721
1581319414.471135402,-0.0138815,-0.0748598,7.9024e-05,-0.102693,-0.190986,-0.0200276,0.200759
1581319414.477801409,-0.0137331,-0.071272,0.000163483,-0.0963436,-0.177677,-0.0186859,0.186696
1581319414.485863189,-0.0144575,-0.0721469,5.91068e-05,-0.0984688,-0.179985,-0.0197617,0.189395
1581319414.492363156,-0.0169289,-0.0807288,-1.93427e-05,-0.111889,-0.20037,-0.0242863,0.218422
1581319414.546666749,-0.00160467,-0.00777152,9.89892e-06,-0.0107477,-0.0196089,-0.00253955,0.0211303
1581319414.553207643,-0.113587,-0.563936,-0.000121823,-0.814782,-1.44393,-0.203897,1.58185
1581319414.559230363,-0.0127686,-0.064639,-0.000150333,-0.0949777,-0.17371,-0.0193563,0.185746
1581319414.565993032,-0.0108974,-0.0607045,-1.89741e-05,-0.0862963,-0.158897,-0.0167827,0.173608
1581319414.572238241,-0.0123748,-0.0679385,-9.12065e-05,-0.0992358,-0.179161,-0.0190137,0.19259
1581319414.578931375,-0.0109213,-0.0582752,-0.000104275,-0.0890671,-0.158025,-0.0189037,0.169517
1581319414.585039268,-0.0110606,-0.0587213,-2.91334e-05,-0.0899125,-0.1605,-0.0212861,0.175358
1581319414.591463247,-0.0113024,-0.0648385,2.73013e-05,-0.0982269,-0.176965,-0.0249435,0.188255
1581319414.598090825,-0.0101985,-0.0606862,0.000271703,-0.0905927,-0.163424,-0.0246374,0.175518
1581319414.604225909,-0.00996811,-0.064885,0.000140767,-0.0956779,-0.172834,-0.0273265,0.184194
1581319414.610854255,-0.00918756,-0.0593451,-8.63159e-05,-0.0901973,-0.161977,-0.0252993,0.173221
1581319414.617175492,-0.00966855,-0.0642643,-0.000207824,-0.0988271,-0.172812,-0.0267015,0.19076
1581319414.695302914,-0.0099114,-0.0617339,1.99731e-05,-0.0918791,-0.158283,-0.0220468,0.17333
1581319414.702191053,-0.0119121,-0.0692387,-0.000133089,-0.104043,-0.172158,-0.0298421,0.18643
1581319414.708155922,-0.0113316,-0.0643336,-7.98648e-05,-0.0957283,-0.16228,-0.026603,0.177995
1581319414.714958364,-0.0102725,-0.0601399,-0.000144688,-0.089607,-0.151628,-0.0219725,0.16353
1581319414.721274804,-0.0123808,-0.0648465,0.000132941,-0.0970881,-0.161268,-0.0219523,0.17825
1581319414.727860339,-0.0119257,-0.0610987,0.000276894,-0.0884065,-0.15193,-0.0199461,0.162453
1581319414.734055473,-0.0124135,-0.0610761,9.72057e-05,-0.0898499,-0.152672,-0.0181197,0.167033
1581319414.741331227,-0.0134641,-0.0648236,-2.33353e-05,-0.0971498,-0.160754,-0.0196866,0.176309
1581319414.748004032,-0.0123184,-0.0606347,-6.69959e-05,-0.0886406,-0.149405,-0.0188939,0.161852
1581319414.754276927,-0.0140582,-0.0676814,-0.00015458,-0.0980076,-0.165076,-0.021733,0.181166
1581319414.760762903,-0.0125544,-0.060815,7.63675e-05,-0.0894753,-0.147575,-0.0210991,0.162281
1581319414.767005108,-0.0127963,-0.0600647,-4.80053e-05,-0.0900635,-0.148141,-0.0230294,0.164278
1581319414.809301614,-0.0126395,-0.0654612,1.41135e-05,-0.0941172,-0.155171,-0.0256276,0.166781
1581319414.815895984,-0.0107019,-0.0625983,-0.000121931,-0.0866847,-0.140421,-0.0198469,0.152331
1581319414.822150894,-0.0121216,-0.0689641,-8.96706e-05,-0.0980399,-0.15378,-0.021419,0.168609
1581319414.828787113,-0.0112717,-0.0629806,-1.93229e-05,-0.0905413,-0.143551,-0.0197304,0.157485
1581319414.835078623,-0.0131467,-0.0710171,0.000142783,-0.101528,-0.165186,-0.0243705,0.18097
1581319414.843342406,-0.0112947,-0.0610561,0,-0.0859086,-0.139073,-0.0211416,0.152595
1581319414.849887350,-0.0120502,-0.0645048,4.80162e-05,-0.088634,-0.141676,-0.0230155,0.157949
1581319414.889351412,-0.0129058,-0.0653859,-4.8285e-05,-0.093565,-0.144113,-0.024455,0.161503
1581319414.896079732,-0.0117265,-0.0607428,0.000114594,-0.0888366,-0.138472,-0.0190508,0.1502
1581319414.902052057,-0.0120134,-0.0616992,9.65681e-05,-0.0892798,-0.138444,-0.0189086,0.149743
1581319414.908351947,-0.0130509,-0.0679825,0.000199389,-0.097927,-0.14807,-0.0193951,0.164876
1581319414.951396392,-0.0120754,-0.0621989,-7.08324e-05,-0.0913831,-0.140694,-0.0222667,0.152443
1581319414.957956376,-0.0109912,-0.0635554,-0.000193445,-0.0949726,-0.143656,-0.0252358,0.156945
1581319414.964229280,-0.0107028,-0.0640943,3.50583e-05,-0.0933715,-0.144444,-0.0256482,0.158921
1581319414.971009527,-0.00987327,-0.0598896,0.000219844,-0.0879516,-0.133825,-0.0238469,0.146341
1581319414.977155786,-0.0100095,-0.0649583,0.000296237,-0.0977786,-0.145673,-0.0238791,0.162207
