timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581157231.762704032,0.05144,51.0027,-2.05805,-23.0861,1.35666,1.03263,-0.280351
1581157231.768928119,-0.10288,51.0259,-2.12123,-23.1023,1.35226,0.908806,-0.287694
1581157231.775679517,-0.133744,50.6684,-2.12123,-23.0203,1.33465,0.895122,-0.300043
1581157231.782084411,-0.028292,49.9919,-2.05939,-22.8012,1.38219,0.879436,-0.304715
1581157231.788800836,0.100308,49.9405,-2.04998,-22.7891,1.33201,0.868088,-0.304715
1581157231.795101575,0.118312,49.2203,-1.99621,-22.5579,1.35578,0.860078,-0.31673
1581157231.801762966,0.113168,49.1406,-1.99352,-23.0297,1.32937,0.889782,-0.307719
1581157231.807936643,0.100308,49.1715,-2.00831,-23.3832,1.38747,0.922156,-0.287694
1581157231.814512325,0.082304,48.8731,-2.04057,-23.2098,1.36194,0.922156,-0.292366
1581157231.822164855,0.056584,48.6185,-2.02713,-22.9289,1.37515,0.899127,-0.26867
1581157231.828642620,0.118312,48.3844,-2.00024,-22.9558,1.34609,0.926828,-0.278349
1581157231.834857935,0.246912,48.3561,-1.94379,-22.9679,1.36722,0.990575,-0.267335
1581157231.877670676,0.020576,48.477,-2.07149,-23.1211,1.37603,0.984234,-0.275679
1581157231.918768691,0.280348,49.1998,-1.97739,-23.2945,1.36722,0.985902,-0.292366
1581157231.924764246,0.21862,49.3309,-1.98142,-23.2972,1.35226,0.986236,-0.302045
1581157231.931046380,0.156892,48.9863,-2.05401,-23.3039,1.37427,1.00626,-0.296371
1581157231.937597886,0.267488,48.8525,-2.04192,-23.3241,1.3549,0.989908,-0.296038
1581157231.943813763,0.277776,48.9066,-2.01772,-23.1789,1.35138,0.994246,-0.276346
1581157231.949982678,0.357508,49.1303,-1.97739,-23.3106,1.31616,1.00359,-0.28469
1581157231.956577784,0.311212,49.1843,-1.97067,-23.4155,1.33201,1.01661,-0.256655
1581157231.962764321,0.293208,49.0917,-1.9989,-23.1117,1.32673,0.987571,-0.275679
1581157231.968941193,0.280348,48.4565,-2.02444,-22.902,1.32584,1.01828,-0.267335
1581157231.975052661,0.228908,48.351,-1.98815,-22.7756,1.33905,0.993913,-0.277348
1581157231.981772184,0.213476,48.297,-1.97336,-22.9463,1.30295,1.01394,-0.285691
1581157232.024822407,0.177468,48.5465,-2.04998,-23.1224,1.32849,1.02195,-0.284023
1581157232.031677723,0.203188,48.6545,-2.04864,-23.0646,1.34785,0.998919,-0.270339
1581157232.037777429,0.352364,48.6082,-2.02444,-23.2434,1.32496,1.0136,-0.304382
