timestamp,posx,posy,posz,ox,oy,oz, ow
1581154345.240558226,0.719891,0.000280471,0.68693,-0.00017856,0.706991,0.000111209,0.707223
1581154345.246894108,0.719891,0.000280587,0.686926,-0.000180245,0.706991,0.000109312,0.707223
1581154345.253338984,0.719891,0.00028082,0.686923,-0.000181578,0.706991,0.000108357,0.707223
1581154345.259610774,0.719891,0.000281164,0.686919,-0.000185058,0.706991,0.000105793,0.707222
1581154345.265789127,0.719891,0.000281492,0.686916,-0.00019019,0.706992,0.000101605,0.707222
1581154345.272413390,0.71989,0.000281918,0.686912,-0.000192295,0.706993,0.000100891,0.707221
1581154345.278805995,0.71989,0.000282239,0.686908,-0.00018759,0.706993,0.000106671,0.70722
1581154345.285414325,0.71989,0.000282852,0.686904,-0.000181743,0.706995,0.00011429,0.707219
1581154345.291632717,0.71989,0.000283406,0.6869,-0.00017738,0.706995,0.000120234,0.707218
1581154345.297766117,0.719889,0.000283656,0.686896,-0.00017298,0.706996,0.000125911,0.707217
1581154345.338706124,0.719874,0.000290401,0.686833,-0.000163656,0.707022,0.000158367,0.707192
1581154345.345248910,0.719859,0.000296646,0.68679,-0.000154589,0.707043,0.000184291,0.70717
1581154345.351646381,0.71983,0.000305576,0.68676,-0.00014754,0.707059,0.000209091,0.707154
1581154345.359416815,0.719773,0.000321724,0.686709,-0.000153698,0.70709,0.000232831,0.707123
1581154345.365789964,0.719716,0.000330489,0.686669,-0.000166205,0.707116,0.000240114,0.707097
1581154345.372554090,0.719633,0.000333672,0.686627,-0.00016476,0.707144,0.000256077,0.70707
1581154345.378854537,0.719547,0.000331121,0.686603,-0.000152855,0.707155,0.000265577,0.707058
1581154345.385519991,0.719433,0.000326011,0.686577,-0.000163415,0.707164,0.000247869,0.707049
1581154345.391843006,0.719324,0.000318826,0.68656,-0.000167421,0.707169,0.000232262,0.707044
1581154345.398354485,0.719179,0.000311407,0.686554,-0.000165515,0.707172,0.000226548,0.707042
1581154345.437939903,0.719043,0.000303984,0.686556,-0.000177482,0.707171,0.000207527,0.707042
1581154345.445679454,0.717925,0.000281303,0.686719,-0.000174825,0.707068,0.000148286,0.707146
1581154345.452420817,0.717754,0.000281222,0.686754,-0.000176486,0.707047,0.000140948,0.707166
1581154345.458777719,0.717554,0.00028512,0.686792,-0.000190504,0.707032,0.000133615,0.707181
1581154345.464876173,0.717384,0.000290489,0.686822,-0.000206725,0.707023,0.000126167,0.707191
1581154345.471593628,0.717191,0.000297507,0.686846,-0.000219387,0.707017,0.000123214,0.707197
1581154345.477754763,0.717027,0.000305288,0.686864,-0.00023192,0.707013,0.000122224,0.7072
1581154345.484482135,0.716838,0.000313752,0.686885,-0.000247419,0.707006,0.000115409,0.707208
1581154345.490627987,0.71668,0.000320807,0.686895,-0.000249659,0.707,0.000115906,0.707213
1581154345.496787612,0.716526,0.000326706,0.686892,-0.000258172,0.706999,0.000106206,0.707215
1581154345.503356453,0.71635,0.000332224,0.686891,-0.000260507,0.706992,9.95166e-05,0.707221
1581154345.542886727,0.715386,0.000335428,0.686906,-0.000234224,0.70698,0.000123587,0.707233
1581154345.549411617,0.715212,0.000335453,0.68691,-0.000244078,0.706985,0.00012562,0.707228
1581154345.555581598,0.715066,0.000336452,0.686903,-0.000249776,0.706994,0.000130349,0.70722
1581154345.561716599,0.714922,0.000336642,0.686893,-0.000252189,0.707004,0.000135514,0.707209
1581154345.568440660,0.714755,0.000337144,0.686883,-0.000242302,0.707012,0.000151113,0.707201
