timestamp,x,y,z,a,b,c
1581238488.034072650,0.000600192,-0.000206781,-8.33004e-15,-nan,-nan,-nan
1581238488.040610862,0.00057491,-0.000159657,-5.72975e-15,-nan,-nan,-nan
1581238488.047448880,0.00056148,-0.000133271,-4.18061e-15,-nan,-nan,-nan
1581238488.054112560,0.000530342,-0.000118702,-3.58615e-15,-nan,-nan,-nan
1581238488.060521282,0.000587755,-0.000114945,-2.93489e-15,-nan,-nan,-nan
1581238488.067355512,0.00052604,-0.000102213,-2.60312e-15,-nan,-nan,-nan
1581238488.075240062,0.000556487,-9.85243e-05,-2.177e-15,-nan,-nan,-nan
1581238488.081625053,0.000598092,-0.000108276,-2.47101e-15,-nan,-nan,-nan
1581238488.088258185,0.000551868,-9.53079e-05,-1.98718e-15,-nan,-nan,-nan
1581238488.095055426,0.000616949,-0.000117051,-2.88338e-15,-nan,-nan,-nan
1581238488.143190443,0.000571591,-0.000120563,-3.35636e-15,-nan,-nan,-nan
1581238488.146124056,0.000794421,-0.000320218,-1.01623e-14,-nan,-nan,-nan
1581238488.152466184,-0.00106164,-0.00137228,-5.86574e-14,-nan,-nan,-nan
1581238488.159197497,-0.00253967,-0.00151521,-5.68732e-14,-nan,-nan,-nan
1581238488.165511479,-0.00300061,-0.00160093,-4.81525e-14,-nan,-nan,-nan
1581238488.172215562,-0.00400617,-0.00145446,-3.81942e-14,-nan,-nan,-nan
1581238488.179684972,-0.00619769,-0.00168288,-4.40931e-14,-nan,-nan,-nan
1581238488.186290060,-0.00845497,-0.00182276,-5.40147e-14,-nan,-nan,-nan
1581238488.193257879,-0.0110643,-0.00228881,-7.44622e-14,-nan,-nan,-nan
1581238488.234235685,-0.0173434,-0.0029502,-1.11467e-13,-nan,-nan,-nan
1581238488.240589183,-0.0214545,-0.00277208,-9.57203e-14,-nan,-nan,-nan
1581238488.247254962,-0.0192741,-0.00248775,-8.45256e-14,-nan,-nan,-nan
1581238488.290580683,-0.0198542,-0.00259689,-9.1296e-14,-nan,-nan,-nan
1581238488.297310767,-0.0191621,-0.00343186,-1.26317e-13,-nan,-nan,-nan
1581238488.304042995,-0.0168253,-0.0032035,-1.16093e-13,-nan,-nan,-nan
1581238488.310381235,-0.0151305,-0.0029877,-1.10837e-13,-nan,-nan,-nan
1581238488.316666686,-0.0171004,-0.00337551,-1.26896e-13,-nan,-nan,-nan
1581238488.323520366,-0.0163899,-0.00252078,-8.85478e-14,-nan,-nan,-nan
1581238488.329614789,-0.0169639,-0.0025815,-8.02354e-14,-nan,-nan,-nan
1581238488.336504904,-0.0151273,-0.00246442,-7.32913e-14,-nan,-nan,-nan
1581238488.343234996,-0.0146597,-0.00238534,-7.5307e-14,-nan,-nan,-nan
1581238488.384665469,-0.00305291,-0.000478562,-1.5729e-14,-nan,-nan,-nan
1581238488.391355718,-0.104026,-0.0191585,-6.84056e-13,-nan,-nan,-nan
1581238488.436444686,-0.00204137,-0.000422618,-1.53972e-14,-nan,-nan,-nan
1581238488.443218843,-0.101717,-0.0171581,-5.70409e-13,-nan,-nan,-nan
1581238488.449517576,-0.016511,-0.00313013,-1.14459e-13,-nan,-nan,-nan
1581238488.456255432,-0.014906,-0.00289122,-1.06901e-13,-nan,-nan,-nan
1581238488.463137867,-0.0165506,-0.00314231,-1.15002e-13,-nan,-nan,-nan
1581238488.469603015,-0.0168693,-0.0033607,-1.19898e-13,-nan,-nan,-nan
1581238488.476448798,-0.0142106,-0.00271993,-1.03066e-13,-nan,-nan,-nan
1581238488.483224265,-0.0172847,-0.00313602,-1.18354e-13,-nan,-nan,-nan
1581238488.491401892,-0.0158279,-0.00278438,-9.43593e-14,-nan,-nan,-nan
1581238488.497532149,-0.0168732,-0.00278584,-9.37145e-14,-nan,-nan,-nan
1581238488.504310977,-0.0151299,-0.0022894,-7.25973e-14,-nan,-nan,-nan
1581238488.511352684,-0.0173312,-0.00245266,-7.65679e-14,-nan,-nan,-nan
1581238488.555087655,-0.0164999,-0.00287335,-1.03082e-13,-nan,-nan,-nan
1581238488.561613559,-0.0167707,-0.0030841,-1.14499e-13,-nan,-nan,-nan
1581238488.568205790,-0.015677,-0.00291267,-1.08564e-13,-nan,-nan,-nan
1581238488.576154025,-0.0149909,-0.00233835,-7.98839e-14,-nan,-nan,-nan
1581238488.582631421,-0.0194172,-0.0029388,-9.44569e-14,-nan,-nan,-nan
1581238488.589991829,-0.0155177,-0.00242376,-7.57564e-14,-nan,-nan,-nan
1581238488.596419459,-0.0157131,-0.00243757,-8.11776e-14,-nan,-nan,-nan
