timestamp,fx,fy,fz,tx,ty,tz
1581311738.479872636,-7.60788,3.7365,0.844208,2.40569,4.45728,0.157779
1581311738.486457319,-7.62614,3.97685,0.987603,2.4497,4.47722,0.156523
1581311738.492768394,-7.41751,4.09091,1.43725,2.45717,4.43676,0.154941
1581311738.498843143,-7.395,4.13494,1.72216,2.46246,4.42236,0.153786
1581311738.505743046,-7.25802,4.10338,2.19818,2.44602,4.37029,0.15317
1581311738.512693554,-6.75209,3.88696,2.83713,2.36488,4.20614,0.158496
1581311738.518829628,-6.66036,3.56745,3.24486,2.2876,4.10218,0.161389
1581311738.526587173,-6.61932,3.44452,3.45555,2.26081,4.05114,0.165936
1581311738.532776146,-6.65133,3.73528,3.93815,2.34566,4.09653,0.166138
1581311738.539431239,-6.49185,3.83058,4.20409,2.35001,4.04035,0.170928
1581311738.582838250,-6.58889,3.59801,3.61065,2.34942,3.86702,0.18198
1581311738.589812649,-6.98254,3.80395,3.27216,2.43466,3.9669,0.176662
1581311738.596529844,-6.58453,3.96102,3.54242,2.46177,3.92125,0.179622
1581311738.603403179,-6.54126,4.17035,3.85777,2.50895,3.93129,0.177699
1581311738.609882999,-6.79947,4.49017,4.17481,2.60244,4.02699,0.172865
1581311738.616538874,-6.89848,4.67333,4.20221,2.65822,4.07554,0.171808
1581311738.622829376,-6.37594,4.56938,4.55902,2.59098,3.9274,0.179735
1581311738.630623917,-6.313,4.54676,4.46978,2.59478,3.91854,0.181056
1581311738.637606916,-6.2361,4.4904,4.05402,2.61256,3.93189,0.181125
1581311738.677908133,-5.95861,4.11635,3.86435,2.52298,3.76324,0.208332
1581311738.684598831,-5.69983,4.04368,3.94865,2.47998,3.6728,0.213275
1581311738.728177358,-5.92365,4.42278,4.07404,2.62943,3.73962,0.201185
1581311738.734737843,-6.09786,4.53491,4.18202,2.66924,3.77545,0.198648
1581311738.741466916,-6.16685,4.61858,4.15852,2.6892,3.77975,0.200315
1581311738.747878474,-6.19214,4.70901,4.09819,2.72709,3.80683,0.200614
1581311738.754563334,-6.10834,4.62134,3.94695,2.69532,3.75498,0.20367
1581311738.760810401,-6.24368,4.7354,3.89524,2.74695,3.80584,0.201231
1581311738.767534203,-6.33385,4.73276,3.90422,2.7621,3.82038,0.202614
1581311738.773685134,-6.17444,4.88595,4.11863,2.7966,3.81731,0.206301
1581311738.780545257,-5.90355,4.92029,4.36111,2.79184,3.76643,0.213411
1581311738.787430798,-6.07317,4.76956,4.3113,2.76667,3.75164,0.21697
1581311738.828475046,-6.14474,4.67417,4.25586,2.78338,3.68361,0.198967
1581311738.838299752,-6.17595,4.73074,4.27348,2.79237,3.67541,0.197469
1581311738.878798881,-6.26253,5.12902,4.65499,3.0027,3.79857,0.197721
1581311738.885257918,-6.59763,5.37873,4.64771,3.10782,3.91072,0.196345
1581311738.891671639,-6.53824,5.46654,4.55809,3.10067,3.87348,0.199431
1581311738.898542003,-6.2596,5.36508,4.78677,3.04762,3.78503,0.205174
1581311738.904674820,-6.1945,5.3604,4.83592,3.05454,3.77378,0.204563
1581311738.911456735,-6.12992,5.36089,4.66227,3.07425,3.77407,0.202151
1581311738.917783236,-6.22902,5.21474,4.38486,3.0325,3.74045,0.202861
1581311738.924478719,-6.1907,5.02095,4.16627,2.97818,3.6834,0.203762
1581311738.931698590,-5.82916,4.89464,4.37816,2.93559,3.60126,0.203448
1581311738.938579610,-5.83661,4.75301,4.60518,2.91017,3.57806,0.19974
1581311738.944892563,-6.03473,4.77161,4.67636,2.93402,3.61171,0.194971
1581311738.955609741,-6.3947,5.05917,4.56934,3.02135,3.69333,0.189805
1581311738.995064040,-6.308,5.44753,4.34253,3.15403,3.74003,0.193685
1581311739.001359590,-6.5871,5.62543,4.36886,3.25487,3.85245,0.189971
1581311739.007521699,-6.45009,5.64174,4.31241,3.25703,3.83473,0.193382
1581311739.013688877,-6.32654,5.68773,4.33403,3.25835,3.81198,0.196917
1581311739.019918754,-6.37604,5.65927,4.4059,3.24292,3.79148,0.201879
1581311739.027522959,-6.4675,5.78776,4.41765,3.28374,3.82239,0.199612
1581311739.033718119,-6.30526,5.7612,4.47287,3.27642,3.7917,0.198051
1581311739.039816605,-6.37679,5.67181,4.23575,3.24297,3.76364,0.195742
1581311739.046442325,-6.19859,5.48339,4.28941,3.17996,3.68885,0.196967
1581311739.052619641,-6.08432,5.38342,4.17895,3.16361,3.66529,0.196871
1581311739.058816931,-5.93273,5.24993,4.1601,3.12858,3.61683,0.196563
1581311739.142807146,-5.76392,5.77204,4.38115,3.342,3.62745,0.204608
1581311739.149232214,-5.96309,5.85472,4.66615,3.37664,3.66337,0.205915
1581311739.155481434,-6.30087,6.00588,4.56077,3.44241,3.73904,0.201221
1581311739.161786261,-6.3125,5.98343,4.39789,3.42123,3.70807,0.202122
1581311739.168396769,-6.13494,5.93999,4.41854,3.38576,3.64837,0.204339
1581311739.174691750,-5.85646,5.82082,4.27304,3.35038,3.58858,0.207353
1581311739.180866362,-5.69686,5.70691,4.37573,3.322,3.5416,0.207697
1581311739.187432734,-5.98479,5.70936,4.20518,3.35463,3.59304,0.203205
1581311739.193662595,-6.06462,5.64164,3.86618,3.32777,3.5723,0.200344
1581311739.199895389,-5.62727,5.53029,4.07892,3.26124,3.46323,0.201604
1581311739.205968504,-5.53178,5.54196,4.3081,3.26182,3.44113,0.199596
1581311739.250746524,-5.74025,5.80608,4.53535,3.36222,3.51679,0.193203
