timestamp,x,y,z,a,b,c
1581311346.459360009,-0.000199207,0.00038473,-5.64771e-16,-nan,-nan,-nan
1581311346.465658113,-0.000201547,0.000404038,-8.90963e-16,-nan,-nan,-nan
1581311346.472441511,-0.000171913,0.000366781,-1.43078e-15,-nan,-nan,-nan
1581311346.478755810,-0.00019521,0.000385063,-7.66787e-16,-nan,-nan,-nan
1581311346.485470379,-0.000177903,0.000346946,-5.42545e-16,-nan,-nan,-nan
1581311346.491764227,-0.000169631,0.00038276,-1.95258e-15,-nan,-nan,-nan
1581311346.498518465,-0.000144604,0.000356488,-2.59047e-15,-nan,-nan,-nan
1581311346.504809038,-0.000170506,0.00039503,-2.3417e-15,-nan,-nan,-nan
1581311346.513422697,-0.000171617,0.00036323,-1.35497e-15,-nan,-nan,-nan
1581311346.557478012,-0.00034065,0.000711878,-2.44475e-16,-nan,-nan,-nan
1581311346.595812302,0.00236416,-0.0014473,-1.45841e-14,-nan,-nan,-nan
1581311346.602530581,0.00581213,-0.00514509,-4.32947e-14,-nan,-nan,-nan
1581311346.609734266,0.00819367,-0.00808876,-5.47973e-14,-nan,-nan,-nan
1581311346.616765106,0.0101024,-0.0106701,-5.58025e-14,-nan,-nan,-nan
1581311346.623490784,0.0119936,-0.0128968,-6.59044e-14,-nan,-nan,-nan
1581311346.629711910,0.0138885,-0.0150473,-7.46111e-14,-nan,-nan,-nan
1581311346.636393645,0.0116965,-0.012898,-5.77438e-14,-nan,-nan,-nan
1581311346.642682964,0.0131176,-0.0150244,-5.00083e-14,-nan,-nan,-nan
1581311346.649710711,0.0150292,-0.0177598,-5.28107e-14,-nan,-nan,-nan
1581311346.656212594,0.0163967,-0.01931,-5.38566e-14,-nan,-nan,-nan
1581311346.700551982,0.0136602,-0.0165721,-2.68454e-14,-nan,-nan,-nan
1581311346.706809175,0.0142623,-0.0172058,-1.64318e-14,-nan,-nan,-nan
1581311346.714541682,0.0104057,-0.0120614,-2.22909e-14,-nan,-nan,-nan
1581311346.721409153,0.0121948,-0.013123,-6.16395e-14,-nan,-nan,-nan
1581311346.727697514,0.0122706,-0.0126683,-7.896e-14,-nan,-nan,-nan
1581311346.734380877,0.0118827,-0.0121619,-8.6151e-14,-nan,-nan,-nan
1581311346.740809537,0.0122966,-0.0123766,-9.55795e-14,-nan,-nan,-nan
1581311346.747660951,0.0125077,-0.0121397,-1.03814e-13,-nan,-nan,-nan
1581311346.754531451,0.0102602,-0.0101784,-8.02228e-14,-nan,-nan,-nan
1581311346.760858950,0.0120822,-0.0122136,-8.89704e-14,-nan,-nan,-nan
1581311346.767572823,0.0105612,-0.0112084,-5.44359e-14,-nan,-nan,-nan
1581311346.774320000,0.0110134,-0.0121122,-3.73822e-14,-nan,-nan,-nan
1581311346.818400761,0.0108976,-0.0125728,-2.16655e-14,-nan,-nan,-nan
1581311346.825438570,0.0109979,-0.0130723,-1.22786e-14,-nan,-nan,-nan
1581311346.831676737,0.011234,-0.0131564,-1.39144e-14,-nan,-nan,-nan
1581311346.838482131,0.0106675,-0.0117939,-3.96468e-14,-nan,-nan,-nan
1581311346.845518065,0.0114916,-0.0116659,-8.00423e-14,-nan,-nan,-nan
1581311346.851832311,0.0122985,-0.0120921,-1.02041e-13,-nan,-nan,-nan
1581311346.858542874,0.0115199,-0.0112437,-9.87359e-14,-nan,-nan,-nan
1581311346.898638244,0.0116202,-0.0121755,-6.86672e-14,-nan,-nan,-nan
1581311346.904682336,0.0124871,-0.0143621,-3.244e-14,-nan,-nan,-nan
1581311346.912316967,0.0103904,-0.0122082,-1.89301e-14,-nan,-nan,-nan
1581311346.918757843,0.0118427,-0.0141313,-1.50657e-14,-nan,-nan,-nan
1581311346.928897619,0.0111405,-0.0130745,-1.88468e-14,-nan,-nan,-nan
1581311346.935791844,0.0107443,-0.0125078,-1.4901e-14,-nan,-nan,-nan
1581311346.942555549,0.0108371,-0.0126091,-2.39203e-14,-nan,-nan,-nan
1581311346.949341977,0.0123439,-0.0136441,-5.50417e-14,-nan,-nan,-nan
1581311346.955724353,0.0132179,-0.0134839,-9.23192e-14,-nan,-nan,-nan
1581311346.962569854,0.0100711,-0.0100755,-7.54204e-14,-nan,-nan,-nan
1581311346.968833911,0.0123326,-0.0120111,-1.06503e-13,-nan,-nan,-nan
1581311346.975456924,0.0120733,-0.0116268,-1.14321e-13,-nan,-nan,-nan
1581311347.013795306,0.0120467,-0.0129675,-6.27869e-14,-nan,-nan,-nan
1581311347.019812510,0.0109402,-0.0126226,-2.54042e-14,-nan,-nan,-nan
1581311347.026429217,0.0104039,-0.0120366,-2.57923e-14,-nan,-nan,-nan
1581311347.032571672,0.0107943,-0.0126714,-1.78455e-14,-nan,-nan,-nan
1581311347.075452913,0.0114639,-0.0127057,-4.58534e-14,-nan,-nan,-nan
1581311347.081841603,0.012521,-0.0124878,-1.00269e-13,-nan,-nan,-nan
1581311347.088403890,0.011527,-0.0114281,-9.5169e-14,-nan,-nan,-nan
1581311347.095288271,0.0124807,-0.0122185,-1.1145e-13,-nan,-nan,-nan
1581311347.101438846,0.0117336,-0.0115567,-9.93682e-14,-nan,-nan,-nan
1581311347.109423816,0.010669,-0.0108033,-7.94536e-14,-nan,-nan,-nan
1581311347.115744369,0.0137563,-0.0153312,-5.69095e-14,-nan,-nan,-nan
1581311347.122483044,0.0107469,-0.0122626,-3.11179e-14,-nan,-nan,-nan
1581311347.128708447,0.0122966,-0.0142454,-3.1124e-14,-nan,-nan,-nan
1581311347.135422847,0.0108768,-0.012869,-1.86345e-14,-nan,-nan,-nan
1581311347.141829526,0.0113099,-0.0134817,-1.09396e-14,-nan,-nan,-nan
1581311347.184613878,0.010511,-0.0126217,-5.1617e-15,-nan,-nan,-nan
1581311347.191548342,0.0119124,-0.0126599,-6.98386e-14,-nan,-nan,-nan
1581311347.197642241,0.0120613,-0.0114543,-1.18987e-13,-nan,-nan,-nan
1581311347.204539183,0.0121564,-0.0114956,-1.18559e-13,-nan,-nan,-nan
1581311347.244798719,0.0119233,-0.0133639,-4.88954e-14,-nan,-nan,-nan
1581311347.251531029,0.0111589,-0.0131152,-2.53561e-14,-nan,-nan,-nan
1581311347.257664225,0.0124696,-0.0149101,-1.86327e-14,-nan,-nan,-nan
1581311347.264549007,0.0103726,-0.0122675,-1.51071e-14,-nan,-nan,-nan
1581311347.270814069,0.0113021,-0.0132806,-1.67651e-14,-nan,-nan,-nan
1581311347.277418659,0.0111987,-0.0126003,-4.2606e-14,-nan,-nan,-nan
1581311347.283733428,0.0112919,-0.0121633,-6.86668e-14,-nan,-nan,-nan
1581311347.290370093,0.0135191,-0.013605,-1.05946e-13,-nan,-nan,-nan
1581311347.333367524,0.0121614,-0.0122776,-9.65899e-14,-nan,-nan,-nan
1581311347.339666911,0.0130914,-0.0148748,-4.86269e-14,-nan,-nan,-nan
1581311347.346406830,0.0108543,-0.012483,-4.00301e-14,-nan,-nan,-nan
1581311347.352543520,0.0114741,-0.0131516,-3.92465e-14,-nan,-nan,-nan
1581311347.359383934,0.0115551,-0.0132608,-3.16351e-14,-nan,-nan,-nan
