timestamp,fx,fy,fz,tx,ty,tz
1581310274.059146114,-6.65663,3.89683,2.97915,2.35641,4.21565,0.121955
1581310274.066170407,-6.77168,3.8008,3.29007,2.32903,4.16931,0.128186
1581310274.072403095,-6.32132,3.50636,3.61858,2.22933,3.99204,0.139594
1581310274.079289320,-6.28479,3.52336,3.86776,2.25187,3.99096,0.142926
1581310274.085977506,-6.34582,3.72802,4.18463,2.30186,4.00059,0.145906
1581310274.092342876,-6.35333,3.87025,4.43899,2.34351,4.00619,0.148326
1581310274.099018499,-6.67277,4.00444,4.24423,2.40312,4.06941,0.148443
1581310274.105269079,-7.02776,3.96473,3.92821,2.40038,4.06876,0.150755
1581310274.112439614,-6.28462,3.4576,3.72655,2.24212,3.80122,0.162469
1581310274.118287522,-6.11236,3.49494,3.82254,2.27206,3.79603,0.161769
1581310274.125060228,-6.46063,3.61153,3.72777,2.34236,3.88133,0.158763
1581310274.132018257,-6.90571,3.77776,3.3238,2.42192,3.97861,0.156745
1581310274.175314784,-6.12911,4.62865,4.51706,2.61487,3.91773,0.164016
1581310274.181334300,-6.13676,4.50946,4.1053,2.58155,3.87913,0.167616
1581310274.187429156,-6.29994,4.37904,3.72686,2.55798,3.86749,0.17408
1581310274.194065385,-6.32194,4.24616,3.69552,2.53278,3.84138,0.177238
1581310274.200221345,-5.80376,4.04874,4.0118,2.46249,3.70335,0.186155
1581310274.206961540,-5.96129,4.10374,3.96993,2.49968,3.74941,0.185147
1581310274.213009745,-5.89182,3.9867,3.86859,2.45412,3.6864,0.190351
1581310274.219215866,-5.76369,4.09101,3.93831,2.4833,3.68329,0.191044
1581310274.225339653,-5.65306,4.06125,4.02187,2.46513,3.63545,0.191735
1581310274.231837946,-5.61021,4.00356,4.11054,2.45011,3.60365,0.190221
1581310274.238329482,-5.80842,4.08902,3.98834,2.51147,3.67466,0.18298
1581310274.283346667,-5.55481,4.04537,3.69281,2.48395,3.60191,0.18474
1581310274.290049571,-5.91051,4.57916,4.27135,2.64278,3.67488,0.186669
1581310274.296242213,-6.12947,4.65376,4.08223,2.68739,3.7307,0.18478
1581310274.303013913,-5.98572,4.62002,4.038,2.67782,3.6964,0.184655
1581310274.309301263,-6.13442,4.58937,3.95163,2.68517,3.71294,0.185068
1581310274.316078344,-5.84006,4.4513,3.93286,2.62865,3.61698,0.190571
1581310274.322305504,-5.67849,4.49929,4.16892,2.64631,3.6055,0.19628
1581310274.329117711,-5.94647,4.65994,4.21791,2.71824,3.68815,0.193121
1581310274.335415413,-6.07316,4.66314,4.09317,2.72268,3.68755,0.193772
1581310274.342235090,-5.96501,4.69837,4.22423,2.72437,3.66091,0.195008
1581310274.348959304,-5.56515,4.54466,4.316,2.6729,3.56339,0.197195
