timestamp,pa1,pa2,pa3,pa4,pa5,pa6,pa7
1581311255.605004020,-0.142133,0.487412,0.234392,-1.14147,0.875047,-0.0841516,-0.982243
1581311255.645281715,-0.142623,0.484641,0.234393,-1.14541,0.8621,-0.0848175,-0.968851
1581311255.651480415,-0.142697,0.484184,0.234393,-1.14602,0.860099,-0.0849249,-0.966833
1581311255.694408030,-0.142785,0.483665,0.234392,-1.14673,0.857781,-0.0850404,-0.964506
1581311255.700575614,-0.14337,0.480568,0.234397,-1.15091,0.844548,-0.085588,-0.950857
1581311255.708284009,-0.143483,0.480024,0.234396,-1.15171,0.842116,-0.085701,-0.948318
1581311255.714637058,-0.14358,0.479565,0.234395,-1.15239,0.840015,-0.0858046,-0.946101
1581311255.721368879,-0.14366,0.47917,0.234394,-1.15297,0.838216,-0.0859033,-0.944209
1581311255.727596707,-0.143739,0.478774,0.234394,-1.15355,0.836405,-0.0860092,-0.942311
1581311255.734490016,-0.143831,0.478312,0.234394,-1.15421,0.834321,-0.0861425,-0.9401
1581311255.741080926,-0.14392,0.477867,0.234394,-1.15487,0.832247,-0.0862808,-0.93789
1581311255.747572985,-0.143996,0.477487,0.234395,-1.15543,0.830465,-0.0863981,-0.936015
1581311255.754274229,-0.144084,0.477041,0.234396,-1.15609,0.828396,-0.0865328,-0.933823
1581311255.760547317,-0.144158,0.47666,0.234396,-1.15665,0.82663,-0.0866514,-0.931946
1581311255.767180457,-0.144245,0.476218,0.234396,-1.15732,0.824554,-0.0867917,-0.929785
1581311255.821946367,-0.144855,0.473052,0.234397,-1.16203,0.810033,-0.0875988,-0.914458
1581311255.822530901,-0.144925,0.472663,0.234397,-1.1626,0.808317,-0.0876855,-0.912631
1581311255.829259760,-0.145007,0.472218,0.234397,-1.16326,0.806312,-0.0877943,-0.910529
1581311255.835376836,-0.145078,0.471836,0.234397,-1.16383,0.804592,-0.087895,-0.908743
1581311255.841541262,-0.145164,0.47139,0.234396,-1.1645,0.802595,-0.0880168,-0.906664
1581311255.848124609,-0.145244,0.471003,0.234396,-1.16507,0.800895,-0.0881267,-0.904893
1581311255.854334875,-0.145327,0.470618,0.234396,-1.16564,0.799187,-0.0882404,-0.903121
1581311255.860491472,-0.145413,0.470239,0.234396,-1.16621,0.79749,-0.0883519,-0.901341
1581311255.867102198,-0.145514,0.469797,0.234395,-1.16687,0.795512,-0.088484,-0.899262
1581311255.908650180,-0.146043,0.467232,0.234396,-1.17065,0.78438,-0.0891334,-0.887526
1581311255.915263584,-0.146134,0.466772,0.234396,-1.17131,0.782485,-0.0892313,-0.885525
1581311255.921440048,-0.146213,0.466384,0.234396,-1.17188,0.780852,-0.0893134,-0.88381
1581311255.965637316,-0.146728,0.463566,0.234395,-1.17602,0.768983,-0.0899967,-0.871243
1581311255.972355938,-0.146805,0.463108,0.234397,-1.17668,0.767106,-0.0901387,-0.869296
1581311255.979068460,-0.146879,0.462653,0.234396,-1.17735,0.765241,-0.0902863,-0.867356
1581311255.985627634,-0.146942,0.462268,0.234395,-1.17792,0.763643,-0.0904155,-0.865704
1581311255.992267532,-0.147012,0.461825,0.234395,-1.17858,0.761767,-0.0905635,-0.863765
1581311255.998695934,-0.147072,0.461443,0.234395,-1.17914,0.760172,-0.0906882,-0.8621
1581311256.006292011,-0.147153,0.460919,0.234395,-1.17989,0.758075,-0.090848,-0.859878
1581311256.012569760,-0.147215,0.460532,0.234394,-1.18045,0.756511,-0.0909583,-0.858222
1581311256.051386183,-0.147663,0.45796,0.234396,-1.18421,0.746279,-0.091583,-0.847285
1581311256.057549075,-0.147746,0.457511,0.234396,-1.18486,0.744508,-0.0916999,-0.845429
1581311256.064180304,-0.147813,0.457123,0.234395,-1.18542,0.742971,-0.0918013,-0.843824
1581311256.107588032,-0.147928,0.456477,0.234395,-1.18636,0.740439,-0.0919771,-0.841145
1581311256.115328261,-0.148371,0.453977,0.234396,-1.19,0.73063,-0.0927299,-0.830792
1581311256.121374879,-0.148454,0.453524,0.234396,-1.19066,0.728867,-0.0928512,-0.828992
1581311256.128128648,-0.148526,0.45313,0.234396,-1.19123,0.727364,-0.0929395,-0.827442
