timestamp,pa1,pa2,pa3,pa4,pa5,pa6,pa7
1581153516.802453793,-0.145777,0.494123,0.234342,-1.19662,0.485023,-0.130249,-0.591921
1581153516.808702351,-0.14582,0.493941,0.234343,-1.19697,0.484525,-0.130345,-0.591378
1581153516.815032580,-0.14588,0.493686,0.234344,-1.19741,0.483884,-0.130453,-0.590649
1581153516.821772679,-0.145938,0.493438,0.234344,-1.19782,0.483266,-0.130548,-0.590005
1581153516.827941337,-0.146001,0.493156,0.234343,-1.19827,0.482599,-0.130648,-0.589308
1581153516.834677497,-0.146079,0.492782,0.234343,-1.19884,0.481766,-0.130806,-0.588396
1581153516.840852146,-0.146148,0.492429,0.234342,-1.19936,0.481008,-0.130971,-0.587601
1581153516.881945159,-0.146657,0.489453,0.234341,-1.20342,0.475046,-0.132201,-0.581135
1581153516.888438704,-0.146727,0.489008,0.234342,-1.204,0.474189,-0.132323,-0.580205
1581153516.894805224,-0.146795,0.488566,0.234343,-1.20459,0.473338,-0.132454,-0.579283
1581153516.902447285,-0.146881,0.487986,0.234342,-1.20537,0.472247,-0.132621,-0.578109
1581153516.908850661,-0.146943,0.487561,0.234342,-1.20595,0.471448,-0.132753,-0.577223
1581153516.915029501,-0.147013,0.487064,0.234342,-1.20663,0.470505,-0.132917,-0.5762
1581153516.921756087,-0.147072,0.48665,0.234342,-1.20721,0.469708,-0.13307,-0.575331
1581153516.928471404,-0.147139,0.486186,0.234343,-1.20789,0.468796,-0.133267,-0.574323
1581153516.934696975,-0.147199,0.485801,0.234343,-1.20847,0.468008,-0.133438,-0.573467
1581153516.941055116,-0.147279,0.485354,0.234344,-1.20912,0.467069,-0.133644,-0.572457
1581153516.947637458,-0.147358,0.484959,0.234346,-1.20967,0.466289,-0.133812,-0.571601
1581153517.004878821,-0.147442,0.484568,0.234346,-1.21024,0.465526,-0.133959,-0.570725
1581153517.011189960,-0.148251,0.480994,0.234343,-1.21562,0.458031,-0.135172,-0.562356
1581153517.018433850,-0.148346,0.480547,0.234343,-1.21627,0.457136,-0.135358,-0.561341
1581153517.024771870,-0.148426,0.480179,0.234342,-1.21684,0.456374,-0.135515,-0.56049
1581153517.031671132,-0.14852,0.479752,0.234342,-1.21748,0.455489,-0.135696,-0.559486
1581153517.037934758,-0.148601,0.479383,0.234343,-1.21804,0.454722,-0.135854,-0.558661
1581153517.044407661,-0.14869,0.478946,0.234343,-1.21869,0.45384,-0.136037,-0.557699
1581153517.050779205,-0.148763,0.478565,0.234342,-1.21924,0.453092,-0.13618,-0.556865
1581153517.056972496,-0.148845,0.478124,0.234341,-1.21989,0.452219,-0.136327,-0.555908
