timestamp,ta1,ta2,ta3,ta4,ta5,ta6,ta7
1581155143.939836773,-0.043724,49.5573,-2.07418,-22.6802,1.3505,1.01194,-0.312058
1581155143.946040098,-0.1286,50.6555,-2.16827,-23.0458,1.33905,1.01494,-0.309722
1581155143.952302529,-0.16718,51.3834,-2.22339,-23.2098,1.36458,1.02328,-0.307719
1581155143.959078733,0.082304,52.065,-2.12257,-23.4182,1.35138,1.00993,-0.312392
1581155143.965180245,0.3858,52.4379,-1.99352,-23.6534,1.38307,1.01027,-0.297373
1581155143.972046487,0.622424,52.4225,-1.84431,-23.4585,1.37427,0.976224,-0.288028
1581155143.978735414,0.756168,52.2784,-1.77844,-23.3967,1.35402,0.956866,-0.294369
1581155144.020964612,-0.380656,49.0403,-2.27178,-22.828,1.34081,0.846728,-0.279016
1581155144.027177375,-0.28292,48.5568,-2.23145,-22.8092,1.34433,0.83004,-0.275679
1581155144.033923502,-0.126028,48.4359,-2.15886,-22.8146,1.30912,0.843057,-0.269671
1581155144.076283944,0.023148,48.7497,-2.08224,-22.8469,1.33201,0.840387,-0.312058
1581155144.082945649,0.005144,48.5825,-2.09569,-22.8805,1.30824,0.859411,-0.309054
1581155144.089060618,0.0951639,48.1324,-2.03385,-22.5269,1.30031,0.786986,-0.316397
1581155144.095887971,0.164608,48.153,-1.98815,-22.6089,1.28535,0.813687,-0.294369
1581155144.102222782,0.272632,48.225,-1.91959,-22.7931,1.28007,0.826369,-0.308053
1581155144.108869353,0.362652,48.2867,-1.85506,-22.6654,1.34081,0.803674,-0.273676
1581155144.115149792,0.491252,48.2996,-1.86044,-22.7407,1.30472,0.820362,-0.28736
1581155144.122811950,0.48868,48.1221,-1.86447,-22.4718,1.30472,0.821029,-0.277681
1581155144.129212969,0.421808,48.3947,-1.84028,-22.4181,1.28975,0.756949,-0.297373
1581155144.168184804,-0.110596,48.5671,-2.12257,-22.5982,1.32673,0.745601,-0.285691
1581155144.174270829,-0.133744,48.2661,-2.13198,-22.5834,1.32673,0.75528,-0.277348
1581155144.226221385,0.131172,48.0141,-2.03116,-22.3522,1.30119,0.757616,-0.30605
1581155144.232775732,0.228908,47.6154,-1.87523,-22.2433,1.28535,0.759285,-0.294369
1581155144.239040965,0.239196,47.4637,-1.96933,-22.5552,1.25629,0.785985,-0.303047
1581155144.245790705,0.156892,47.5022,-2.04326,-22.3844,1.29415,0.753611,-0.280685
1581155144.252075511,0.0643,47.3634,-2.03251,-22.1035,1.28975,0.724909,-0.295036
1581155144.258818217,0.043724,47.3634,-1.99083,-22.3871,1.29063,0.752276,-0.288028
1581155144.264899773,0.030864,47.7672,-2.02041,-22.6573,1.29503,0.780979,-0.293368
1581155144.271270428,0.030864,47.9729,-2.09703,-22.3495,1.29415,0.747938,-0.300043
1581155144.277975529,0.03858,47.9986,-2.1387,-22.3965,1.30031,0.747938,-0.304048
1581155144.316850250,0.267488,47.4148,-1.95051,-22.2554,1.28359,0.782981,-0.290698
1581155144.324261159,0.262344,47.4791,-1.95051,-22.5834,1.31176,0.800003,-0.31406
1581155144.333316366,0.208332,47.4019,-1.98546,-22.8738,1.34169,0.863749,-0.291031
1581155144.374105328,0.3858,47.8135,-1.95454,-22.8576,1.33641,0.920821,-0.315062
1581155144.380859441,0.37294,47.8855,-1.92228,-22.8119,1.32496,0.931501,-0.301378
1581155144.387283320,0.267488,47.9575,-1.94916,-22.9114,1.32144,0.950859,-0.302379
1581155144.394101861,0.110596,48.0449,-2.06746,-23.2354,1.36282,0.986236,-0.278683
1581155144.400336838,0.105452,48.2867,-2.12795,-23.1628,1.35402,0.965877,-0.285691
1581155144.407031824,0.043724,48.0578,-2.17231,-23.156,1.37074,1.00693,-0.264331
1581155144.413316324,0.066872,48.2224,-2.09569,-23.1802,1.36722,1.00092,-0.279016
1581155144.421190164,0.084876,48.441,-2.0809,-23.0109,1.3725,0.99458,-0.275345
1581155144.427934203,0.15432,47.9523,-2.06746,-23.1278,1.37691,1.0373,-0.28736
1581155144.434378934,0.200616,47.5305,-2.08493,-22.9867,1.38483,1.00526,-0.287694
1581155144.441048590,0.198044,47.5563,-2.04057,-22.824,1.36634,1.00493,-0.287026
1581155144.484061716,0.383228,48.1658,-1.86985,-23.0956,1.34697,0.9572,-0.290698
1581155144.524257999,0.339504,47.6051,-1.94916,-22.9759,1.31528,0.910141,-0.32207
1581155144.530785987,0.164608,46.9724,-2.04595,-22.5659,1.31176,0.860746,-0.298374
1581155144.536946107,0.074588,46.8387,-2.12391,-22.5041,1.29503,0.846728,-0.302045
1581155144.543124038,0.02572,46.867,-2.09569,-22.7232,1.3144,0.877099,-0.293701
1581155144.549354124,0.056584,47.0264,-2.04595,-22.8657,1.29415,0.904133,-0.279684
1581155144.555820697,0.118312,46.9904,-2.00562,-22.7729,1.32673,0.870424,-0.285691
1581155144.561997953,0.216048,46.8541,-2.01637,-22.6278,1.30824,0.874096,-0.274344
1581155144.568063119,0.336932,46.8207,-1.93034,-22.5753,1.30736,0.847396,-0.283355
1581155144.574160260,0.452672,47.1036,-1.87792,-22.4839,1.30736,0.8247,-0.282688
1581155144.580710820,0.414092,47.0779,-1.86851,-22.4906,1.31616,0.807679,-0.283355
1581155144.586983928,0.383228,47.6026,-1.91018,-22.9302,1.34961,0.842723,-0.291699
1581155144.664804979,0.146604,46.3989,-2.01369,-22.1976,1.34609,0.73926,-0.302379
1581155144.671037625,0.200616,46.5403,-1.99621,-22.4288,1.33905,0.767295,-0.326075
1581155144.677310565,0.264916,46.4374,-1.93975,-22.2285,1.33993,0.752276,-0.313393
1581155144.684147579,0.324072,46.1931,-1.88464,-22.1129,1.34433,0.716899,-0.324073
