timestamp,posx,posy,posz,ox,oy,oz, ow
1581153427.963755178,0.719767,0.000305936,0.686864,-0.000100799,0.707013,0.000251356,0.707201
1581153427.970408655,0.719705,0.000320964,0.686809,-0.000125232,0.707049,0.000256618,0.707164
1581153427.976483098,0.719638,0.000327166,0.686768,-0.000142916,0.707077,0.000256063,0.707137
1581153427.982781797,0.719557,0.000327804,0.686737,-0.000138233,0.707094,0.00026529,0.707119
1581153427.989426976,0.719449,0.000323721,0.686716,-0.000127963,0.707101,0.000268106,0.707112
1581153427.996709774,0.719344,0.000317605,0.686705,-0.000134045,0.707103,0.000252464,0.707111
1581153428.003353051,0.719183,0.000307002,0.686703,-0.000126649,0.707101,0.000246868,0.707112
1581153428.009661236,0.71905,0.000297617,0.686707,-0.000129895,0.707101,0.000235594,0.707113
1581153428.016379734,0.718882,0.000287523,0.686718,-0.000147384,0.707096,0.000209013,0.707118
1581153428.022429211,0.718728,0.000280099,0.686731,-0.000156141,0.707089,0.000193208,0.707124
1581153428.076886103,0.717217,0.000282919,0.686968,-0.000192233,0.706964,0.000132779,0.70725
1581153428.083393776,0.717024,0.000292032,0.686991,-0.000195905,0.70696,0.000141863,0.707254
1581153428.089762483,0.716859,0.000299344,0.687012,-0.000215204,0.706955,0.00013335,0.707259
1581153428.097618653,0.716698,0.000305906,0.68703,-0.000219256,0.706949,0.000135542,0.707265
1581153428.103692090,0.71649,0.000311441,0.687035,-0.000228716,0.706945,0.000125888,0.707269
1581153428.110392133,0.71634,0.00031361,0.687041,-0.000227738,0.706936,0.000120986,0.707278
1581153428.116630469,0.716162,0.000314161,0.687061,-0.000233757,0.706917,0.000105065,0.707296
1581153428.123437779,0.715984,0.00031294,0.687072,-0.000217338,0.706903,0.000106556,0.707311
1581153428.129616709,0.715835,0.000308509,0.687075,-0.00020546,0.706894,0.000103413,0.707319
1581153428.136348057,0.715689,0.000304389,0.687075,-0.000194164,0.706888,0.000103815,0.707326
1581153428.142527051,0.715521,0.000300152,0.687069,-0.00018963,0.706891,0.000107211,0.707322
1581153428.185669742,0.715375,0.000299211,0.687063,-0.000186537,0.706899,0.000115538,0.707315
1581153428.191678239,0.714324,0.00030511,0.687016,-0.000178816,0.706936,0.000152889,0.707277
