timestamp,x,y,z,a,b,c
1581235588.897946941,0.000363783,-8.48081e-05,-2.50207e-15,-nan,-nan,-nan
1581235588.904058537,0.000414436,-7.7769e-05,-1.74519e-15,-nan,-nan,-nan
1581235588.948896863,0.000809908,-0.000190225,-2.73028e-15,-nan,-nan,-nan
1581235588.955858189,1.25464e-06,-0.0014805,-5.74034e-14,-nan,-nan,-nan
1581235588.962281082,-0.00126218,-0.00182264,-6.69827e-14,-nan,-nan,-nan
1581235588.969017862,-0.00159717,-0.00184092,-6.04533e-14,-nan,-nan,-nan
1581235588.975217148,-0.00316542,-0.00216285,-7.0614e-14,-nan,-nan,-nan
1581235588.981916955,-0.00524076,-0.0021559,-7.42825e-14,-nan,-nan,-nan
1581235588.988229502,-0.00800817,-0.00255236,-8.78881e-14,-nan,-nan,-nan
1581235588.995026037,-0.00894468,-0.00255969,-9.3167e-14,-nan,-nan,-nan
1581235589.036014475,-0.0162105,-0.00271835,-9.95909e-14,-nan,-nan,-nan
1581235589.042858696,-0.025209,-0.00293269,-1.06873e-13,-nan,-nan,-nan
1581235589.049079175,-0.0200259,-0.00235565,-7.92899e-14,-nan,-nan,-nan
1581235589.092294806,-0.0204211,-0.00309747,-1.19733e-13,-nan,-nan,-nan
1581235589.098906102,-0.0162359,-0.00313547,-1.17342e-13,-nan,-nan,-nan
1581235589.105368475,-0.0170077,-0.00328202,-1.2524e-13,-nan,-nan,-nan
1581235589.112080300,-0.0153583,-0.00276529,-9.83073e-14,-nan,-nan,-nan
1581235589.118799980,-0.017681,-0.0026697,-9.01677e-14,-nan,-nan,-nan
1581235589.125093844,-0.0174797,-0.00235044,-8.16346e-14,-nan,-nan,-nan
1581235589.131736209,-0.0175687,-0.00256994,-8.55239e-14,-nan,-nan,-nan
1581235589.139209756,-0.0153617,-0.00268243,-8.76983e-14,-nan,-nan,-nan
1581235589.145878124,-0.0142579,-0.00260105,-8.56881e-14,-nan,-nan,-nan
1581235589.152274739,-0.0160259,-0.00310787,-1.13704e-13,-nan,-nan,-nan
1581235589.159075982,-0.01495,-0.00313437,-1.19296e-13,-nan,-nan,-nan
1581235589.165823720,-0.0139047,-0.00340971,-1.21838e-13,-nan,-nan,-nan
1581235589.209135552,-0.0152099,-0.00292756,-1.03184e-13,-nan,-nan,-nan
1581235589.215818072,-0.0166268,-0.0025269,-8.02807e-14,-nan,-nan,-nan
1581235589.222244237,-0.0167617,-0.00266784,-8.99619e-14,-nan,-nan,-nan
1581235589.229074293,-0.0156105,-0.00266402,-9.60314e-14,-nan,-nan,-nan
1581235589.235914430,-0.0156402,-0.00314341,-1.13587e-13,-nan,-nan,-nan
1581235589.242361498,-0.016888,-0.00377139,-1.42093e-13,-nan,-nan,-nan
1581235589.249035959,-0.0140509,-0.0031458,-1.23557e-13,-nan,-nan,-nan
1581235589.255312854,-0.0170792,-0.00350696,-1.37052e-13,-nan,-nan,-nan
1581235589.294835244,-0.0162973,-0.00280415,-9.87993e-14,-nan,-nan,-nan
1581235589.300998916,-0.0156198,-0.00238424,-7.61558e-14,-nan,-nan,-nan
1581235589.307725558,-0.0166415,-0.00277084,-9.20629e-14,-nan,-nan,-nan
1581235589.351047303,-0.0159497,-0.00316778,-1.19385e-13,-nan,-nan,-nan
1581235589.357985420,-0.015562,-0.00270915,-8.96853e-14,-nan,-nan,-nan
1581235589.364195100,-0.01706,-0.00277143,-9.61184e-14,-nan,-nan,-nan
1581235589.370885416,-0.0156153,-0.00237012,-7.69486e-14,-nan,-nan,-nan
1581235589.377352279,-0.0170469,-0.00261135,-8.55892e-14,-nan,-nan,-nan
1581235589.383947171,-0.0158753,-0.00252141,-8.53463e-14,-nan,-nan,-nan
1581235589.390360630,-0.0156622,-0.00288574,-9.78702e-14,-nan,-nan,-nan
1581235589.396899352,-0.0150891,-0.00293752,-1.05874e-13,-nan,-nan,-nan
1581235589.403170860,-0.0172147,-0.00340609,-1.31234e-13,-nan,-nan,-nan
1581235589.409959654,-0.0158756,-0.00301533,-1.18054e-13,-nan,-nan,-nan
1581235589.416208162,-0.0171223,-0.00333562,-1.25544e-13,-nan,-nan,-nan
1581235589.424097583,-0.0148989,-0.00301042,-1.14474e-13,-nan,-nan,-nan
1581235589.468319904,-0.0165478,-0.00265305,-9.16992e-14,-nan,-nan,-nan
1581235589.474927439,-0.0173028,-0.00291553,-1.06137e-13,-nan,-nan,-nan
1581235589.481271292,-0.0168399,-0.00311341,-1.14166e-13,-nan,-nan,-nan
1581235589.488098852,-0.0144048,-0.00283435,-1.02774e-13,-nan,-nan,-nan
1581235589.494769353,-0.0162523,-0.00332874,-1.25125e-13,-nan,-nan,-nan
1581235589.501224968,-0.0154914,-0.00304525,-1.16204e-13,-nan,-nan,-nan
1581235589.507876713,-0.0176874,-0.0033089,-1.28063e-13,-nan,-nan,-nan
1581235589.514189105,-0.0143007,-0.00266425,-1.00264e-13,-nan,-nan,-nan
1581235589.521046104,-0.0172954,-0.00300687,-1.0304e-13,-nan,-nan,-nan
1581235589.527225769,-0.0172321,-0.00277469,-9.65654e-14,-nan,-nan,-nan
1581235589.534975429,-0.0160295,-0.0022326,-7.38346e-14,-nan,-nan,-nan
1581235589.622171850,-0.00998787,-0.00180174,-6.59861e-14,-nan,-nan,-nan
1581235589.629173824,-0.0963523,-0.015326,-5.33946e-13,-nan,-nan,-nan
1581235589.636410779,-0.0162795,-0.00277271,-9.64598e-14,-nan,-nan,-nan
1581235589.643905021,-0.0161147,-0.00295165,-1.12076e-13,-nan,-nan,-nan
1581235589.650285161,-0.0164477,-0.00327039,-1.26538e-13,-nan,-nan,-nan
1581235589.657124485,-0.0162809,-0.00301596,-1.20582e-13,-nan,-nan,-nan
1581235589.663966347,-0.0170957,-0.00305303,-1.17546e-13,-nan,-nan,-nan
