timestamp,pa1,pa2,pa3,pa4,pa5,pa6,pa7
1581220454.480381409,-0.145399,0.495011,0.234299,-1.19782,0.475899,-0.132161,-0.583126
1581220454.486915977,-0.145461,0.494948,0.234302,-1.19812,0.475214,-0.132331,-0.582341
1581220454.492679929,-0.14549,0.494868,0.234301,-1.19828,0.474914,-0.132407,-0.581973
1581220454.499286212,-0.145519,0.494761,0.2343,-1.1985,0.474553,-0.132487,-0.581542
1581220454.505361574,-0.145549,0.494621,0.234298,-1.19878,0.474131,-0.132562,-0.581066
1581220454.511703106,-0.145587,0.494423,0.234297,-1.19915,0.473581,-0.13266,-0.580494
1581220454.518613408,-0.145629,0.494221,0.234296,-1.19951,0.473069,-0.132749,-0.57995
1581220454.526227639,-0.145699,0.493894,0.234298,-1.20005,0.472329,-0.132886,-0.579107
1581220454.532459076,-0.145752,0.493609,0.234299,-1.20049,0.471721,-0.133003,-0.578457
1581220454.538555169,-0.145805,0.493295,0.234299,-1.20096,0.471059,-0.133138,-0.577761
1581220454.544722274,-0.14587,0.492884,0.234299,-1.20156,0.470215,-0.133313,-0.576824
1581220454.588604026,-0.145938,0.492499,0.234299,-1.2021,0.469455,-0.13347,-0.575996
1581220454.595265618,-0.146497,0.489433,0.234299,-1.20634,0.463517,-0.134571,-0.569598
1581220454.601297666,-0.146574,0.488999,0.234299,-1.20693,0.462704,-0.134703,-0.568699
1581220454.608136086,-0.146662,0.488493,0.2343,-1.20761,0.461765,-0.13486,-0.567669
1581220454.614505030,-0.146736,0.488069,0.2343,-1.20822,0.460956,-0.134998,-0.566781
1581220454.621776455,-0.146819,0.48759,0.2343,-1.2089,0.460044,-0.135181,-0.565766
1581220454.628517073,-0.146898,0.48711,0.2343,-1.20958,0.459154,-0.135375,-0.564759
1581220454.634722698,-0.146964,0.486703,0.2343,-1.21017,0.458396,-0.135536,-0.563917
1581220454.641267161,-0.14704,0.486241,0.234299,-1.21084,0.4575,-0.13572,-0.562928
1581220454.647505193,-0.147104,0.485861,0.234298,-1.2114,0.456746,-0.135878,-0.562092
1581220454.654276504,-0.14718,0.485424,0.234298,-1.21205,0.455869,-0.136063,-0.561099
1581220454.660443754,-0.147244,0.48504,0.234298,-1.2126,0.455114,-0.136205,-0.560263
1581220454.703512971,-0.14775,0.482382,0.234299,-1.21655,0.449747,-0.137172,-0.554284
1581220454.710589853,-0.147829,0.481957,0.234298,-1.21719,0.448863,-0.137394,-0.553312
1581220454.717227597,-0.147909,0.481537,0.234299,-1.21784,0.447979,-0.137621,-0.552366
1581220454.724699065,-0.147986,0.481109,0.2343,-1.21848,0.447115,-0.137838,-0.551404
1581220454.731387081,-0.148064,0.480666,0.2343,-1.21912,0.446266,-0.138052,-0.550455
1581220454.737738910,-0.14813,0.480289,0.234299,-1.21967,0.445528,-0.138203,-0.549625
1581220454.744302709,-0.14821,0.479853,0.234299,-1.22031,0.444676,-0.138362,-0.548665
1581220454.750751895,-0.14828,0.479482,0.234299,-1.22086,0.443946,-0.13849,-0.547851
1581220454.790766778,-0.148362,0.479048,0.2343,-1.22151,0.443094,-0.138638,-0.546895
1581220454.797592333,-0.148847,0.476527,0.234299,-1.22522,0.438339,-0.139621,-0.541491
1581220454.803590938,-0.148919,0.476145,0.234299,-1.22579,0.437641,-0.13978,-0.540713
1581220454.847844617,-0.149,0.475707,0.234298,-1.22643,0.436828,-0.13996,-0.539785
1581220454.853793436,-0.149469,0.472918,0.2343,-1.23049,0.431716,-0.140908,-0.534144
1581220454.860626443,-0.149536,0.472539,0.2343,-1.23104,0.431028,-0.141057,-0.533367
1581220454.867253317,-0.149606,0.472167,0.2343,-1.2316,0.43034,-0.141222,-0.532616
1581220454.873610827,-0.149692,0.47173,0.2343,-1.23225,0.429513,-0.141419,-0.531706
1581220454.880218060,-0.149779,0.47129,0.234299,-1.23289,0.428697,-0.141615,-0.530817
