timestamp,fx,fy,fz,tx,ty,tz
1581221703.503733769,-2.45266,3.60688,-1.48216,2.22493,1.78356,0.221361
1581221703.511518066,-2.25625,3.65189,-0.737442,2.2347,1.74999,0.222766
1581221703.518946374,-2.29153,3.66418,-0.208769,2.24404,1.73739,0.224433
1581221703.526913670,-1.9347,3.31292,0.488958,2.11059,1.61306,0.236065
1581221703.534840638,-2.03278,3.08236,0.858033,2.08735,1.59878,0.238525
1581221703.579627227,-2.11726,3.26784,0.934498,2.1558,1.61806,0.236186
1581221703.587509902,-2.20148,3.45467,0.961165,2.2619,1.5465,0.226925
1581221703.594923954,-2.48193,3.52886,0.762921,2.32384,1.59423,0.222876
1581221703.602699414,-2.50113,3.6555,0.784593,2.36807,1.6069,0.221321
1581221703.610465234,-2.27742,3.93031,1.08048,2.4472,1.6088,0.219004
1581221703.618502207,-2.49896,4.21035,1.41563,2.53776,1.66238,0.214329
1581221703.625915063,-2.51582,4.39564,1.69815,2.57786,1.66925,0.20996
1581221703.633675788,-2.2973,4.47656,1.92949,2.60716,1.65566,0.207766
1581221703.674867573,-2.2244,4.31703,1.88564,2.55595,1.62076,0.210209
1581221703.683608950,-2.40191,3.85532,1.75386,2.47787,1.61113,0.217961
1581221703.690902750,-2.37666,4.05167,1.63918,2.52825,1.62531,0.214452
1581221703.699356140,-1.72669,4.0251,2.04451,2.48029,1.53021,0.220594
1581221703.706643760,-1.67939,4.03144,2.16317,2.47514,1.52176,0.220069
1581221703.714602187,-1.76124,4.15195,1.93294,2.53838,1.56159,0.214828
1581221703.721954473,-2.11309,4.18976,1.55879,2.55983,1.6087,0.211287
1581221703.729736911,-2.06273,4.20115,1.58706,2.5413,1.59023,0.214102
1581221703.770739585,-1.97693,4.04444,1.77584,2.48252,1.5524,0.213933
1581221703.779484955,-2.08241,3.94802,1.58717,2.48795,1.56773,0.208406
1581221703.786894065,-2.23013,3.88943,1.51393,2.47353,1.56615,0.206973
1581221703.794924317,-2.17636,4.02273,1.49237,2.49994,1.56066,0.206553
1581221703.802396812,-2.12455,4.12448,1.7275,2.52583,1.55188,0.204096
1581221703.809904532,-2.27801,4.092,1.85011,2.54157,1.56423,0.201704
1581221703.817699381,-2.31852,4.23564,1.68151,2.60293,1.58517,0.19731
1581221703.825507208,-2.20773,4.15983,1.97548,2.56067,1.53774,0.199311
1581221703.866596247,-2.42213,4.52503,2.02633,2.74411,1.58799,0.175294
1581221703.873991823,-2.45969,4.54449,2.14111,2.76188,1.59482,0.174726
1581221703.886579594,-2.33461,4.60598,2.04635,2.77316,1.57833,0.181035
1581221703.894383873,-2.24732,4.57145,2.3459,2.75937,1.55786,0.185289
1581221703.901807085,-2.48713,4.68819,2.34356,2.83818,1.61522,0.181697
1581221703.909691217,-2.43415,4.68158,2.24839,2.83839,1.60606,0.183236
1581221703.917502840,-2.44269,4.66769,2.1325,2.82313,1.5943,0.185986
1581221703.924669598,-2.31012,4.65802,2.20124,2.82648,1.5799,0.18658
1581221703.932555431,-2.36584,4.81805,2.1679,2.8865,1.60471,0.183745
1581221704.532880408,-2.68269,6.3603,1.94767,3.62729,1.71982,0.139791
1581221704.543587163,-2.73723,6.21467,1.95365,3.58695,1.71167,0.139051
1581221704.554521469,-2.34273,5.7746,2.39202,3.44335,1.62256,0.14852
1581221704.565495015,-2.21698,5.7755,2.28696,3.47378,1.62586,0.147875
1581221704.576502068,-2.38776,5.94328,2.28763,3.52147,1.65423,0.145674
1581221704.588653929,-2.13834,6.03592,2.39723,3.52832,1.62608,0.14695
1581221704.598929119,-2.25229,6.10696,2.31006,3.56489,1.65018,0.141381
1581221704.656545918,-2.34238,6.18741,2.4326,3.62535,1.68722,0.115739
1581221704.666829258,-2.41095,6.44228,2.31088,3.70923,1.71882,0.111425
1581221704.677955095,-2.26104,6.45105,2.24604,3.6843,1.68825,0.116627
1581221704.689945535,-2.09717,6.21653,2.51822,3.618,1.64758,0.121996
1581221704.700739002,-2.23253,6.12476,2.37565,3.61913,1.66098,0.121602
1581221704.711740221,-2.22096,6.03666,2.31954,3.57475,1.63921,0.124373
1581221704.756787560,-2.01947,6.07311,2.36845,3.58046,1.61841,0.123853
1581221704.767589680,-2.21078,6.20938,2.1548,3.65124,1.6508,0.12483
1581221704.777949276,-2.36455,6.24703,2.15457,3.65513,1.66163,0.128393
1581221704.789920038,-2.11199,6.42291,2.06633,3.70772,1.64564,0.12943
1581221704.800721371,-2.20327,6.42996,2.00474,3.69861,1.6445,0.13036
1581221704.811615739,-2.10784,6.41033,2.2256,3.69898,1.62892,0.129529
1581221705.440637316,-1.89568,6.77435,1.81657,3.91697,1.56233,0.109979
1581221705.450555970,-1.48377,6.64514,1.78954,3.85386,1.50479,0.106775
1581221705.501699223,-1.65363,6.83984,1.70988,3.93946,1.5417,0.0943034
1581221705.511589510,-1.55187,6.71978,1.66265,3.88562,1.51742,0.0980543
1581221705.521370274,-1.50322,6.60195,1.86938,3.85611,1.5055,0.09868
1581221705.530895350,-1.72203,6.70495,1.54008,3.91089,1.54313,0.0925711
1581221705.540846083,-1.57799,6.57701,1.60387,3.84715,1.50804,0.098598
1581221705.551674881,-1.28498,6.4804,2.06164,3.81161,1.46589,0.103077
1581221705.560928643,-1.59441,6.58825,2.02041,3.86893,1.51422,0.0973577
1581221705.570887681,-1.73122,6.63026,1.89319,3.87296,1.52395,0.0976067
1581221705.615582024,-1.58145,6.85884,1.978,3.92326,1.50031,0.0974672
1581221705.625538212,-1.50903,6.97646,2.08448,3.98366,1.50325,0.0917221
1581221705.635583847,-1.6207,7.00229,1.93776,4.0105,1.51382,0.0870891
1581221705.645698321,-1.45142,6.66154,2.00091,3.8827,1.45402,0.0962744
1581221705.655507721,-1.3785,6.73253,2.11346,3.93697,1.45661,0.091366
1581221705.665696658,-1.82693,6.92141,2.08673,4.01612,1.51695,0.082592
1581221705.712734606,-1.63936,7.00397,1.83717,4.01753,1.47623,0.10236
1581221705.722170245,-1.44568,6.99987,1.85772,4.01506,1.45016,0.1078
1581221705.731881524,-1.55824,7.06661,1.81431,4.05151,1.46513,0.10691
1581221705.742580171,-1.61117,6.98645,1.85285,4.00615,1.45087,0.111919
1581221705.752586509,-1.625,7.021,1.71751,4.01746,1.45043,0.112494
1581221705.762580792,-1.74996,7.18607,1.75424,4.08889,1.4771,0.107224
1581221705.771994183,-1.4338,6.97247,1.92387,4.00116,1.41621,0.115106
1581221705.816046325,-1.56737,7.04828,2.10573,4.03705,1.43106,0.105222
1581221705.826090237,-1.72275,7.1233,1.80884,4.08035,1.45351,0.0985863
1581221705.835788796,-1.65974,7.12663,1.46918,4.09082,1.44553,0.0952467
1581221706.456656565,-1.15826,7.83843,1.91227,4.51224,1.39346,0.0411136
1581221706.464629508,-1.12599,8.31908,2.05812,4.68633,1.41473,0.0128328
1581221706.472143604,-1.10121,8.3764,1.99394,4.71819,1.41959,0.0067186
1581221706.480976139,-1.501,8.30933,1.84841,4.70922,1.45725,0.00176536
1581221706.488740630,-1.53642,8.30991,1.80562,4.72515,1.46476,-0.00302898
1581221706.497576702,-1.34058,8.2138,2.0895,4.67879,1.43052,-0.000893594
1581221706.505005095,-1.17314,8.28246,2.19121,4.70629,1.41716,-0.00277372
1581221706.512685792,-1.19022,8.33444,2.01944,4.73784,1.42423,-0.00553961
1581221706.554148423,-1.42179,8.34211,2.18445,4.71524,1.4358,0.00159615
1581221706.562536817,-1.10804,8.33889,2.14539,4.69818,1.40235,0.00706034
1581221706.569891659,-1.19255,8.40876,2.0446,4.71837,1.41363,0.00583441
1581221706.577780991,-1.37207,8.50092,1.94679,4.74734,1.43851,0.00208059
1581221706.586580975,-1.41701,8.41698,1.80134,4.70798,1.43331,0.00336171
1581221706.594102378,-1.28648,8.15527,2.27068,4.60524,1.39527,0.0098997
1581221706.601871540,-1.1722,8.04556,2.44498,4.58586,1.37858,0.00991027
1581221706.609772795,-1.04131,8.09656,2.34663,4.62187,1.37153,0.00543345
1581221706.652960852,-1.47499,8.35614,2.29877,4.72963,1.41569,-0.0158656
1581221706.660653356,-1.24511,8.39913,2.1157,4.72995,1.38825,-0.0142626
1581221706.667929814,-1.02503,8.39467,2.13378,4.72738,1.36449,-0.0132754
1581221706.675799314,-1.14503,8.40851,2.11506,4.74695,1.38048,-0.0161028
1581221706.684670307,-1.35128,8.3478,2.11291,4.74647,1.40124,-0.0177044
1581221706.691971133,-1.34499,8.41695,2.11969,4.76644,1.40381,-0.0182391
1581221706.699910189,-1.22013,8.3988,2.39406,4.75248,1.38647,-0.0160482
1581221706.707908597,-1.20293,8.52504,2.35712,4.80798,1.39485,-0.0194135
1581221706.715706321,-1.23965,8.61867,2.10995,4.85663,1.41076,-0.0217728
1581221706.768714790,-0.974227,8.77461,2.21888,4.85984,1.36304,-0.00745118
1581221706.776022309,-1.25022,8.68287,2.26573,4.86047,1.39104,-0.0097167
1581221706.784924324,-1.31547,8.475,2.25158,4.80697,1.38782,-0.00782205
1581221706.792978439,-1.29153,8.32764,2.49771,4.7625,1.37763,-0.00578149
1581221706.800567515,-1.37596,8.3025,2.41938,4.76192,1.38802,-0.00761891
1581221706.808222007,-1.34111,8.36415,2.12095,4.78457,1.39002,-0.00956082
1581221706.815883359,-1.21965,8.44068,1.93007,4.80504,1.38071,-0.00928445
1581221706.823568466,-1.11677,8.44253,2.03091,4.79373,1.36426,-0.00678876
1581221706.864612297,-0.859427,8.76348,2.55962,4.89349,1.3395,-0.00996759
1581221706.871994160,-0.769133,8.93251,2.25471,4.96216,1.3434,-0.014788
1581221706.879883642,-1.18143,9.09787,1.9736,5.02112,1.39537,-0.0209415
1581221706.887637024,-1.24246,8.90359,2.18917,4.9396,1.38392,-0.0158325
1581221706.895652916,-1.18897,8.58175,2.2989,4.86087,1.36918,-0.0124236
1581221706.903722323,-1.26643,8.45411,2.38245,4.86358,1.38424,-0.0161267
1581221706.911699232,-1.4393,8.5941,1.9678,4.92862,1.41879,-0.0223449
1581221706.918923178,-1.03669,8.67061,1.90424,4.93894,1.38112,-0.0200199
