timestamp,posx,posy,posz,ox,oy,oz, ow
1581253813.857439369,0.719986,0.0004083,0.699633,-0.000194028,0.70707,0.000229547,0.707144
1581253813.863516579,0.719986,0.000407672,0.699632,-0.000185379,0.707067,0.000233821,0.707147
1581253813.870279258,0.719986,0.000407235,0.699629,-0.000177196,0.707064,0.000238907,0.707149
1581253813.876440287,0.719986,0.000407198,0.699627,-0.000172434,0.707063,0.000242307,0.707151
1581253813.882550589,0.719986,0.00040727,0.699625,-0.000171629,0.707062,0.000242454,0.707152
1581253813.889101018,0.719986,0.000407493,0.699622,-0.000176435,0.707061,0.000237695,0.707152
1581253813.895260581,0.719985,0.000407862,0.699619,-0.000185579,0.707061,0.000229338,0.707153
1581253813.902136050,0.719985,0.000408094,0.699615,-0.000193155,0.707061,0.000222535,0.707153
1581253813.908210486,0.719985,0.000408528,0.699612,-0.000201103,0.707061,0.00021583,0.707153
1581253813.914361096,0.719985,0.000409,0.699609,-0.000207837,0.707061,0.000209767,0.707153
1581253813.958534284,0.719969,0.000400881,0.69953,-0.000186134,0.707091,0.000231157,0.707123
1581253813.965252279,0.719948,0.00039101,0.699487,-0.00015484,0.707112,0.000261067,0.707102
1581253813.971290646,0.719914,0.000384524,0.699452,-0.000129216,0.707131,0.000288878,0.707082
1581253813.977594898,0.719859,0.000380309,0.699406,-0.000111144,0.707158,0.000313793,0.707055
1581253813.984276617,0.7198,0.000378411,0.699368,-0.000113261,0.707177,0.000311422,0.707036
1581253813.990487471,0.719727,0.000377345,0.699343,-0.000110849,0.707183,0.00030395,0.70703
1581253813.997048497,0.719627,0.000378257,0.699323,-0.00010755,0.707186,0.000297851,0.707027
1581253814.003181585,0.719528,0.000380745,0.699313,-0.000105524,0.707185,0.000290947,0.707029
1581253814.009534420,0.719419,0.000382715,0.6993,-0.000103828,0.707186,0.000283193,0.707028
1581253814.016242339,0.719278,0.000378147,0.699295,-9.92052e-05,0.707181,0.000270759,0.707033
1581253814.022385886,0.719143,0.000372753,0.699305,-9.55632e-05,0.70717,0.000259157,0.707043
1581253814.032344657,0.71897,0.000367865,0.699323,-9.37987e-05,0.707156,0.000246835,0.707057
1581253814.103758516,0.716898,0.000408321,0.69958,-0.000258131,0.707067,0.000161897,0.707146
1581253814.110315770,0.716718,0.000399104,0.699583,-0.000241664,0.707064,0.000161919,0.70715
1581253814.116460427,0.716562,0.000391024,0.699592,-0.000228777,0.707057,0.00016024,0.707156
1581253814.122558258,0.716409,0.000383655,0.699595,-0.000223723,0.707055,0.000153872,0.707159
1581253814.129137731,0.716236,0.000374562,0.699589,-0.000217537,0.707058,0.000148961,0.707156
1581253814.135438253,0.716089,0.000367295,0.699586,-0.000206507,0.707057,0.00014875,0.707156
1581253814.142134261,0.715916,0.000360848,0.699595,-0.000204443,0.70705,0.000142856,0.707163
1581253814.148211884,0.715765,0.000358393,0.6996,-0.000213284,0.70705,0.000136443,0.707163
1581253814.154539934,0.715616,0.000356343,0.6996,-0.000217644,0.707053,0.0001373,0.70716
1581253814.162209642,0.715422,0.000349801,0.699593,-0.000218712,0.707061,0.000138478,0.707152
1581253814.168288659,0.715278,0.000345711,0.699584,-0.0002218,0.707069,0.000138865,0.707144
1581253814.211629876,0.71423,0.000309026,0.699572,-0.000143418,0.707063,0.000165929,0.707151
1581253814.218385605,0.71408,0.000306437,0.699572,-0.000136348,0.70706,0.000164988,0.707154
1581253814.224666441,0.713931,0.000305998,0.699572,-0.000140052,0.707056,0.000156415,0.707157
1581253814.231162968,0.713758,0.000306318,0.699574,-0.000131625,0.707053,0.000160589,0.707161
1581253814.237412102,0.713609,0.00031006,0.699575,-0.000139255,0.707052,0.000157007,0.707161
1581253814.243662213,0.713434,0.0003164,0.699575,-0.000149473,0.707055,0.000158253,0.707158
1581253814.250346905,0.713285,0.00032179,0.699576,-0.000161159,0.707058,0.000159159,0.707155
1581253814.257545861,0.713135,0.000327477,0.699574,-0.000184952,0.707065,0.000151523,0.707149
1581253814.264204818,0.712937,0.00033433,0.699566,-0.00019582,0.707076,0.00015816,0.707138
1581253814.270432089,0.712786,0.000337144,0.699568,-0.000200735,0.707077,0.000159767,0.707137
1581253814.277193678,0.712611,0.00033596,0.69957,-0.000204068,0.707076,0.000158186,0.707137
1581253814.319715332,0.711642,0.000319783,0.699568,-0.000159615,0.707057,0.000154583,0.707156
1581253814.359390133,0.710566,0.000332668,0.699559,-0.000225757,0.70709,0.000146727,0.707124
1581253814.366082788,0.710388,0.000331729,0.69956,-0.000224402,0.707092,0.000148349,0.707122
1581253814.372270510,0.710237,0.000328031,0.699557,-0.000215144,0.707093,0.000150222,0.707121
1581253814.378640844,0.710064,0.00032335,0.699554,-0.00020655,0.70709,0.000146362,0.707124
1581253814.385177079,0.709916,0.000317827,0.699549,-0.000193025,0.707089,0.000147126,0.707125
1581253814.391359995,0.709765,0.000313338,0.699552,-0.000184901,0.707082,0.000143081,0.707131
1581253814.398065923,0.709588,0.000309445,0.699559,-0.000181458,0.707073,0.000133783,0.707141
1581253814.404273204,0.709439,0.000307889,0.699558,-0.000167819,0.707071,0.000139262,0.707143
1581253814.410487270,0.70929,0.000309149,0.699553,-0.000157632,0.70707,0.000144336,0.707144
1581253814.417413497,0.709119,0.000312313,0.699549,-0.000151451,0.707071,0.000154154,0.707143
1581253814.423376370,0.708967,0.000318109,0.699552,-0.000149719,0.707073,0.000166919,0.707141
1581253814.467193735,0.707886,0.000338916,0.699551,-0.00021368,0.707095,0.000159183,0.707118
1581253814.474275949,0.707712,0.000333406,0.699547,-0.000206909,0.707093,0.000153172,0.707121
1581253814.480503921,0.707539,0.000326625,0.699546,-0.000191634,0.707089,0.000153399,0.707125
1581253814.487093642,0.707365,0.000321739,0.699545,-0.000182612,0.707086,0.000152144,0.707127
1581253814.493323325,0.707214,0.000318064,0.699546,-0.000172615,0.707083,0.000153349,0.707131
1581253814.499464683,0.707064,0.000314734,0.699542,-0.00016892,0.707082,0.000148573,0.707132
1581253814.506369856,0.706892,0.000311622,0.699539,-0.000171696,0.707082,0.000142167,0.707132
1581253814.512563580,0.706743,0.000309473,0.699533,-0.000168815,0.707086,0.000146294,0.707127
1581253814.552497815,0.705741,0.000289285,0.699531,-0.000187206,0.707117,0.000148575,0.707097
1581253814.558511813,0.705566,0.000283604,0.69953,-0.000173659,0.707113,0.000146495,0.707101
1581253814.565181392,0.705415,0.000281769,0.699534,-0.000175354,0.707103,0.000131219,0.70711
1581253814.571280151,0.705266,0.000280429,0.699534,-0.000166214,0.707095,0.000124928,0.707119
1581253814.614638261,0.704162,0.000337571,0.699533,-0.000170419,0.707085,0.00015448,0.707129
1581253814.621419623,0.704013,0.000351916,0.699527,-0.000179971,0.707093,0.000165738,0.70712
1581253814.627295017,0.703863,0.000365974,0.699525,-0.000193835,0.7071,0.000174853,0.707114
1581253814.634195267,0.703687,0.000382091,0.699527,-0.000204919,0.707104,0.000189236,0.707109
1581253814.640404485,0.703534,0.000395094,0.699529,-0.000205294,0.707107,0.000205295,0.707107
1581253814.647102092,0.703356,0.000407151,0.699531,-0.00021057,0.707105,0.000210569,0.707108
1581253814.653202312,0.703206,0.000414673,0.699532,-0.000208372,0.707102,0.000216257,0.707112
1581253814.660626408,0.703033,0.000419409,0.699529,-0.000205086,0.707098,0.000218008,0.707115
1581253814.667135669,0.702856,0.000422866,0.699532,-0.000203711,0.707091,0.000214334,0.707123
1581253814.674087381,0.702678,0.000423071,0.69954,-0.000196772,0.70708,0.000212416,0.707133
1581253814.680321427,0.702527,0.000423567,0.699543,-0.000199499,0.707076,0.000204729,0.707138
1581253814.686445046,0.702379,0.000420632,0.699536,-0.000195694,0.707079,0.000205443,0.707135
